complaint_id,customer_id,tower_id,complaint_type,priority,status,created_at,description
COMP0008878,CUST00035817,TOWER00175,no_signal,high,resolved,2025-11-26T07:25:46.781Z,Subnecto conor tamquam contabesco talus auctor trado summa contego.
COMP0008879,CUST00009132,TOWER00348,dropped_call,critical,closed,2025-10-28T04:32:32.438Z,Sint textilis defungo callide expedita cupressus tondeo celer utroque.
COMP0008880,CUST00015365,TOWER00219,slow_data,critical,open,2025-10-25T02:31:36.089Z,Alius praesentium thema vita vado casso adhuc audio nihil.
COMP0008881,CUST00014741,TOWER00197,dropped_call,low,investigating,2026-01-05T18:58:51.818Z,Charisma laboriosam quibusdam sui aspernatur clarus sodalitas tepidus.
COMP0008882,CUST00029830,TOWER00397,service_outage,low,investigating,2026-01-27T07:02:46.365Z,Clibanus amissio doloribus traho molestias veritas.
COMP0008883,CUST00014324,TOWER00020,service_outage,high,investigating,2025-12-07T22:04:37.989Z,Adopto tandem cui.
COMP0008884,CUST00031707,TOWER00196,poor_voice_quality,high,open,2025-12-23T15:47:04.482Z,Cito conspergo tardus comis curiositas tredecim tergiversatio audax solus.
COMP0008885,CUST00047394,TOWER00195,poor_voice_quality,low,open,2026-01-04T11:17:55.622Z,Defluo cervus cena demulceo corona abscido esse damnatio.
COMP0008886,CUST00009984,TOWER00052,billing_issue,critical,closed,2026-01-07T05:30:38.746Z,Adipisci tonsor uxor tristis.
COMP0008887,CUST00027519,TOWER00389,billing_issue,medium,closed,2026-01-25T15:11:25.328Z,Cruentus ut carus vesper maxime.
COMP0008888,CUST00039231,TOWER00390,poor_voice_quality,low,closed,2025-11-28T01:57:51.541Z,Ultio volo absens.
COMP0008889,CUST00022077,TOWER00070,billing_issue,low,open,2026-02-04T18:00:15.778Z,Apparatus titulus cetera catena carus deduco caterva.
COMP0008890,CUST00025511,TOWER00226,service_outage,high,closed,2026-02-07T04:15:53.938Z,Absconditus vicinus speciosus comminor virgo solum consequuntur velociter terminatio.
COMP0008891,CUST00043260,TOWER00070,poor_voice_quality,medium,resolved,2026-01-28T09:29:04.232Z,Voluptatum mollitia consuasor magnam esse volaticus ultra.
COMP0008892,CUST00018102,TOWER00322,slow_data,low,resolved,2025-12-27T04:39:18.152Z,Aurum decipio aperte teneo.
COMP0008893,CUST00034915,TOWER00083,service_outage,high,closed,2025-11-02T20:48:46.200Z,Tribuo ara suffoco.
COMP0008894,CUST00030397,TOWER00254,no_signal,critical,investigating,2025-12-15T14:19:46.002Z,Tabula baiulus sono dedico comparo toties cernuus tredecim.
COMP0008895,CUST00041455,TOWER00475,billing_issue,medium,investigating,2025-10-14T23:27:06.849Z,Coerceo ventito conspergo texo clibanus benevolentia arbitro alo adsidue.
COMP0008896,CUST00021156,TOWER00489,no_signal,critical,investigating,2026-02-06T15:27:34.667Z,Comprehendo demonstro appositus.
COMP0008897,CUST00030065,TOWER00202,service_outage,medium,closed,2026-02-04T05:03:53.496Z,Amaritudo distinctio vos quia accommodo auxilium aestus.
COMP0008898,CUST00016507,TOWER00500,billing_issue,high,open,2025-12-01T07:08:55.943Z,Ut id ducimus campana ter repellat atavus summisse cinis.
COMP0008899,CUST00012024,TOWER00096,billing_issue,high,open,2025-11-22T01:12:49.720Z,Velut abeo bene perspiciatis uterque vester expedita victoria.
COMP0008900,CUST00041647,TOWER00345,no_signal,low,resolved,2025-10-23T11:24:45.013Z,Absorbeo thermae substantia.
COMP0008901,CUST00033057,TOWER00283,dropped_call,high,open,2025-10-29T21:39:00.364Z,Vigilo currus vehemens.
COMP0008902,CUST00017152,TOWER00195,service_outage,medium,closed,2026-02-14T23:08:57.831Z,Appono vehemens cultura annus studio velociter.
COMP0008903,CUST00036048,TOWER00254,poor_voice_quality,low,closed,2026-02-13T12:00:13.093Z,Acerbitas uredo tamdiu tenus abutor tumultus crux.
COMP0008904,CUST00047776,TOWER00247,no_signal,critical,investigating,2025-12-13T15:40:27.198Z,Desino appositus argumentum paulatim spectaculum ventus aliqua.
COMP0008905,CUST00012784,TOWER00460,poor_voice_quality,medium,open,2025-12-30T07:38:48.980Z,Ab vomer ea votum accusantium decet demum.
COMP0008906,CUST00000017,TOWER00440,poor_voice_quality,low,closed,2025-11-26T16:03:35.535Z,Voluptatem dens stultus balbus tabula ustilo patrocinor.
COMP0008907,CUST00012011,TOWER00334,service_outage,medium,closed,2025-11-17T12:34:36.646Z,Advoco ager decretum tenax taedium.
COMP0008908,CUST00041104,TOWER00238,dropped_call,critical,open,2026-01-31T23:46:31.958Z,Somnus tabella perferendis verto timidus adinventitias aeneus venia appono ter.
COMP0008909,CUST00033065,TOWER00236,dropped_call,low,resolved,2025-10-27T08:46:23.607Z,Argentum totam subiungo tabella consectetur cibo cribro ducimus astrum velit.
COMP0008910,CUST00005295,TOWER00213,slow_data,critical,open,2025-11-19T15:20:56.241Z,Ascit absum utique carbo uter arcus angulus culpo defessus tempore.
COMP0008911,CUST00011116,TOWER00233,service_outage,low,resolved,2026-02-06T17:02:51.153Z,Eaque crudelis villa succedo degusto adinventitias auctus uredo denuo.
COMP0008912,CUST00010176,TOWER00049,billing_issue,high,closed,2026-01-14T18:05:30.564Z,Absorbeo crinis vallum avarus virga volup.
COMP0008913,CUST00043883,TOWER00017,billing_issue,low,open,2025-10-26T14:24:47.682Z,Distinctio tres excepturi illo accusamus desipio trucido quas.
COMP0008914,CUST00005309,TOWER00098,slow_data,critical,open,2025-11-18T09:34:05.798Z,Thalassinus adipiscor torrens vito curis.
COMP0008915,CUST00033988,TOWER00272,billing_issue,low,closed,2026-02-01T21:17:02.610Z,Caecus video necessitatibus truculenter aveho totidem vilitas aestus corona.
COMP0008916,CUST00016526,TOWER00145,slow_data,low,investigating,2025-11-08T21:18:34.595Z,Vere sit repellat considero solitudo conventus vigor abstergo tyrannus solus.
COMP0008917,CUST00039790,TOWER00194,no_signal,low,open,2025-12-25T11:19:48.544Z,Id nulla inventore adsuesco excepturi curatio cunabula sequi deleniti sopor.
COMP0008918,CUST00039592,TOWER00371,dropped_call,critical,closed,2025-10-08T06:02:46.741Z,Repellendus delinquo aegrotatio peior urbanus aeternus delectatio ducimus.
COMP0008919,CUST00031485,TOWER00319,no_signal,low,open,2026-01-31T11:11:35.815Z,Vespillo demo canis vicinus turpis bellicus sunt spero.
COMP0008920,CUST00018198,TOWER00427,billing_issue,low,resolved,2025-11-10T23:29:34.543Z,Necessitatibus compono aetas delego.
COMP0008921,CUST00029193,TOWER00136,no_signal,medium,open,2025-12-04T14:06:50.783Z,Auctor deludo viriliter contabesco taceo optio spiritus nobis.
COMP0008922,CUST00017409,TOWER00178,poor_voice_quality,high,open,2025-11-25T18:30:08.946Z,Carpo cursim usus nesciunt tyrannus.
COMP0008923,CUST00040906,TOWER00011,dropped_call,medium,investigating,2025-11-13T05:04:57.863Z,Cilicium adulescens trado.
COMP0008924,CUST00036806,TOWER00023,slow_data,low,investigating,2026-01-24T22:55:37.793Z,Trucido vindico spiculum cedo spectaculum validus suasoria crastinus.
COMP0008925,CUST00046867,TOWER00159,billing_issue,low,open,2026-01-15T10:12:44.348Z,Surgo volaticus tondeo tabgo peccatus.
COMP0008926,CUST00022917,TOWER00247,no_signal,high,resolved,2025-12-04T14:17:20.940Z,Sono dens placeat cubitum subiungo degenero.
COMP0008927,CUST00047363,TOWER00266,dropped_call,critical,closed,2025-11-30T20:57:41.739Z,Perferendis territo cotidie.
COMP0008928,CUST00046444,TOWER00310,no_signal,critical,closed,2025-12-23T08:49:47.153Z,Desidero spiritus adeptio arto doloremque compono advenio clementia.
COMP0008929,CUST00000073,TOWER00197,billing_issue,medium,closed,2025-11-11T15:07:43.009Z,Triduana atqui cursim.
COMP0008930,CUST00009872,TOWER00041,dropped_call,critical,resolved,2025-11-24T20:25:57.052Z,Expedita argumentum thema admitto sulum adsuesco.
COMP0008931,CUST00001044,TOWER00140,service_outage,low,closed,2025-11-16T01:23:45.598Z,Validus ad voco cedo abduco conatus delinquo confido cito contabesco.
COMP0008932,CUST00028777,TOWER00297,billing_issue,critical,investigating,2025-12-11T09:28:08.188Z,Vis commemoro ocer triumphus utrum coerceo anser quam thalassinus atavus.
COMP0008933,CUST00017409,TOWER00001,no_signal,critical,open,2026-02-01T18:01:33.386Z,Ubi adhuc confero umerus clibanus blanditiis aro dolores decumbo.
COMP0008934,CUST00016199,TOWER00105,poor_voice_quality,medium,resolved,2026-01-23T05:20:30.115Z,Theca avarus aegrotatio ambulo vesica desipio admoneo vomica.
COMP0008935,CUST00006771,TOWER00377,slow_data,high,open,2025-10-10T20:33:57.694Z,Deporto nemo voluptatem anser sumptus ipsum dolorum appositus.
COMP0008936,CUST00029190,TOWER00411,billing_issue,medium,closed,2025-12-26T19:06:20.365Z,Complectus claro verbera ara peior clam terror angelus.
COMP0008937,CUST00030336,TOWER00191,poor_voice_quality,high,resolved,2025-10-18T06:34:49.384Z,Corpus tergum vulgivagus.
COMP0008938,CUST00049663,TOWER00266,billing_issue,medium,resolved,2026-01-29T06:31:16.518Z,Tantillus volutabrum aiunt.
COMP0008939,CUST00014527,TOWER00238,billing_issue,critical,investigating,2026-01-08T20:08:59.114Z,Agnitio architecto vindico.
COMP0008940,CUST00012620,TOWER00282,slow_data,high,open,2025-12-31T13:24:37.671Z,Quas unus aduro aurum auxilium solium.
COMP0008941,CUST00049803,TOWER00016,service_outage,high,open,2025-10-30T21:18:58.057Z,Aufero cauda vulticulus tutis deserunt surculus suscipio peccatus autus.
COMP0008942,CUST00016856,TOWER00097,billing_issue,critical,closed,2025-10-06T11:56:03.864Z,Ager sollers corrigo tumultus tracto stipes votum studio.
COMP0008943,CUST00030856,TOWER00498,billing_issue,medium,open,2026-01-27T20:34:35.500Z,Talis socius votum vereor cauda adsidue amicitia volaticus vigor.
COMP0008944,CUST00030910,TOWER00405,poor_voice_quality,medium,closed,2025-12-15T19:42:52.899Z,Vomer tamquam varius tener ceno.
COMP0008945,CUST00029797,TOWER00147,dropped_call,medium,open,2026-01-02T23:49:07.730Z,Adversus cinis quae.
COMP0008946,CUST00014896,TOWER00308,no_signal,high,closed,2025-11-20T23:34:02.204Z,Vilitas voluptate delicate apparatus comburo audax.
COMP0008947,CUST00038698,TOWER00026,no_signal,critical,open,2026-01-15T01:00:05.798Z,Repudiandae defero tertius crapula volup adicio accommodo.
COMP0008948,CUST00009335,TOWER00449,billing_issue,low,resolved,2026-01-10T11:29:19.331Z,Alter ulciscor reprehenderit.
COMP0008949,CUST00004657,TOWER00129,no_signal,high,resolved,2025-11-26T11:24:27.407Z,Sum depromo aqua necessitatibus officia cognatus.
COMP0008950,CUST00024688,TOWER00255,no_signal,high,open,2025-11-08T07:02:07.609Z,Tenax cariosus conventus virgo aliqua abundans studio.
COMP0008951,CUST00032577,TOWER00271,dropped_call,medium,resolved,2025-10-24T05:19:58.226Z,Decretum vesica pauci comminor baiulus varius.
COMP0008952,CUST00023515,TOWER00109,no_signal,medium,open,2025-10-23T03:09:40.925Z,Cubicularis tersus tremo totam error aranea.
COMP0008953,CUST00041630,TOWER00129,billing_issue,high,open,2025-10-03T04:01:40.854Z,Tenuis natus cibo vicissitudo ustilo umerus.
COMP0008954,CUST00036573,TOWER00436,poor_voice_quality,low,closed,2026-02-12T02:53:40.636Z,Auditor terga odit.
COMP0008955,CUST00045747,TOWER00038,slow_data,critical,closed,2025-12-20T19:55:55.308Z,Sum virgo ultra quis occaecati.
COMP0008956,CUST00026973,TOWER00146,billing_issue,high,open,2025-12-31T11:12:37.182Z,Quo thalassinus absconditus video cunabula culpo allatus conculco.
COMP0008957,CUST00035947,TOWER00033,billing_issue,critical,open,2025-11-26T06:15:18.024Z,Tamquam assentator thymum.
COMP0008958,CUST00010091,TOWER00342,slow_data,high,investigating,2026-02-02T00:32:44.811Z,Denuncio inflammatio charisma balbus.
COMP0008959,CUST00040343,TOWER00169,poor_voice_quality,critical,resolved,2026-01-08T15:31:05.687Z,Decens aut calcar versus.
COMP0008960,CUST00013474,TOWER00260,poor_voice_quality,low,resolved,2025-11-17T13:10:05.007Z,Apto amo necessitatibus corrumpo curatio umerus.
COMP0008961,CUST00037731,TOWER00172,slow_data,critical,closed,2025-10-08T09:53:42.018Z,Cribro appello crastinus.
COMP0008962,CUST00015850,TOWER00097,billing_issue,low,investigating,2025-12-07T07:56:11.400Z,Adfectus theatrum urbanus arto tam autus viridis cilicium quod.
COMP0008963,CUST00023478,TOWER00030,service_outage,critical,resolved,2025-12-17T12:27:25.913Z,Minima ambitus audentia testimonium.
COMP0008964,CUST00031040,TOWER00259,billing_issue,medium,closed,2026-01-01T17:50:16.393Z,Contego validus claudeo urbanus verbera dolore aegrotatio pectus.
COMP0008965,CUST00009976,TOWER00470,slow_data,critical,investigating,2026-01-19T09:08:51.612Z,Cariosus placeat delicate decor conor bonus atrocitas sollers.
COMP0008966,CUST00028968,TOWER00352,dropped_call,high,resolved,2025-10-07T21:53:41.821Z,Aedificium enim commodi repellat cometes calco.
COMP0008967,CUST00041888,TOWER00357,no_signal,critical,open,2026-01-11T03:47:39.763Z,Comminor amplexus thymum ducimus sol vulgo.
COMP0008968,CUST00041053,TOWER00181,service_outage,medium,investigating,2025-10-24T02:29:35.935Z,Convoco arx stips tempore decerno.
COMP0008969,CUST00029013,TOWER00070,dropped_call,medium,investigating,2025-12-31T16:22:31.330Z,Tibi somniculosus bellicus stipes.
COMP0008970,CUST00002593,TOWER00164,no_signal,medium,resolved,2025-11-13T07:42:55.314Z,Accusantium conscendo cribro admoneo damno apto tot adulescens.
COMP0008971,CUST00023216,TOWER00163,slow_data,low,open,2026-01-28T05:30:49.235Z,Clamo virga curto.
COMP0008972,CUST00019494,TOWER00226,no_signal,critical,resolved,2025-12-07T16:45:12.539Z,Aperte soleo aduro clibanus quidem nulla talio.
COMP0008973,CUST00034303,TOWER00438,service_outage,critical,investigating,2025-11-09T18:49:06.258Z,Delibero architecto apostolus stips.
COMP0008974,CUST00009846,TOWER00044,service_outage,low,open,2026-01-15T05:04:50.288Z,Corona decumbo bos statua ambitus antea caste illum.
COMP0008975,CUST00038157,TOWER00385,billing_issue,critical,open,2025-12-02T21:18:49.901Z,Torrens triduana contra absum arca adimpleo cursus speculum sapiente.
COMP0008976,CUST00013787,TOWER00094,dropped_call,critical,closed,2025-11-04T15:53:05.363Z,Totidem nam baiulus delibero absconditus socius incidunt tunc truculenter cuius.
COMP0008977,CUST00020757,TOWER00389,no_signal,low,open,2025-10-04T06:31:35.579Z,Creptio clibanus desino ultra corpus benigne aeger tener curo succurro.
COMP0008978,CUST00038069,TOWER00385,dropped_call,low,investigating,2025-10-13T09:19:37.128Z,Terga dolorum virgo peccatus odit qui validus consectetur vulariter tres.
COMP0008979,CUST00042443,TOWER00422,poor_voice_quality,low,investigating,2025-11-14T23:59:19.192Z,Tracto candidus comedo arceo architecto accommodo summopere appositus quas delicate.
COMP0008980,CUST00029227,TOWER00467,slow_data,critical,investigating,2025-11-24T01:02:18.633Z,Suspendo tempore curo absens cometes vilis velut undique fugit subiungo.
COMP0008981,CUST00004454,TOWER00055,service_outage,medium,investigating,2025-11-07T02:24:36.576Z,Audacia voveo trepide dolor curiositas.
COMP0008982,CUST00024157,TOWER00322,billing_issue,critical,resolved,2025-10-19T06:29:14.591Z,Desolo valetudo claro aqua attollo.
COMP0008983,CUST00049027,TOWER00010,billing_issue,medium,resolved,2025-11-06T01:29:36.674Z,Bonus pax dolores adhaero.
COMP0008984,CUST00014225,TOWER00030,dropped_call,high,open,2026-01-19T00:28:49.939Z,Spectaculum succedo clarus sol usitas venustas ademptio adsum.
COMP0008985,CUST00000177,TOWER00338,dropped_call,low,open,2025-11-05T14:23:57.647Z,Video aeneus utroque ante torqueo ater advoco cariosus.
COMP0008986,CUST00021738,TOWER00473,no_signal,medium,closed,2025-11-17T00:47:02.433Z,Vulariter commodo demulceo veritas occaecati beneficium.
COMP0008987,CUST00005963,TOWER00495,slow_data,high,closed,2025-11-14T06:34:31.610Z,Tutis stella vitiosus fugiat utpote civitas.
COMP0008988,CUST00041441,TOWER00306,dropped_call,medium,investigating,2025-12-21T22:41:03.017Z,Defleo crustulum curto combibo triumphus non eveniet videlicet aufero.
COMP0008989,CUST00028752,TOWER00318,service_outage,low,resolved,2026-01-31T05:44:03.639Z,Cauda pectus provident pel aperio magnam arbitro demens nam comprehendo.
COMP0008990,CUST00049952,TOWER00418,no_signal,high,closed,2025-11-29T14:48:05.538Z,Valetudo tergeo necessitatibus possimus thesaurus conspergo attero vitium.
COMP0008991,CUST00009957,TOWER00102,slow_data,high,investigating,2026-01-08T08:23:45.367Z,Censura vilicus deorsum aduro ducimus.
COMP0008992,CUST00042232,TOWER00127,dropped_call,critical,resolved,2025-10-07T14:31:40.191Z,Quos clementia textilis pauci alter clarus aliquid cohors virga.
COMP0008993,CUST00045955,TOWER00109,dropped_call,medium,closed,2026-01-31T02:46:02.129Z,Tertius suppono acer carpo conor capto.
COMP0008994,CUST00029410,TOWER00112,no_signal,critical,resolved,2025-11-21T11:21:25.434Z,Triduana vester tenax statim tum xiphias ultio dedico sit talio.
COMP0008995,CUST00017306,TOWER00090,no_signal,high,open,2025-11-16T18:39:51.577Z,Pariatur officiis sublime sit correptius urbs audentia cicuta spes.
COMP0008996,CUST00007799,TOWER00383,poor_voice_quality,medium,investigating,2025-12-06T09:37:52.597Z,Paulatim brevis suspendo appositus auxilium officia tonsor cubo adnuo surgo.
COMP0008997,CUST00005909,TOWER00462,service_outage,critical,resolved,2025-11-23T12:35:25.108Z,Terga asperiores ventito tubineus nemo libero vulgaris teneo cupio.
COMP0008998,CUST00017594,TOWER00178,poor_voice_quality,critical,investigating,2025-11-21T05:12:38.300Z,Calco voro casus hic repellat curo curtus creator.
COMP0008999,CUST00022232,TOWER00365,poor_voice_quality,critical,open,2026-01-25T02:42:14.751Z,Tenuis cinis acervus modi patrocinor cicuta.
COMP0009000,CUST00005126,TOWER00305,no_signal,medium,open,2025-10-24T18:16:18.115Z,Tristis textilis delectatio laborum deserunt.
COMP0009001,CUST00014513,TOWER00112,service_outage,low,resolved,2025-12-20T16:39:24.480Z,Comburo impedit validus avaritia causa avarus ater veritatis caelestis.
COMP0009002,CUST00018486,TOWER00001,service_outage,low,resolved,2025-11-04T03:40:17.649Z,Facilis aspicio tunc rerum amiculum tot candidus tam tracto collum.
COMP0009003,CUST00027193,TOWER00097,slow_data,critical,resolved,2025-10-31T19:02:06.696Z,Cometes sophismata stultus adsidue.
COMP0009004,CUST00043947,TOWER00120,slow_data,low,closed,2026-02-11T01:57:18.148Z,Delectatio antepono ventosus crebro thema attero vacuus antea adulatio.
COMP0009005,CUST00002118,TOWER00175,dropped_call,medium,investigating,2025-12-15T13:28:28.803Z,Id subnecto eligendi tepesco unde utroque numquam cupiditas verbum delibero.
COMP0009006,CUST00033288,TOWER00067,dropped_call,medium,resolved,2025-12-10T03:13:30.018Z,Vado rem utrum cometes tepidus clamo.
COMP0009007,CUST00035000,TOWER00161,billing_issue,critical,investigating,2025-10-22T18:44:10.094Z,Cubo statim cursus.
COMP0009008,CUST00045790,TOWER00258,dropped_call,medium,resolved,2026-01-20T06:52:25.684Z,Cogito tergeo coadunatio altus utrum autus armarium tot possimus vitiosus.
COMP0009009,CUST00005222,TOWER00233,no_signal,medium,resolved,2026-01-10T02:16:34.160Z,Apparatus quasi thymum curia attero aro aer antea.
COMP0009010,CUST00039574,TOWER00452,poor_voice_quality,low,investigating,2025-10-17T13:37:41.001Z,Supellex veritatis suffragium clementia et acidus culpa atque cultellus.
COMP0009011,CUST00016182,TOWER00487,slow_data,high,closed,2025-12-05T03:04:35.893Z,Decretum trans ullus aiunt tenax.
COMP0009012,CUST00014285,TOWER00151,service_outage,high,resolved,2025-11-25T09:08:14.066Z,Sublime impedit canonicus decumbo maiores verumtamen ager cuius auctus.
COMP0009013,CUST00027482,TOWER00010,no_signal,medium,investigating,2025-12-03T07:07:57.478Z,Bardus cubo summa deorsum magnam eum.
COMP0009014,CUST00017894,TOWER00228,no_signal,critical,closed,2026-02-14T23:17:17.426Z,Tremo amet molestias supplanto creptio cunabula trado quam.
COMP0009015,CUST00046409,TOWER00197,slow_data,high,closed,2025-11-12T09:08:02.882Z,Ullus doloribus voco quisquam iste trepide ut solium demens.
COMP0009016,CUST00036570,TOWER00260,slow_data,high,investigating,2025-10-05T18:45:21.676Z,Crudelis turpis umquam tandem capio calamitas.
COMP0009017,CUST00037895,TOWER00072,poor_voice_quality,medium,closed,2025-12-16T05:32:58.334Z,Clarus peior vigilo ante talus bibo civis.
COMP0009018,CUST00015382,TOWER00005,service_outage,critical,resolved,2026-02-09T22:07:33.759Z,Ventosus dolorum nisi perferendis sopor annus copiose comes magni.
COMP0009019,CUST00044815,TOWER00473,dropped_call,low,resolved,2026-02-02T12:40:39.018Z,Fugiat tolero beatae tubineus tracto sopor amissio.
COMP0009020,CUST00041970,TOWER00271,poor_voice_quality,low,closed,2025-12-26T07:07:31.920Z,Supellex adulatio damnatio illum comparo quia velum soleo.
COMP0009021,CUST00041825,TOWER00331,no_signal,low,investigating,2025-12-18T01:08:24.832Z,Amiculum avaritia spoliatio anser sono angustus.
COMP0009022,CUST00045458,TOWER00250,service_outage,high,resolved,2025-10-12T09:37:59.930Z,Supra facere copiose libero bibo abstergo video deleo aeternus vulnus.
COMP0009023,CUST00037633,TOWER00442,slow_data,medium,open,2025-12-18T00:10:50.903Z,Blandior adulescens atavus atque articulus volva.
COMP0009024,CUST00040854,TOWER00122,slow_data,medium,investigating,2025-10-12T11:21:39.052Z,Voveo adfero molestiae creta caterva.
COMP0009025,CUST00015737,TOWER00395,dropped_call,medium,closed,2026-01-28T21:26:16.705Z,Careo aestivus adipiscor molestias.
COMP0009026,CUST00015530,TOWER00196,billing_issue,high,closed,2025-11-26T21:48:57.378Z,Cibo fuga depereo coruscus curso alii benevolentia voco timidus.
COMP0009027,CUST00008337,TOWER00336,dropped_call,low,open,2025-10-11T00:28:18.127Z,Paulatim vulpes odit ambulo vapulus debeo expedita amitto surculus.
COMP0009028,CUST00044889,TOWER00359,no_signal,medium,open,2026-01-14T06:45:34.553Z,Vere reiciendis viduo.
COMP0009029,CUST00022243,TOWER00116,poor_voice_quality,critical,resolved,2026-02-02T18:52:09.031Z,Ustilo capitulus casus tabernus atque cuppedia bos.
COMP0009030,CUST00000772,TOWER00049,dropped_call,low,open,2025-12-10T10:24:06.063Z,Strues aqua vesica.
COMP0009031,CUST00045597,TOWER00209,billing_issue,low,open,2025-10-23T18:58:00.338Z,Beatus tot dens vaco.
COMP0009032,CUST00049348,TOWER00449,dropped_call,low,resolved,2025-11-24T19:10:39.019Z,Aegrotatio coma expedita caput curvo canto.
COMP0009033,CUST00036023,TOWER00069,billing_issue,medium,open,2025-10-16T08:11:17.794Z,Taceo cresco eius decipio.
COMP0009034,CUST00014164,TOWER00060,no_signal,high,investigating,2026-02-02T16:03:39.269Z,Bellicus custodia terreo tunc pariatur adeo modi.
COMP0009035,CUST00044323,TOWER00087,billing_issue,low,resolved,2025-12-17T08:04:39.874Z,Valde abstergo nemo curia carus ocer stabilis thymum verumtamen.
COMP0009036,CUST00001701,TOWER00401,dropped_call,high,investigating,2025-10-03T02:10:36.860Z,Usque trucido tardus verbera vilis quod ara coniuratio comedo.
COMP0009037,CUST00015096,TOWER00032,service_outage,high,closed,2026-02-01T18:29:27.252Z,Vitae deleniti paulatim traho aliquid civis.
COMP0009038,CUST00026094,TOWER00235,dropped_call,high,investigating,2026-01-18T12:51:07.393Z,Crur casso credo bellicus placeat crux.
COMP0009039,CUST00047597,TOWER00137,poor_voice_quality,critical,investigating,2025-10-15T02:11:49.225Z,Volup nihil conculco assentator commemoro tres deripio aro.
COMP0009040,CUST00016442,TOWER00037,service_outage,medium,investigating,2025-12-12T21:23:35.276Z,Tempora bonus saepe desolo.
COMP0009041,CUST00011160,TOWER00174,service_outage,low,resolved,2025-12-03T08:03:14.143Z,Adnuo reiciendis aeternus videlicet tres sit temperantia casso tempore.
COMP0009042,CUST00002771,TOWER00002,dropped_call,medium,resolved,2026-01-02T18:17:06.904Z,Apostolus credo impedit.
COMP0009043,CUST00027657,TOWER00352,service_outage,high,investigating,2026-01-19T01:38:59.694Z,Caveo statim thermae cresco ventosus.
COMP0009044,CUST00029425,TOWER00024,dropped_call,low,closed,2025-10-12T13:17:34.001Z,Adfero stultus adinventitias constans.
COMP0009045,CUST00028208,TOWER00404,dropped_call,critical,open,2025-11-19T21:52:19.028Z,Calamitas vergo civitas vulgo bibo vito contigo.
COMP0009046,CUST00006218,TOWER00107,no_signal,critical,investigating,2025-12-19T16:48:04.019Z,Est vehemens acceptus audacia vox tabgo.
COMP0009047,CUST00045455,TOWER00348,slow_data,low,closed,2025-11-20T22:04:47.384Z,Et cohaero clarus xiphias dedecor vallum autem umerus admoneo.
COMP0009048,CUST00031147,TOWER00164,no_signal,low,investigating,2025-11-05T02:55:54.003Z,Vomito nam creta coaegresco sunt aegrotatio nam triumphus accedo suscipio.
COMP0009049,CUST00044646,TOWER00175,service_outage,medium,resolved,2025-10-30T06:10:34.599Z,Tollo veniam conicio speculum conatus vesica alo vaco.
COMP0009050,CUST00042533,TOWER00220,no_signal,medium,investigating,2025-11-04T04:44:59.131Z,Confero vicinus cuius conservo aliquid ambitus vergo.
COMP0009051,CUST00004182,TOWER00423,billing_issue,low,closed,2026-01-13T06:29:00.851Z,Vox agnitio arceo utroque odio vita carcer veritatis cubo.
COMP0009052,CUST00016726,TOWER00346,service_outage,medium,resolved,2026-01-18T20:45:11.517Z,Canto varius conculco capto vorax patrocinor adamo tantillus comptus colo.
COMP0009053,CUST00031178,TOWER00153,service_outage,critical,open,2025-12-26T17:32:34.881Z,Talio voluptatibus quasi occaecati vetus crux tamen officiis.
COMP0009054,CUST00022348,TOWER00110,dropped_call,low,closed,2025-11-22T10:49:27.532Z,Itaque tondeo quas ventus avaritia spectaculum conforto.
COMP0009055,CUST00014580,TOWER00068,no_signal,medium,closed,2025-10-24T06:36:00.028Z,Thema acer termes talus combibo aliqua hic carpo vester.
COMP0009056,CUST00005585,TOWER00223,no_signal,high,closed,2026-01-25T06:59:00.208Z,Victoria vorago vacuus audax enim derideo accusamus cariosus strues celebrer.
COMP0009057,CUST00028190,TOWER00176,no_signal,critical,investigating,2025-10-17T05:57:17.445Z,Correptius correptius aetas caelestis casus auctus deduco damnatio synagoga.
COMP0009058,CUST00022431,TOWER00421,service_outage,low,closed,2026-01-28T04:10:58.761Z,Adeptio convoco utrum aggero.
COMP0009059,CUST00037680,TOWER00277,slow_data,high,open,2025-10-10T01:15:54.008Z,Maiores odit bellicus coniuratio summopere vomito vulnero uter.
COMP0009060,CUST00039201,TOWER00318,service_outage,medium,resolved,2025-12-15T22:36:39.073Z,Cornu atrox patruus adhuc corrupti quos amet in textilis cicuta.
COMP0009061,CUST00039594,TOWER00138,billing_issue,high,closed,2025-10-25T13:22:24.575Z,Deficio aspicio tam verto tempora.
COMP0009062,CUST00043810,TOWER00426,service_outage,high,closed,2025-10-21T05:16:26.070Z,Credo testimonium tunc comparo officiis turbo quasi consectetur conatus.
COMP0009063,CUST00047887,TOWER00062,dropped_call,low,open,2025-11-15T16:59:38.012Z,Soleo amo vomer.
COMP0009064,CUST00043281,TOWER00290,slow_data,medium,investigating,2025-11-10T02:06:21.062Z,Clarus maxime tempus.
COMP0009065,CUST00008441,TOWER00404,no_signal,medium,investigating,2025-12-25T01:34:13.684Z,Facere culpa nam patrocinor totus.
COMP0009066,CUST00016961,TOWER00160,poor_voice_quality,high,closed,2025-12-03T11:23:16.228Z,Demo cado asperiores adstringo adeptio avarus.
