record_id,tower_id,timestamp,temperature_c,humidity_percent,wind_speed_kmh,precipitation_mm,condition
WX004154,TOWER00134,2026-01-25T16:10:42.228Z,23.7,21,26.9,41.9,cloudy
WX004155,TOWER00384,2026-02-13T16:26:22.730Z,11.9,78,33.1,0.4,fog
WX004156,TOWER00225,2026-02-13T05:24:28.829Z,0.6,30,43.8,37.2,storm
WX004157,TOWER00270,2025-10-30T09:50:33.708Z,2.3,46,59.8,39.7,clear
WX004158,TOWER00318,2025-10-08T15:52:34.503Z,33.2,93,39.4,3.2,clear
WX004159,TOWER00418,2025-11-26T18:18:09.657Z,32.4,33,45.1,5.4,storm
WX004160,TOWER00303,2026-02-01T10:37:17.551Z,4.5,30,24.7,40.2,storm
WX004161,TOWER00449,2026-01-30T05:27:27.375Z,-0.4,33,57.4,12.7,storm
WX004162,TOWER00152,2025-12-17T04:55:17.930Z,0.2,56,23.3,13.3,storm
WX004163,TOWER00348,2026-01-13T18:52:17.146Z,38.3,36,31.1,36.8,storm
WX004164,TOWER00218,2025-12-05T23:24:36.285Z,31.6,70,29,0.2,clear
WX004165,TOWER00062,2025-12-23T23:54:07.313Z,21.8,38,46.6,21,storm
WX004166,TOWER00267,2025-10-29T16:02:03.206Z,19.1,71,19.1,15.3,rain
WX004167,TOWER00069,2025-10-19T10:34:08.669Z,2.2,22,14,25.3,clear
WX004168,TOWER00064,2025-10-10T06:34:15.781Z,16.6,32,32.6,35.1,clear
WX004169,TOWER00071,2025-10-18T15:00:36.291Z,6.8,72,57.5,31.6,cloudy
WX004170,TOWER00337,2025-11-30T21:59:02.395Z,36.6,92,55.9,35.3,snow
WX004171,TOWER00045,2026-01-04T14:54:13.918Z,22.1,47,4.8,48.7,clear
WX004172,TOWER00415,2025-10-24T16:15:42.593Z,2.7,77,25.1,26.4,storm
WX004173,TOWER00464,2025-12-04T08:09:08.733Z,39.5,59,52.4,16.9,fog
WX004174,TOWER00005,2026-01-18T23:58:35.214Z,8.2,66,11,43.8,rain
WX004175,TOWER00369,2025-11-03T06:09:54.422Z,15.2,81,39.4,42.8,storm
WX004176,TOWER00456,2025-11-08T09:39:09.414Z,4,86,56.1,44.6,storm
WX004177,TOWER00306,2025-11-23T11:28:21.891Z,4.7,41,5.4,41.2,fog
WX004178,TOWER00113,2025-12-19T03:53:34.905Z,27.9,58,33.1,13.6,fog
WX004179,TOWER00320,2025-10-18T02:32:41.674Z,-5.8,85,29.3,2.6,storm
WX004180,TOWER00223,2025-10-16T05:47:35.181Z,-5.2,97,20.3,41.2,clear
WX004181,TOWER00157,2026-01-22T16:42:31.944Z,3.2,25,28.3,28.3,fog
WX004182,TOWER00031,2026-01-12T09:57:32.627Z,23,84,36.7,18.9,clear
WX004183,TOWER00111,2025-10-02T00:23:07.584Z,5.9,33,38.2,21.4,storm
WX004184,TOWER00033,2025-10-10T13:52:05.126Z,39.2,73,42.1,47.7,snow
WX004185,TOWER00320,2025-11-07T23:57:20.772Z,4.5,46,39.7,40.9,clear
WX004186,TOWER00231,2025-10-18T11:12:42.285Z,25.6,68,40.3,10.8,cloudy
WX004187,TOWER00042,2026-01-24T03:14:06.051Z,16.6,70,3.2,3.9,fog
WX004188,TOWER00395,2026-01-05T01:46:31.513Z,-9.9,79,37.6,12.7,storm
WX004189,TOWER00447,2026-02-13T19:08:41.686Z,6.5,69,59.6,5.7,clear
WX004190,TOWER00147,2025-11-01T18:50:29.885Z,-2.9,36,58.2,20.9,snow
WX004191,TOWER00385,2026-01-04T10:35:48.619Z,30.2,34,54.9,3.6,rain
WX004192,TOWER00204,2025-11-02T16:33:14.297Z,39.2,49,27.6,26.9,cloudy
WX004193,TOWER00373,2025-12-31T01:42:50.622Z,6.6,80,31.8,42.2,storm
WX004194,TOWER00057,2025-12-17T00:32:00.471Z,36.3,73,34.3,26.4,clear
WX004195,TOWER00220,2026-01-24T12:14:16.970Z,15.8,81,8.1,42.6,fog
WX004196,TOWER00343,2026-01-10T05:11:44.466Z,37.7,39,55.2,35.6,storm
WX004197,TOWER00333,2026-01-02T17:31:51.262Z,-6.1,66,6,6.1,rain
WX004198,TOWER00100,2025-10-20T20:13:58.206Z,5.4,28,38.3,14.4,cloudy
WX004199,TOWER00086,2026-02-01T23:21:32.537Z,5.5,83,28.1,11.8,snow
WX004200,TOWER00356,2025-11-12T09:05:30.174Z,24.1,77,13.3,10.5,clear
WX004201,TOWER00468,2025-11-14T11:19:02.151Z,29,99,52.3,9.2,snow
WX004202,TOWER00355,2026-01-01T03:52:25.299Z,30.4,90,21.8,3.6,clear
WX004203,TOWER00383,2025-12-05T05:57:19.635Z,23,31,25.4,1.1,fog
WX004204,TOWER00443,2025-11-10T14:12:12.460Z,10.5,82,40,22.3,storm
WX004205,TOWER00266,2025-11-28T18:24:10.353Z,5,48,20.9,17.2,snow
WX004206,TOWER00453,2025-12-10T15:00:41.454Z,22,37,7.9,31.3,fog
WX004207,TOWER00217,2025-11-19T08:29:07.460Z,-7.8,72,44.5,42.3,fog
WX004208,TOWER00118,2025-11-03T18:52:17.111Z,-0.3,30,41.9,22.8,rain
WX004209,TOWER00109,2025-10-21T09:40:26.234Z,10.7,37,18.7,4.7,cloudy
WX004210,TOWER00322,2026-01-02T13:17:19.320Z,1.1,83,33.3,40.6,rain
WX004211,TOWER00173,2026-01-28T21:29:32.865Z,19.9,66,20.5,31.7,fog
WX004212,TOWER00078,2025-12-13T22:07:16.573Z,-5,42,35.8,3.6,clear
WX004213,TOWER00024,2025-11-30T02:24:38.256Z,27.4,91,45.5,39.7,snow
WX004214,TOWER00092,2026-02-03T21:29:23.504Z,2.2,29,34,18.1,rain
WX004215,TOWER00130,2026-01-22T20:16:07.820Z,11.7,59,17.1,3.9,clear
WX004216,TOWER00108,2026-01-13T02:22:00.797Z,23.5,80,30.8,24.5,cloudy
WX004217,TOWER00300,2026-01-06T20:40:54.738Z,14,86,52,19,storm
WX004218,TOWER00270,2025-12-28T10:33:42.142Z,38.8,22,32,6.5,snow
WX004219,TOWER00311,2025-10-03T02:51:42.906Z,-5.9,80,51.2,2.9,fog
WX004220,TOWER00202,2025-10-06T10:01:04.886Z,0,47,4.3,35.3,storm
WX004221,TOWER00201,2025-12-27T14:39:10.135Z,13.9,83,27.6,29.4,snow
WX004222,TOWER00318,2025-10-12T04:37:07.707Z,24.9,79,38.8,26,fog
WX004223,TOWER00186,2025-12-24T18:25:26.815Z,4.9,54,23.2,0,cloudy
WX004224,TOWER00449,2025-11-06T14:51:16.299Z,12,85,29.6,1.1,rain
WX004225,TOWER00474,2025-12-17T21:40:17.618Z,33.1,100,25.5,22.6,cloudy
WX004226,TOWER00335,2025-11-04T04:54:00.454Z,25.4,65,13.1,4.2,cloudy
WX004227,TOWER00096,2025-12-20T22:21:37.948Z,32.1,66,47,41.5,cloudy
WX004228,TOWER00180,2025-10-17T23:35:03.653Z,12,50,54,1.1,clear
WX004229,TOWER00402,2026-01-04T22:22:03.742Z,29.4,94,38.6,48.2,storm
WX004230,TOWER00293,2026-02-10T21:22:33.247Z,7.4,71,52.9,38.1,clear
WX004231,TOWER00028,2025-11-05T15:42:13.980Z,32.2,42,39.6,27.9,rain
WX004232,TOWER00030,2025-10-13T13:26:12.562Z,28.6,53,43,30.1,fog
WX004233,TOWER00122,2025-12-09T07:02:59.929Z,3.5,90,31.8,9.3,snow
WX004234,TOWER00434,2025-12-04T10:49:43.470Z,32.6,80,52.8,15.9,rain
WX004235,TOWER00318,2025-12-30T04:56:53.091Z,16.1,67,41.1,29.9,storm
WX004236,TOWER00324,2025-11-15T15:28:50.146Z,3.2,67,41.8,48.7,clear
WX004237,TOWER00337,2025-10-25T06:46:05.625Z,28.4,86,18.6,18.2,fog
WX004238,TOWER00232,2026-01-03T01:52:42.632Z,28.2,94,57.4,38.6,fog
WX004239,TOWER00067,2026-01-24T23:01:46.752Z,31.6,62,24.9,12.9,snow
WX004240,TOWER00078,2025-11-16T23:07:32.648Z,-2.6,51,27,6.7,clear
WX004241,TOWER00120,2026-02-04T05:50:50.509Z,31.7,84,10.3,1.4,clear
WX004242,TOWER00361,2026-01-30T07:44:57.736Z,14.9,91,34.9,0.7,storm
WX004243,TOWER00323,2026-01-30T16:52:29.313Z,33.3,65,45.6,33.4,fog
WX004244,TOWER00119,2025-12-11T07:46:06.758Z,17.4,64,13.3,5.7,clear
WX004245,TOWER00479,2025-10-03T23:54:01.935Z,39.6,39,40.2,45.5,snow
WX004246,TOWER00123,2025-11-12T17:24:47.265Z,22.9,49,26,0,snow
WX004247,TOWER00197,2025-10-22T17:40:57.506Z,36.3,67,59.3,37.7,rain
WX004248,TOWER00068,2025-10-24T21:39:24.885Z,3,47,35.2,14,clear
WX004249,TOWER00193,2026-01-12T07:04:59.331Z,38.9,29,4.7,9.9,snow
WX004250,TOWER00009,2026-01-17T10:30:59.912Z,2.5,67,7.6,49.2,clear
WX004251,TOWER00236,2025-10-21T05:36:15.109Z,-0.6,24,4.4,38,rain
WX004252,TOWER00138,2025-11-09T15:52:09.090Z,12.4,67,50.4,11.7,storm
WX004253,TOWER00292,2025-11-29T16:49:34.958Z,-5.5,28,19.4,45.5,storm
WX004254,TOWER00428,2025-11-19T12:19:05.868Z,7.1,37,53.2,36.9,snow
WX004255,TOWER00272,2026-01-12T02:23:08.075Z,-4.2,97,50.5,10,snow
WX004256,TOWER00345,2025-11-07T01:19:55.307Z,4.5,81,34.2,10.3,snow
WX004257,TOWER00454,2025-10-05T22:51:16.855Z,37.9,95,9.1,18.8,cloudy
WX004258,TOWER00496,2025-12-31T14:50:16.685Z,36.9,43,16.5,9.3,clear
WX004259,TOWER00100,2026-01-29T12:41:32.018Z,-9,75,11.4,44.2,clear
WX004260,TOWER00177,2026-01-10T02:46:32.702Z,15.6,41,44,2.9,clear
WX004261,TOWER00456,2025-10-31T21:22:41.749Z,12,76,60,33.9,snow
WX004262,TOWER00083,2025-10-09T02:13:38.776Z,2.2,64,19.3,45.5,storm
WX004263,TOWER00432,2025-10-08T01:09:42.689Z,-4.9,89,44.4,42.3,snow
WX004264,TOWER00351,2025-10-31T20:14:57.681Z,6.8,93,30.5,26.7,rain
WX004265,TOWER00254,2026-01-22T14:09:37.303Z,25.7,36,57,3.9,fog
WX004266,TOWER00115,2025-11-24T14:05:16.078Z,-7.7,78,24.8,10.4,fog
WX004267,TOWER00278,2025-11-05T22:34:01.447Z,-7,64,4.9,2.6,storm
WX004268,TOWER00435,2025-10-24T14:27:13.532Z,19.6,66,57.3,21.5,storm
WX004269,TOWER00422,2026-02-08T11:14:29.976Z,40,20,5.1,42.7,storm
WX004270,TOWER00105,2026-02-11T22:35:54.475Z,30.2,78,10.7,43.1,rain
WX004271,TOWER00396,2025-10-01T21:31:57.845Z,10,78,37.5,32.6,snow
WX004272,TOWER00094,2025-12-09T05:48:15.095Z,-5,63,52.3,5.2,snow
WX004273,TOWER00030,2025-10-04T04:29:03.014Z,-5.1,45,30,46.7,rain
WX004274,TOWER00048,2025-10-15T02:48:11.320Z,39,83,56.7,41.1,fog
WX004275,TOWER00414,2025-12-30T15:08:29.585Z,10.3,69,41.7,26.2,rain
WX004276,TOWER00149,2026-02-13T21:49:44.190Z,18.5,59,15.1,38.6,snow
WX004277,TOWER00495,2025-12-11T15:05:45.472Z,-1.7,91,37.2,32.2,snow
WX004278,TOWER00221,2026-01-01T01:47:14.443Z,18.1,43,49.3,20.3,fog
WX004279,TOWER00294,2025-11-13T04:19:47.539Z,5.1,67,31,16.5,rain
WX004280,TOWER00427,2025-10-22T11:11:33.860Z,30.2,21,58.3,31.3,snow
WX004281,TOWER00234,2025-12-25T20:03:16.769Z,34.8,76,7.7,5.9,cloudy
WX004282,TOWER00087,2026-02-02T09:27:48.089Z,32.8,61,37.4,36.5,clear
WX004283,TOWER00083,2025-11-08T05:28:24.707Z,38.7,78,58.4,26.4,storm
WX004284,TOWER00054,2026-01-22T22:41:11.334Z,17.5,33,20.9,10.5,clear
WX004285,TOWER00039,2025-10-30T01:15:51.931Z,-3.5,81,12.3,46.2,snow
WX004286,TOWER00301,2025-12-10T07:10:39.704Z,8.9,82,0.8,42,snow
WX004287,TOWER00218,2025-10-23T20:41:43.624Z,-8.6,76,52.5,32,clear
WX004288,TOWER00413,2026-01-26T19:57:50.423Z,-9.7,46,47.7,29.3,snow
WX004289,TOWER00254,2025-12-31T21:28:32.166Z,-5.1,78,10.6,20.5,cloudy
WX004290,TOWER00067,2025-12-08T16:57:29.820Z,34.6,51,47.2,39.9,clear
WX004291,TOWER00038,2025-12-18T03:20:48.913Z,15.5,90,37.1,11.8,fog
WX004292,TOWER00355,2026-01-28T10:44:56.359Z,-6.7,96,20.2,23.1,snow
WX004293,TOWER00223,2025-12-22T12:43:54.196Z,21.3,60,22.6,20.6,storm
WX004294,TOWER00108,2026-02-05T08:04:44.433Z,1.3,48,44.2,41.9,snow
WX004295,TOWER00048,2025-10-13T21:53:39.998Z,0.9,49,6.2,26.4,rain
WX004296,TOWER00495,2025-10-24T22:22:42.009Z,-2.2,38,46.4,32.8,fog
WX004297,TOWER00190,2025-12-09T20:51:28.460Z,30.9,46,8.5,40.7,cloudy
WX004298,TOWER00368,2025-10-04T17:26:52.494Z,35.7,63,9.9,18.1,clear
WX004299,TOWER00090,2025-10-25T07:30:40.771Z,6.2,87,12.9,13.3,rain
WX004300,TOWER00355,2025-11-01T05:32:35.012Z,37.2,91,34.2,14.1,clear
WX004301,TOWER00480,2025-11-04T19:11:52.159Z,33.4,99,14.2,21.3,storm
WX004302,TOWER00331,2026-01-31T21:01:35.209Z,27.5,59,8,45.3,clear
WX004303,TOWER00368,2025-11-18T20:42:43.984Z,9,69,35.4,29.3,snow
WX004304,TOWER00147,2025-10-27T20:33:34.080Z,23.5,27,27.8,35.6,cloudy
WX004305,TOWER00424,2025-10-19T21:43:25.569Z,35.9,49,50.2,18.2,rain
WX004306,TOWER00134,2026-01-22T13:05:47.544Z,-1.3,26,0.2,12.3,cloudy
WX004307,TOWER00334,2025-12-04T20:12:28.112Z,8.2,60,26.3,1.4,rain
WX004308,TOWER00180,2025-11-29T06:51:58.267Z,21.4,79,38.9,47.9,storm
WX004309,TOWER00185,2025-12-26T09:38:22.387Z,13.9,83,54.8,22.2,rain
WX004310,TOWER00087,2025-11-01T09:50:18.622Z,-4.2,56,12.1,48.4,storm
WX004311,TOWER00169,2026-01-27T00:28:13.083Z,33.3,39,23.1,15.2,snow
WX004312,TOWER00294,2025-12-26T17:00:14.098Z,5.5,96,33.2,1.6,clear
WX004313,TOWER00310,2025-12-25T08:29:08.074Z,21.3,84,59.6,43,cloudy
WX004314,TOWER00490,2025-12-17T11:26:05.596Z,25.9,58,59.1,46.1,cloudy
WX004315,TOWER00309,2026-02-05T01:02:39.110Z,38.9,60,11.1,18.2,storm
WX004316,TOWER00382,2025-11-11T19:36:36.389Z,16.3,89,42.3,3.4,cloudy
WX004317,TOWER00051,2026-02-12T15:49:33.514Z,38.6,77,43.1,25.9,clear
WX004318,TOWER00312,2025-11-10T13:29:54.500Z,6,53,46.1,29,cloudy
WX004319,TOWER00380,2026-01-02T06:42:56.466Z,-4.5,38,9.3,46.2,storm
WX004320,TOWER00317,2026-02-12T14:57:10.766Z,25.5,29,14.6,8.5,snow
WX004321,TOWER00283,2026-01-27T21:53:44.633Z,7.4,62,38.2,18.8,cloudy
WX004322,TOWER00290,2025-10-25T11:30:51.003Z,31.1,90,58.1,36.4,snow
WX004323,TOWER00054,2026-02-14T22:10:14.667Z,11.7,90,34.4,13.1,rain
WX004324,TOWER00288,2026-01-12T03:16:10.179Z,-8.2,84,24.2,32.9,cloudy
WX004325,TOWER00399,2025-12-30T04:09:44.306Z,14,23,59.9,46.7,snow
WX004326,TOWER00440,2025-12-26T23:03:18.730Z,20.2,69,48.7,28,clear
WX004327,TOWER00254,2025-10-27T00:44:39.075Z,26.6,21,19.7,30.2,rain
WX004328,TOWER00006,2025-11-04T12:45:34.829Z,1.1,66,20.1,42.1,clear
WX004329,TOWER00051,2025-11-15T08:23:48.997Z,25.2,52,17.1,36.6,fog
WX004330,TOWER00464,2026-01-10T23:21:26.859Z,7,26,48.7,34.2,fog
WX004331,TOWER00253,2026-01-10T06:13:58.750Z,7.6,82,50.8,2.4,clear
WX004332,TOWER00323,2025-12-28T17:15:21.341Z,22.5,64,11.2,35.9,rain
WX004333,TOWER00343,2025-11-15T06:50:27.322Z,10.9,22,1.4,42.4,rain
WX004334,TOWER00368,2025-11-14T02:37:20.198Z,5.7,22,51.8,13.5,clear
WX004335,TOWER00132,2025-12-12T13:46:24.528Z,34.4,49,40.4,12.4,fog
WX004336,TOWER00499,2025-10-02T16:45:41.184Z,19.4,87,3.2,3.9,storm
WX004337,TOWER00472,2025-12-08T00:54:56.708Z,9.7,52,20.1,28.5,clear
WX004338,TOWER00162,2025-10-03T19:07:46.673Z,32.7,24,39.1,43.2,rain
WX004339,TOWER00077,2026-02-12T17:10:53.171Z,11.8,58,56.2,11.5,snow
WX004340,TOWER00076,2025-11-20T17:11:48.495Z,18,89,23.7,47.9,fog
WX004341,TOWER00448,2026-02-03T02:06:08.743Z,32.8,32,1.5,47.2,rain
WX004342,TOWER00354,2026-01-19T06:56:45.033Z,-9.9,33,51.3,21.9,clear
WX004343,TOWER00481,2025-11-09T17:46:15.230Z,25.8,32,51,11.7,cloudy
WX004344,TOWER00499,2025-11-07T01:16:15.052Z,19.3,31,46.5,0.2,snow
WX004345,TOWER00044,2026-01-01T21:48:33.761Z,5.6,45,54.2,14.1,rain
WX004346,TOWER00303,2025-11-13T23:42:00.900Z,11.3,54,40.1,30.9,snow
WX004347,TOWER00186,2026-01-07T17:46:41.053Z,35.7,43,5.2,24.4,storm
WX004348,TOWER00256,2025-12-05T11:14:35.006Z,7.1,78,23.3,8.2,clear
WX004349,TOWER00493,2026-01-07T02:16:27.453Z,9.3,72,55.7,8.8,cloudy
WX004350,TOWER00052,2026-01-07T00:15:13.483Z,19,92,56.4,31.1,storm
WX004351,TOWER00147,2025-12-25T05:26:50.607Z,-4.4,37,34.8,10.5,cloudy
WX004352,TOWER00040,2026-01-22T09:04:00.772Z,30.9,84,37.5,17.2,clear
WX004353,TOWER00289,2026-01-26T21:55:15.977Z,-5.4,39,21.6,43.3,storm
WX004354,TOWER00006,2025-12-13T14:55:40.517Z,-4.3,50,0.1,46.4,rain
WX004355,TOWER00263,2025-12-15T10:25:10.395Z,27.2,89,23.8,19.1,cloudy
WX004356,TOWER00407,2026-01-01T19:34:53.344Z,32.6,27,41,37.5,cloudy
WX004357,TOWER00353,2025-11-12T09:43:33.093Z,17.8,65,27,6.7,storm
WX004358,TOWER00426,2025-12-07T06:43:05.082Z,39.3,51,34.9,9.3,snow
WX004359,TOWER00396,2025-12-24T14:53:33.920Z,-4.5,25,59.5,38.1,fog
WX004360,TOWER00246,2026-01-04T05:58:43.360Z,11.4,80,28.4,48.7,clear
WX004361,TOWER00386,2025-11-09T12:50:15.629Z,33.1,66,59.1,37.9,clear
WX004362,TOWER00385,2025-10-01T23:32:40.719Z,-7.1,72,41.3,24.2,snow
WX004363,TOWER00184,2025-11-18T18:07:32.529Z,-3.6,54,40.1,13,storm
WX004364,TOWER00465,2025-10-11T04:33:47.710Z,0,27,51.7,47.7,snow
WX004365,TOWER00417,2025-10-02T05:33:02.782Z,33.7,97,23.1,33.6,fog
WX004366,TOWER00146,2026-01-17T03:02:41.935Z,23.6,76,58,5.4,clear
WX004367,TOWER00269,2025-12-03T12:51:32.080Z,19.3,87,0.3,29.4,clear
WX004368,TOWER00330,2025-11-27T07:01:12.119Z,12.4,92,17.8,45.9,storm
WX004369,TOWER00383,2025-11-12T02:08:13.476Z,37.7,65,54.7,5.7,cloudy
WX004370,TOWER00321,2025-10-22T10:22:25.066Z,32.8,44,33.6,36,storm
WX004371,TOWER00389,2026-01-03T07:01:14.276Z,39.8,95,42.2,11.6,storm
WX004372,TOWER00220,2026-01-30T03:06:29.570Z,12.6,44,24.3,46,rain
WX004373,TOWER00088,2025-12-28T15:51:51.128Z,32.6,59,15.5,10.7,cloudy
WX004374,TOWER00486,2025-11-19T01:47:21.556Z,15,40,52.6,41,cloudy
WX004375,TOWER00037,2025-10-31T11:08:45.250Z,11,25,20.4,30.7,clear
WX004376,TOWER00470,2025-12-13T00:54:05.006Z,-6.5,44,14.5,25.4,snow
WX004377,TOWER00016,2025-10-18T01:31:59.382Z,25,98,22.6,10.8,fog
WX004378,TOWER00376,2025-11-03T14:30:33.157Z,23.5,92,48.8,12.4,rain
WX004379,TOWER00422,2026-01-28T22:20:49.455Z,34.8,61,23.5,41.3,cloudy
WX004380,TOWER00090,2025-10-03T13:59:39.544Z,24.8,26,23.8,20.9,fog
WX004381,TOWER00403,2026-01-09T16:49:50.504Z,32.6,44,42,4.5,cloudy
WX004382,TOWER00124,2026-01-17T13:07:25.263Z,1.9,26,23.4,9.1,storm
WX004383,TOWER00047,2025-12-31T08:35:17.328Z,-1.8,26,18.9,41.7,storm
WX004384,TOWER00014,2025-12-20T21:22:07.611Z,-1.8,82,5.9,26,rain
WX004385,TOWER00382,2026-01-23T13:16:03.378Z,6.9,37,27,11.2,clear
WX004386,TOWER00057,2025-10-21T23:23:30.572Z,37.6,46,19.7,12.6,fog
WX004387,TOWER00415,2025-12-25T21:35:47.120Z,36.9,55,42,29.9,rain
WX004388,TOWER00094,2025-12-22T08:11:41.610Z,32.3,98,38.4,22,clear
WX004389,TOWER00200,2026-02-06T06:34:25.220Z,-2.7,72,32.9,4.8,clear
WX004390,TOWER00009,2025-12-08T08:03:37.525Z,23.8,54,42.6,28.6,snow
WX004391,TOWER00160,2025-11-05T10:07:03.297Z,4.5,29,32.4,43.5,clear
WX004392,TOWER00073,2026-01-17T15:22:14.168Z,-3.9,29,40.2,6.1,cloudy
WX004393,TOWER00005,2025-12-31T15:28:01.755Z,27.8,58,53,45.8,rain
WX004394,TOWER00386,2025-10-19T03:37:17.289Z,22.8,75,3.7,43.8,snow
WX004395,TOWER00479,2025-10-21T07:35:42.574Z,-4.6,100,57.6,24.6,storm
WX004396,TOWER00254,2026-01-08T14:33:33.589Z,38.8,88,23,46.9,fog
WX004397,TOWER00020,2025-12-13T05:24:09.820Z,15,70,12.5,8,rain
WX004398,TOWER00038,2025-12-14T00:53:35.497Z,-1.1,90,27,23.7,fog
WX004399,TOWER00204,2026-01-12T16:54:07.697Z,34,82,3,40.2,snow
WX004400,TOWER00082,2026-02-03T09:57:42.306Z,15.4,62,14.9,8.7,fog
WX004401,TOWER00307,2025-11-09T04:09:24.942Z,16.4,54,37.9,28,storm
WX004402,TOWER00079,2025-10-03T17:55:12.401Z,0.4,53,43.5,49,cloudy
WX004403,TOWER00303,2025-11-26T09:53:25.313Z,-9.1,63,35.1,35.2,fog
WX004404,TOWER00047,2025-12-10T19:50:20.390Z,7,77,37.3,31.1,rain
WX004405,TOWER00164,2025-10-14T20:30:20.348Z,24.1,32,13.5,0.8,snow
WX004406,TOWER00162,2026-01-29T06:55:22.998Z,1.6,94,29.8,46.2,cloudy
WX004407,TOWER00030,2026-01-13T03:58:33.529Z,-2.3,36,59.6,23.4,storm
WX004408,TOWER00302,2026-02-04T19:44:06.238Z,32.6,90,40,35.2,snow
WX004409,TOWER00127,2025-10-01T20:50:33.193Z,22.2,39,7.6,15.9,clear
WX004410,TOWER00311,2026-02-09T22:47:34.913Z,24.5,54,30.7,21.2,cloudy
WX004411,TOWER00268,2025-12-16T04:36:04.941Z,21.7,91,13.5,19.9,fog
WX004412,TOWER00454,2026-01-11T00:03:14.233Z,38.9,22,31.5,37.2,storm
WX004413,TOWER00206,2026-02-10T00:32:46.098Z,21.4,59,6.1,47.5,storm
WX004414,TOWER00272,2025-12-08T21:40:44.326Z,-2.7,99,45.4,37.7,fog
WX004415,TOWER00046,2026-02-03T17:41:57.943Z,-2.5,99,43.8,27.9,fog
WX004416,TOWER00210,2025-11-06T04:36:10.616Z,9.3,69,38.5,18.4,cloudy
WX004417,TOWER00062,2025-12-10T11:04:40.824Z,13,55,18.3,48.8,cloudy
WX004418,TOWER00340,2025-10-27T14:57:58.858Z,5.3,32,6,40,fog
WX004419,TOWER00013,2025-12-02T15:30:36.109Z,18.9,84,48.6,4.4,fog
WX004420,TOWER00028,2025-12-03T05:25:53.196Z,31,46,21.8,43.5,rain
WX004421,TOWER00310,2026-02-10T12:33:02.780Z,12.6,78,16.6,43.5,snow
WX004422,TOWER00395,2026-01-17T14:36:58.353Z,35.4,65,21.6,18.3,rain
WX004423,TOWER00349,2026-01-06T10:16:16.958Z,25.5,72,35.6,15,clear
WX004424,TOWER00412,2025-12-08T05:33:43.416Z,17.2,55,58.6,22.9,storm
WX004425,TOWER00186,2026-01-05T07:31:09.436Z,26.1,99,38.5,20.9,cloudy
WX004426,TOWER00263,2026-02-03T00:57:50.816Z,25.5,85,16.9,34,cloudy
WX004427,TOWER00205,2025-11-25T10:03:36.033Z,-9.6,27,22.6,29.4,storm
WX004428,TOWER00120,2025-12-02T09:43:20.733Z,6.6,77,40.8,0.9,fog
WX004429,TOWER00383,2025-11-21T06:22:58.799Z,-3.4,24,9.5,47.9,cloudy
WX004430,TOWER00277,2025-10-09T16:09:17.413Z,0.3,39,39.9,6,snow
WX004431,TOWER00088,2026-02-05T20:31:18.379Z,13.6,65,43.4,40.8,snow
WX004432,TOWER00342,2026-01-07T01:13:38.281Z,30.8,60,16.9,31.9,snow
WX004433,TOWER00283,2026-01-08T19:38:09.797Z,2.2,65,46.1,17.9,fog
WX004434,TOWER00201,2025-11-13T07:23:00.925Z,31.6,68,18.4,1.1,rain
WX004435,TOWER00213,2025-12-07T09:48:29.805Z,0.6,74,54.5,49.3,clear
WX004436,TOWER00028,2025-11-24T08:50:38.593Z,23.1,59,14.5,8.8,storm
WX004437,TOWER00269,2025-12-25T17:23:03.061Z,10.7,31,58.8,2.8,fog
WX004438,TOWER00275,2025-10-09T22:27:06.883Z,33.7,65,6.6,21,rain
WX004439,TOWER00150,2025-10-01T22:30:35.131Z,-7.1,75,45.6,11,storm
WX004440,TOWER00269,2025-10-25T17:31:48.203Z,11.6,86,35.7,49.6,snow
WX004441,TOWER00225,2025-12-24T14:44:02.471Z,13.5,96,55.1,33.2,cloudy
WX004442,TOWER00449,2025-11-09T00:07:35.875Z,28.5,59,38.1,4.1,fog
WX004443,TOWER00048,2025-12-07T19:39:24.103Z,30.3,27,33.8,41.6,fog
WX004444,TOWER00031,2025-11-26T21:59:48.916Z,19.5,62,9.2,31.7,rain
WX004445,TOWER00437,2025-11-14T06:59:31.554Z,2.1,68,4.3,10.8,storm
WX004446,TOWER00178,2025-11-14T13:44:11.811Z,8.2,43,9.1,22.6,storm
WX004447,TOWER00370,2025-12-07T20:31:40.656Z,16.9,74,4.7,41.7,clear
WX004448,TOWER00373,2025-10-05T19:54:25.135Z,5.7,54,41.2,49.1,clear
WX004449,TOWER00051,2025-11-03T17:24:35.854Z,25.1,70,36.3,8.2,rain
WX004450,TOWER00108,2025-11-14T19:54:13.341Z,36,69,36.8,39,rain
WX004451,TOWER00366,2026-01-08T19:24:51.067Z,3.4,62,45.7,28,cloudy
WX004452,TOWER00375,2025-11-07T14:56:12.847Z,23.4,66,1.2,1.2,snow
WX004453,TOWER00360,2025-10-12T08:38:08.461Z,-5.7,74,53.8,27.8,rain
WX004454,TOWER00377,2025-11-23T03:32:56.094Z,26.2,64,57.8,31.6,clear
WX004455,TOWER00303,2026-01-05T02:49:11.284Z,37.8,92,2.9,39.5,rain
WX004456,TOWER00336,2025-12-29T11:58:17.623Z,39.2,75,3.4,21.9,clear
WX004457,TOWER00298,2026-01-30T20:54:27.745Z,20.4,63,7.5,44.8,snow
