log_id,field_id,start_time,duration_minutes,water_used_liters,method,trigger_type
IRR003704,FIELD0016,2025-09-27T08:05:43.918Z,471,32464,drip,manual
IRR003705,FIELD0015,2025-05-01T07:43:27.389Z,257,33785,drip,scheduled
IRR003706,FIELD0196,2026-01-30T19:27:07.275Z,285,12291,drip,scheduled
IRR003707,FIELD0159,2025-11-18T23:02:01.246Z,444,20860,drip,scheduled
IRR003708,FIELD0077,2025-12-20T02:58:42.858Z,325,36279,sprinkler,scheduled
IRR003709,FIELD0158,2025-11-14T18:12:29.047Z,308,24158,flood,scheduled
IRR003710,FIELD0099,2025-05-01T18:39:38.609Z,122,9250,sprinkler,manual
IRR003711,FIELD0018,2025-10-13T21:13:06.387Z,369,48658,center_pivot,manual
IRR003712,FIELD0122,2025-05-15T12:09:56.079Z,46,40048,drip,manual
IRR003713,FIELD0105,2025-09-19T03:54:42.773Z,367,32197,sprinkler,scheduled
IRR003714,FIELD0069,2025-09-09T05:57:15.765Z,118,18863,drip,scheduled
IRR003715,FIELD0035,2025-12-15T04:34:08.614Z,93,43590,drip,manual
IRR003716,FIELD0123,2025-08-03T03:55:14.636Z,478,25727,drip,scheduled
IRR003717,FIELD0127,2025-08-23T15:38:51.085Z,365,33679,center_pivot,manual
IRR003718,FIELD0113,2025-12-17T12:17:46.394Z,37,25104,sprinkler,manual
IRR003719,FIELD0020,2026-01-18T23:11:03.642Z,231,39524,flood,scheduled
IRR003720,FIELD0074,2025-12-04T00:17:51.821Z,72,25618,flood,manual
IRR003721,FIELD0170,2025-09-08T15:15:38.291Z,299,39909,sprinkler,manual
IRR003722,FIELD0038,2025-05-08T01:47:28.578Z,430,13993,drip,scheduled
IRR003723,FIELD0155,2025-05-10T21:10:50.316Z,205,22603,drip,scheduled
IRR003724,FIELD0085,2025-11-01T02:04:55.071Z,362,18906,drip,manual
IRR003725,FIELD0177,2025-10-06T13:50:37.065Z,232,37934,sprinkler,manual
IRR003726,FIELD0044,2025-09-04T01:29:15.356Z,233,42124,drip,manual
IRR003727,FIELD0001,2025-04-26T10:47:22.141Z,174,18826,sprinkler,manual
IRR003728,FIELD0122,2025-08-28T11:03:46.059Z,45,24092,center_pivot,scheduled
IRR003729,FIELD0160,2025-08-29T23:32:04.713Z,468,32935,center_pivot,scheduled
IRR003730,FIELD0158,2025-06-24T18:24:46.117Z,273,42215,flood,scheduled
IRR003731,FIELD0163,2025-08-10T19:26:11.666Z,346,21314,flood,scheduled
IRR003732,FIELD0141,2025-10-13T10:20:55.895Z,163,28830,sprinkler,manual
IRR003733,FIELD0100,2025-04-30T03:12:39.652Z,227,25964,sprinkler,manual
IRR003734,FIELD0113,2025-05-13T17:58:04.843Z,35,31521,sprinkler,scheduled
IRR003735,FIELD0009,2025-09-30T12:10:34.968Z,398,11442,center_pivot,scheduled
IRR003736,FIELD0090,2025-04-16T21:18:44.351Z,463,15366,flood,scheduled
IRR003737,FIELD0055,2025-06-18T22:28:39.023Z,252,3938,sprinkler,manual
IRR003738,FIELD0066,2025-10-18T02:57:44.130Z,254,4617,flood,scheduled
IRR003739,FIELD0104,2025-04-14T12:51:58.531Z,337,1657,drip,manual
IRR003740,FIELD0069,2025-04-02T13:51:14.425Z,331,23546,drip,manual
IRR003741,FIELD0158,2025-04-09T15:39:58.928Z,297,47375,flood,manual
IRR003742,FIELD0070,2025-10-10T04:47:16.951Z,98,42516,drip,manual
IRR003743,FIELD0066,2025-08-13T07:56:52.862Z,211,27815,flood,manual
IRR003744,FIELD0064,2025-09-23T12:20:03.977Z,462,21472,flood,manual
IRR003745,FIELD0199,2025-10-15T12:09:15.270Z,181,49868,sprinkler,manual
IRR003746,FIELD0185,2025-09-12T01:30:44.715Z,32,14799,center_pivot,scheduled
IRR003747,FIELD0179,2025-06-17T21:32:46.784Z,236,12852,drip,manual
IRR003748,FIELD0108,2025-12-21T02:21:32.973Z,477,23777,sprinkler,manual
IRR003749,FIELD0036,2025-04-11T14:34:36.952Z,209,2399,flood,scheduled
IRR003750,FIELD0115,2026-01-28T14:33:55.637Z,470,47458,drip,manual
IRR003751,FIELD0029,2025-08-22T19:15:00.670Z,233,40688,drip,scheduled
IRR003752,FIELD0038,2025-04-19T14:11:30.913Z,325,39508,center_pivot,scheduled
IRR003753,FIELD0119,2025-06-07T23:25:37.083Z,132,18260,drip,scheduled
IRR003754,FIELD0095,2026-01-21T19:30:44.918Z,468,27022,center_pivot,manual
IRR003755,FIELD0109,2025-04-15T19:30:36.310Z,264,5945,drip,manual
IRR003756,FIELD0043,2026-02-04T14:20:38.375Z,270,3559,flood,manual
IRR003757,FIELD0117,2025-06-18T20:28:31.328Z,204,30156,sprinkler,manual
IRR003758,FIELD0109,2025-10-11T13:48:06.070Z,330,34174,flood,manual
IRR003759,FIELD0027,2025-06-09T04:54:02.853Z,449,36047,flood,manual
IRR003760,FIELD0079,2025-04-03T19:16:57.838Z,181,9137,center_pivot,manual
IRR003761,FIELD0123,2025-04-09T12:02:47.437Z,187,7763,center_pivot,manual
IRR003762,FIELD0054,2026-01-03T14:32:32.232Z,328,18337,center_pivot,manual
IRR003763,FIELD0157,2025-04-10T14:13:32.569Z,161,45101,sprinkler,manual
IRR003764,FIELD0022,2025-08-05T11:54:40.747Z,107,28924,center_pivot,scheduled
IRR003765,FIELD0007,2025-07-03T07:02:31.909Z,166,24010,drip,manual
IRR003766,FIELD0075,2026-02-11T17:48:13.438Z,83,47504,flood,manual
IRR003767,FIELD0017,2025-06-23T02:58:30.878Z,209,31515,drip,scheduled
IRR003768,FIELD0097,2026-01-26T13:08:07.277Z,294,33038,flood,scheduled
IRR003769,FIELD0066,2025-08-24T14:07:08.605Z,49,43924,drip,manual
IRR003770,FIELD0089,2025-10-08T21:08:25.960Z,60,45759,drip,manual
IRR003771,FIELD0131,2025-11-22T00:22:22.471Z,353,27136,flood,manual
IRR003772,FIELD0200,2025-04-04T12:43:49.302Z,108,40319,drip,manual
IRR003773,FIELD0069,2025-11-18T20:54:14.029Z,182,2249,sprinkler,scheduled
IRR003774,FIELD0199,2025-08-15T09:58:46.736Z,121,25103,flood,scheduled
IRR003775,FIELD0043,2025-06-21T11:58:14.477Z,374,19829,flood,manual
IRR003776,FIELD0042,2025-12-02T11:23:04.193Z,64,35255,center_pivot,scheduled
IRR003777,FIELD0067,2025-07-07T06:16:20.146Z,399,46943,flood,manual
IRR003778,FIELD0046,2026-01-04T12:24:19.891Z,225,7672,drip,manual
IRR003779,FIELD0085,2025-11-06T23:27:02.211Z,261,40870,drip,manual
IRR003780,FIELD0105,2025-09-04T22:10:51.576Z,419,36811,drip,scheduled
IRR003781,FIELD0065,2025-06-10T18:01:52.448Z,339,16868,center_pivot,manual
IRR003782,FIELD0161,2025-09-16T14:22:01.101Z,32,42974,sprinkler,manual
IRR003783,FIELD0125,2026-02-06T00:01:41.764Z,241,45194,center_pivot,scheduled
IRR003784,FIELD0097,2026-01-29T07:20:21.072Z,330,16213,drip,scheduled
IRR003785,FIELD0082,2025-12-21T11:22:05.999Z,198,28447,flood,scheduled
IRR003786,FIELD0026,2025-10-19T00:16:02.757Z,167,12517,center_pivot,manual
IRR003787,FIELD0078,2025-05-05T22:56:37.880Z,430,39495,center_pivot,manual
IRR003788,FIELD0141,2025-06-03T08:05:17.078Z,241,11487,drip,scheduled
IRR003789,FIELD0003,2025-08-25T17:43:28.462Z,339,34683,sprinkler,scheduled
IRR003790,FIELD0053,2025-12-18T00:08:28.194Z,366,45469,flood,manual
IRR003791,FIELD0200,2025-11-10T08:21:54.261Z,199,30210,drip,manual
IRR003792,FIELD0111,2025-07-17T14:17:40.196Z,64,1607,drip,manual
IRR003793,FIELD0136,2025-11-24T08:21:16.883Z,34,11771,flood,scheduled
IRR003794,FIELD0132,2025-12-26T17:31:25.589Z,222,16449,drip,manual
IRR003795,FIELD0011,2026-01-02T03:05:37.876Z,71,41735,flood,scheduled
IRR003796,FIELD0007,2025-06-16T05:03:02.872Z,246,11788,flood,scheduled
IRR003797,FIELD0041,2025-09-11T01:24:29.699Z,293,20089,flood,scheduled
IRR003798,FIELD0157,2025-07-24T20:01:22.274Z,79,28735,sprinkler,scheduled
IRR003799,FIELD0039,2026-01-30T07:50:47.719Z,88,8047,flood,scheduled
IRR003800,FIELD0112,2026-01-14T08:44:16.400Z,130,20862,sprinkler,manual
IRR003801,FIELD0068,2025-08-06T03:48:59.412Z,344,17889,center_pivot,scheduled
IRR003802,FIELD0198,2025-04-16T10:10:42.348Z,230,2412,drip,scheduled
IRR003803,FIELD0184,2025-06-17T00:54:47.755Z,77,18755,center_pivot,scheduled
IRR003804,FIELD0048,2025-05-20T17:43:43.382Z,363,36064,drip,manual
IRR003805,FIELD0176,2025-08-20T15:31:41.795Z,72,39341,drip,scheduled
IRR003806,FIELD0075,2025-04-27T02:19:14.640Z,345,6176,flood,manual
IRR003807,FIELD0037,2025-06-24T13:31:05.749Z,104,5918,center_pivot,scheduled
IRR003808,FIELD0035,2025-10-15T05:35:47.798Z,270,4629,sprinkler,manual
IRR003809,FIELD0100,2025-05-19T10:24:17.134Z,108,22867,sprinkler,scheduled
IRR003810,FIELD0017,2025-09-14T04:18:16.814Z,420,2997,flood,scheduled
IRR003811,FIELD0038,2025-06-05T14:14:46.113Z,227,39527,drip,scheduled
IRR003812,FIELD0030,2025-08-01T20:52:16.673Z,82,46974,drip,manual
IRR003813,FIELD0116,2025-05-23T15:03:03.532Z,257,17806,drip,manual
IRR003814,FIELD0022,2025-08-14T06:57:58.960Z,51,43233,drip,scheduled
IRR003815,FIELD0182,2026-02-05T13:56:25.800Z,48,30087,flood,scheduled
IRR003816,FIELD0103,2025-06-16T23:14:17.362Z,187,34209,drip,scheduled
IRR003817,FIELD0027,2025-06-04T22:59:24.496Z,276,41647,drip,manual
IRR003818,FIELD0132,2025-07-24T11:10:18.977Z,337,19289,sprinkler,manual
IRR003819,FIELD0032,2025-05-12T19:06:05.246Z,179,49980,center_pivot,scheduled
IRR003820,FIELD0119,2025-10-10T17:42:29.525Z,89,33393,drip,manual
IRR003821,FIELD0089,2025-08-08T11:52:58.330Z,162,35062,center_pivot,manual
IRR003822,FIELD0081,2025-08-20T17:38:39.048Z,471,48504,drip,manual
IRR003823,FIELD0147,2025-08-25T00:39:23.104Z,351,45750,sprinkler,scheduled
IRR003824,FIELD0056,2025-11-22T21:18:31.122Z,141,3104,drip,scheduled
IRR003825,FIELD0195,2025-11-04T20:03:28.517Z,395,35422,center_pivot,scheduled
IRR003826,FIELD0187,2025-08-05T04:37:31.080Z,176,16263,drip,manual
IRR003827,FIELD0105,2025-10-27T00:28:23.412Z,388,36033,sprinkler,scheduled
IRR003828,FIELD0144,2025-12-03T05:37:15.591Z,305,19675,drip,manual
IRR003829,FIELD0161,2025-11-10T20:29:57.195Z,403,37495,center_pivot,scheduled
IRR003830,FIELD0051,2025-05-16T20:38:17.215Z,263,19314,drip,manual
IRR003831,FIELD0095,2025-10-16T22:10:19.518Z,328,35183,flood,manual
IRR003832,FIELD0162,2025-09-22T02:51:18.558Z,174,48612,flood,manual
IRR003833,FIELD0169,2025-04-29T00:14:42.667Z,228,41388,flood,scheduled
IRR003834,FIELD0023,2025-10-07T23:39:57.137Z,143,21506,center_pivot,manual
IRR003835,FIELD0116,2025-04-07T17:51:46.667Z,166,30218,center_pivot,scheduled
IRR003836,FIELD0192,2025-10-26T14:15:03.971Z,404,22415,center_pivot,scheduled
IRR003837,FIELD0186,2025-08-05T03:25:18.021Z,321,20788,center_pivot,scheduled
IRR003838,FIELD0130,2025-10-20T18:29:15.975Z,314,21697,center_pivot,manual
IRR003839,FIELD0124,2025-11-18T02:22:00.204Z,315,27920,flood,manual
IRR003840,FIELD0026,2025-04-25T05:29:30.242Z,289,22708,drip,scheduled
IRR003841,FIELD0061,2025-10-21T00:07:21.118Z,186,39099,sprinkler,scheduled
IRR003842,FIELD0074,2025-11-17T01:05:15.643Z,205,11896,center_pivot,scheduled
IRR003843,FIELD0011,2025-04-28T17:31:31.083Z,309,24323,sprinkler,manual
IRR003844,FIELD0040,2026-01-18T02:36:58.686Z,48,32034,sprinkler,scheduled
IRR003845,FIELD0186,2025-04-24T05:02:19.722Z,223,41733,sprinkler,scheduled
IRR003846,FIELD0106,2025-05-24T12:55:00.578Z,344,6933,sprinkler,scheduled
IRR003847,FIELD0100,2025-05-20T15:06:20.757Z,383,16021,center_pivot,scheduled
IRR003848,FIELD0063,2025-06-08T13:00:15.050Z,286,29010,sprinkler,manual
IRR003849,FIELD0199,2025-10-20T09:04:05.510Z,75,34044,sprinkler,scheduled
IRR003850,FIELD0192,2026-01-21T19:07:29.613Z,231,2599,flood,scheduled
IRR003851,FIELD0115,2026-02-07T06:46:16.153Z,51,5339,sprinkler,scheduled
IRR003852,FIELD0051,2025-10-15T22:56:34.369Z,449,28373,drip,manual
IRR003853,FIELD0055,2025-08-21T19:37:25.227Z,83,5356,flood,scheduled
IRR003854,FIELD0177,2025-11-05T22:33:57.511Z,183,8229,center_pivot,manual
IRR003855,FIELD0106,2025-05-06T13:16:56.084Z,355,31849,flood,manual
IRR003856,FIELD0099,2025-09-17T04:07:03.643Z,332,24570,flood,scheduled
IRR003857,FIELD0068,2025-08-01T00:09:50.557Z,35,30949,drip,manual
IRR003858,FIELD0002,2025-11-07T17:10:58.533Z,148,2466,flood,manual
IRR003859,FIELD0081,2026-01-22T15:45:58.125Z,196,13909,sprinkler,manual
IRR003860,FIELD0101,2025-05-21T16:51:55.255Z,196,35454,drip,manual
IRR003861,FIELD0141,2025-05-24T09:52:35.279Z,479,47181,center_pivot,scheduled
IRR003862,FIELD0188,2026-01-06T17:09:04.983Z,434,1963,flood,manual
IRR003863,FIELD0176,2025-06-05T20:19:48.701Z,387,34604,drip,scheduled
IRR003864,FIELD0004,2025-11-09T12:39:24.475Z,427,47072,flood,scheduled
IRR003865,FIELD0054,2025-05-27T15:48:44.357Z,450,15423,center_pivot,manual
IRR003866,FIELD0152,2025-11-16T13:28:01.215Z,471,12836,drip,manual
IRR003867,FIELD0063,2025-12-12T05:20:32.685Z,405,14536,sprinkler,scheduled
IRR003868,FIELD0134,2025-09-27T07:23:38.852Z,353,8554,flood,scheduled
IRR003869,FIELD0150,2025-10-10T16:55:31.437Z,150,35805,drip,scheduled
IRR003870,FIELD0003,2026-02-10T12:56:43.710Z,470,17806,flood,scheduled
IRR003871,FIELD0047,2025-05-29T06:54:27.833Z,381,31536,sprinkler,scheduled
IRR003872,FIELD0095,2025-12-15T01:27:10.301Z,265,42072,center_pivot,manual
IRR003873,FIELD0108,2026-02-10T15:44:23.450Z,261,43587,drip,manual
IRR003874,FIELD0102,2025-08-12T21:42:22.954Z,143,23696,flood,scheduled
IRR003875,FIELD0048,2025-04-01T13:28:50.764Z,122,26536,flood,manual
IRR003876,FIELD0012,2025-08-04T12:50:48.240Z,98,15413,sprinkler,scheduled
IRR003877,FIELD0095,2025-05-17T19:24:25.979Z,41,29170,drip,scheduled
IRR003878,FIELD0091,2025-06-23T16:01:40.685Z,48,48059,drip,scheduled
IRR003879,FIELD0075,2025-11-08T09:11:15.784Z,230,43743,drip,manual
IRR003880,FIELD0004,2025-04-23T01:24:32.664Z,264,43737,center_pivot,manual
IRR003881,FIELD0179,2025-11-14T02:35:41.506Z,137,18542,flood,manual
IRR003882,FIELD0155,2025-11-06T23:48:04.943Z,59,49281,center_pivot,manual
IRR003883,FIELD0124,2025-07-22T08:43:14.963Z,460,10906,center_pivot,manual
IRR003884,FIELD0165,2025-06-04T11:59:56.610Z,219,32652,flood,manual
IRR003885,FIELD0016,2025-05-04T02:24:58.659Z,46,37773,flood,manual
IRR003886,FIELD0197,2025-07-25T05:49:56.390Z,74,25022,drip,scheduled
IRR003887,FIELD0189,2025-08-31T21:01:05.372Z,371,44947,center_pivot,manual
IRR003888,FIELD0124,2025-12-25T01:46:19.994Z,328,2882,drip,manual
IRR003889,FIELD0123,2025-09-10T11:25:07.693Z,446,3681,center_pivot,scheduled
IRR003890,FIELD0045,2025-10-07T16:44:45.776Z,244,40703,center_pivot,scheduled
IRR003891,FIELD0150,2025-10-28T11:23:26.723Z,47,2023,center_pivot,manual
IRR003892,FIELD0056,2025-07-29T15:40:54.704Z,421,43419,sprinkler,scheduled
IRR003893,FIELD0188,2025-07-26T15:28:51.223Z,404,6644,drip,scheduled
IRR003894,FIELD0004,2025-11-14T14:44:10.474Z,459,2015,sprinkler,scheduled
IRR003895,FIELD0053,2025-11-11T10:23:24.317Z,144,27881,sprinkler,scheduled
IRR003896,FIELD0026,2025-06-26T16:03:46.053Z,378,20191,flood,manual
IRR003897,FIELD0136,2025-05-23T04:16:48.564Z,459,23405,drip,manual
IRR003898,FIELD0181,2025-09-20T22:00:10.661Z,404,10917,sprinkler,scheduled
IRR003899,FIELD0197,2025-08-08T13:10:25.232Z,205,9522,sprinkler,scheduled
IRR003900,FIELD0178,2026-01-02T22:12:27.914Z,328,8358,drip,manual
IRR003901,FIELD0169,2025-06-07T01:46:36.549Z,323,23243,sprinkler,manual
IRR003902,FIELD0148,2025-10-13T05:20:13.286Z,33,49381,sprinkler,manual
IRR003903,FIELD0027,2026-01-29T14:47:15.868Z,112,14841,sprinkler,scheduled
IRR003904,FIELD0039,2025-07-08T22:09:36.999Z,199,33288,sprinkler,manual
IRR003905,FIELD0144,2025-08-04T20:11:50.318Z,243,11528,sprinkler,manual
IRR003906,FIELD0182,2025-05-20T18:18:42.740Z,57,23365,center_pivot,manual
IRR003907,FIELD0049,2025-10-31T06:31:54.583Z,348,16420,center_pivot,manual
IRR003908,FIELD0088,2025-06-03T07:38:23.411Z,392,9884,center_pivot,scheduled
IRR003909,FIELD0033,2025-05-08T09:26:16.503Z,69,3545,sprinkler,scheduled
IRR003910,FIELD0154,2025-11-28T13:12:41.565Z,171,42486,drip,manual
IRR003911,FIELD0034,2025-05-08T21:44:40.751Z,433,25431,drip,scheduled
IRR003912,FIELD0107,2025-11-26T18:24:52.969Z,421,5447,flood,scheduled
IRR003913,FIELD0010,2025-07-02T22:20:13.729Z,336,36012,flood,manual
IRR003914,FIELD0123,2026-01-16T00:39:53.202Z,89,6495,flood,scheduled
IRR003915,FIELD0029,2025-12-26T15:10:05.985Z,372,22745,center_pivot,scheduled
IRR003916,FIELD0106,2025-12-14T17:59:11.693Z,282,32303,sprinkler,manual
IRR003917,FIELD0105,2025-12-13T23:05:04.195Z,234,37066,flood,scheduled
IRR003918,FIELD0175,2025-05-29T17:17:36.150Z,83,23149,sprinkler,manual
IRR003919,FIELD0060,2025-06-01T13:31:38.286Z,367,46017,center_pivot,scheduled
IRR003920,FIELD0131,2025-08-26T00:45:50.804Z,94,40835,flood,scheduled
IRR003921,FIELD0133,2025-04-20T13:38:54.245Z,285,29786,drip,manual
IRR003922,FIELD0025,2025-10-09T02:38:23.678Z,107,34468,drip,scheduled
IRR003923,FIELD0029,2025-10-20T13:40:55.251Z,36,31903,drip,manual
IRR003924,FIELD0166,2025-12-20T22:59:19.064Z,133,29193,center_pivot,scheduled
IRR003925,FIELD0179,2025-12-28T13:49:38.803Z,188,41039,drip,scheduled
IRR003926,FIELD0147,2026-01-24T07:13:53.292Z,94,1244,center_pivot,scheduled
IRR003927,FIELD0159,2025-04-25T04:26:40.082Z,294,15719,flood,scheduled
IRR003928,FIELD0112,2025-11-25T02:00:41.299Z,39,47697,drip,manual
IRR003929,FIELD0148,2025-06-15T06:44:03.201Z,317,38805,flood,manual
IRR003930,FIELD0129,2025-07-08T09:56:09.069Z,137,19565,flood,scheduled
IRR003931,FIELD0107,2025-08-25T02:40:39.266Z,128,18821,sprinkler,manual
IRR003932,FIELD0094,2026-02-09T08:02:11.906Z,158,28865,center_pivot,manual
IRR003933,FIELD0086,2026-01-07T10:55:53.134Z,456,34466,sprinkler,manual
IRR003934,FIELD0193,2025-09-11T23:40:33.249Z,150,46886,sprinkler,scheduled
IRR003935,FIELD0015,2025-07-19T21:02:08.575Z,350,46475,center_pivot,manual
IRR003936,FIELD0155,2025-05-01T19:49:12.242Z,125,7444,sprinkler,scheduled
IRR003937,FIELD0023,2025-05-24T00:15:59.749Z,157,25198,sprinkler,manual
IRR003938,FIELD0062,2026-01-23T06:43:38.496Z,84,28485,center_pivot,scheduled
IRR003939,FIELD0050,2025-06-26T07:08:34.963Z,86,34714,flood,scheduled
IRR003940,FIELD0042,2025-06-13T06:50:28.179Z,201,13290,center_pivot,scheduled
IRR003941,FIELD0095,2025-11-25T07:57:09.999Z,303,37414,center_pivot,scheduled
IRR003942,FIELD0192,2025-11-07T08:28:07.733Z,220,4546,sprinkler,manual
IRR003943,FIELD0179,2025-11-05T21:15:55.259Z,451,10566,center_pivot,scheduled
IRR003944,FIELD0005,2025-06-11T01:52:48.966Z,119,20710,sprinkler,manual
IRR003945,FIELD0074,2025-12-03T10:41:12.771Z,106,37038,drip,scheduled
IRR003946,FIELD0170,2025-10-01T05:24:36.239Z,430,47064,flood,manual
IRR003947,FIELD0101,2025-04-06T10:47:16.651Z,164,9926,drip,manual
IRR003948,FIELD0182,2025-09-29T22:17:47.085Z,81,16926,flood,scheduled
IRR003949,FIELD0180,2025-08-16T06:56:49.833Z,209,28891,flood,manual
IRR003950,FIELD0149,2025-04-03T18:30:43.705Z,82,34930,center_pivot,scheduled
IRR003951,FIELD0189,2026-01-08T04:37:56.439Z,298,6702,drip,scheduled
IRR003952,FIELD0022,2025-08-30T01:35:09.175Z,161,23164,sprinkler,scheduled
IRR003953,FIELD0165,2025-12-30T01:14:03.079Z,474,16087,drip,scheduled
IRR003954,FIELD0171,2025-07-23T12:24:18.667Z,318,6561,drip,scheduled
IRR003955,FIELD0134,2025-10-04T21:58:36.996Z,143,36090,center_pivot,scheduled
IRR003956,FIELD0092,2026-01-15T03:24:09.392Z,253,10170,flood,manual
IRR003957,FIELD0041,2025-07-23T22:30:06.473Z,340,28649,center_pivot,manual
IRR003958,FIELD0090,2025-08-26T01:05:58.335Z,353,10425,flood,manual
IRR003959,FIELD0162,2025-07-18T22:55:00.541Z,385,10904,center_pivot,scheduled
IRR003960,FIELD0178,2025-09-22T23:55:58.285Z,51,45555,center_pivot,manual
IRR003961,FIELD0092,2025-09-03T03:16:01.835Z,397,10270,flood,manual
IRR003962,FIELD0006,2025-06-11T05:20:03.252Z,184,36298,drip,manual
IRR003963,FIELD0032,2025-06-24T07:19:48.378Z,298,3425,drip,manual
IRR003964,FIELD0004,2025-11-22T19:16:14.634Z,184,16633,drip,manual
IRR003965,FIELD0194,2026-01-07T15:26:50.768Z,272,7440,flood,scheduled
IRR003966,FIELD0110,2026-01-30T04:59:16.325Z,117,45449,flood,scheduled
IRR003967,FIELD0141,2025-08-04T20:49:10.259Z,200,22221,flood,scheduled
IRR003968,FIELD0015,2025-10-10T10:12:39.996Z,224,39325,flood,manual
IRR003969,FIELD0129,2025-09-23T08:10:27.236Z,324,28877,sprinkler,manual
IRR003970,FIELD0044,2025-09-08T08:55:56.716Z,133,16540,drip,manual
IRR003971,FIELD0180,2025-09-17T08:37:58.014Z,348,18137,sprinkler,scheduled
IRR003972,FIELD0103,2025-11-17T20:14:26.487Z,226,25502,drip,manual
IRR003973,FIELD0194,2025-04-22T08:15:01.920Z,348,2236,sprinkler,manual
IRR003974,FIELD0098,2025-09-09T16:21:17.137Z,198,47930,drip,manual
IRR003975,FIELD0001,2025-05-11T00:02:43.768Z,387,35206,drip,manual
IRR003976,FIELD0019,2025-04-26T05:49:50.616Z,153,27016,sprinkler,scheduled
IRR003977,FIELD0018,2025-04-21T20:40:21.856Z,63,19056,flood,manual
IRR003978,FIELD0007,2025-09-15T18:47:50.433Z,338,18113,center_pivot,scheduled
IRR003979,FIELD0077,2025-09-30T00:50:46.161Z,107,11149,drip,scheduled
IRR003980,FIELD0053,2025-05-11T22:48:28.134Z,91,7814,flood,scheduled
IRR003981,FIELD0006,2025-11-15T00:07:44.152Z,116,49364,sprinkler,manual
IRR003982,FIELD0051,2025-12-05T13:29:41.920Z,279,5632,drip,manual
IRR003983,FIELD0128,2025-06-26T13:24:31.099Z,38,14875,center_pivot,manual
IRR003984,FIELD0027,2025-05-13T22:28:53.527Z,179,46374,sprinkler,manual
IRR003985,FIELD0166,2025-05-11T16:29:26.648Z,267,22729,sprinkler,manual
IRR003986,FIELD0023,2025-05-25T23:17:22.912Z,365,24879,drip,manual
IRR003987,FIELD0023,2025-08-21T12:46:13.414Z,356,28944,flood,scheduled
IRR003988,FIELD0095,2025-10-05T03:29:40.437Z,167,31753,center_pivot,scheduled
IRR003989,FIELD0031,2025-12-12T04:30:29.565Z,103,44471,drip,scheduled
IRR003990,FIELD0136,2025-07-07T19:20:36.706Z,403,17059,flood,manual
IRR003991,FIELD0198,2025-09-18T05:37:16.947Z,388,13770,flood,scheduled
IRR003992,FIELD0029,2025-12-16T09:04:56.754Z,269,14579,center_pivot,scheduled
IRR003993,FIELD0159,2025-11-03T05:36:42.272Z,349,27930,sprinkler,manual
IRR003994,FIELD0077,2025-06-10T01:39:43.232Z,145,17403,sprinkler,scheduled
IRR003995,FIELD0021,2025-08-30T14:03:50.037Z,433,9088,drip,scheduled
IRR003996,FIELD0036,2025-10-05T00:05:49.468Z,458,25089,flood,manual
IRR003997,FIELD0035,2025-08-13T15:23:10.634Z,367,8243,drip,scheduled
IRR003998,FIELD0110,2025-04-14T17:05:56.692Z,46,2010,drip,scheduled
IRR003999,FIELD0179,2025-07-25T10:38:32.309Z,384,35873,sprinkler,manual
IRR004000,FIELD0027,2025-11-26T00:27:52.050Z,31,6815,drip,scheduled
IRR004001,FIELD0055,2026-02-05T06:33:12.393Z,53,49068,sprinkler,scheduled
IRR004002,FIELD0007,2025-07-16T23:16:47.026Z,469,9568,flood,scheduled
IRR004003,FIELD0157,2025-05-25T10:04:14.632Z,255,32922,sprinkler,scheduled
IRR004004,FIELD0166,2025-07-29T19:22:03.188Z,320,13365,flood,scheduled
IRR004005,FIELD0177,2025-09-10T11:35:49.671Z,32,43034,center_pivot,manual
IRR004006,FIELD0098,2025-07-03T18:21:33.912Z,121,13842,drip,manual
IRR004007,FIELD0068,2025-05-09T11:03:59.597Z,392,41281,drip,scheduled
IRR004008,FIELD0130,2025-05-23T09:11:33.078Z,381,12495,center_pivot,scheduled
IRR004009,FIELD0060,2025-06-07T02:40:54.379Z,134,47692,center_pivot,manual
IRR004010,FIELD0087,2025-05-10T04:58:11.493Z,334,31291,center_pivot,scheduled
IRR004011,FIELD0094,2025-05-03T10:41:04.451Z,206,48717,drip,scheduled
IRR004012,FIELD0144,2025-06-24T15:23:55.924Z,368,44059,center_pivot,manual
IRR004013,FIELD0199,2026-01-27T17:54:41.842Z,108,10140,center_pivot,scheduled
IRR004014,FIELD0026,2025-04-13T00:07:24.720Z,272,14417,center_pivot,manual
IRR004015,FIELD0168,2025-11-21T21:56:18.500Z,90,34083,sprinkler,manual
IRR004016,FIELD0059,2025-07-22T16:55:01.966Z,103,34561,drip,manual
IRR004017,FIELD0029,2026-01-14T02:07:39.108Z,82,22305,sprinkler,scheduled
IRR004018,FIELD0164,2025-05-29T11:44:01.462Z,198,14633,sprinkler,manual
IRR004019,FIELD0030,2025-11-22T15:46:39.713Z,358,45494,drip,manual
IRR004020,FIELD0024,2026-01-18T23:26:33.685Z,365,25382,center_pivot,scheduled
IRR004021,FIELD0122,2025-06-25T22:17:58.434Z,379,9023,flood,scheduled
IRR004022,FIELD0024,2025-06-12T14:27:21.515Z,110,2778,sprinkler,scheduled
IRR004023,FIELD0001,2025-05-11T12:26:12.704Z,439,11775,drip,scheduled
IRR004024,FIELD0078,2025-05-01T07:30:39.579Z,426,22573,sprinkler,scheduled
IRR004025,FIELD0148,2025-10-04T05:50:41.922Z,122,42867,drip,manual
