image_id,field_id,capture_date,ndvi,evi,lai,cloud_cover_percent,resolution_m
SAT0008663,FIELD0055,2025-03-20,0.33,0.66,4.22,16,10
SAT0008664,FIELD0035,2025-11-28,0.223,0.771,2.87,93,30
SAT0008665,FIELD0092,2025-07-13,0.393,0.485,0.73,84,20
SAT0008666,FIELD0091,2025-12-09,0.637,0.692,5.33,95,20
SAT0008667,FIELD0047,2026-01-20,0.804,0.433,5.14,87,20
SAT0008668,FIELD0035,2025-07-22,0.57,0.071,4.63,85,30
SAT0008669,FIELD0052,2025-06-11,0.432,0.444,3.1,43,10
SAT0008670,FIELD0167,2025-03-15,-0.057,-0.041,1.75,93,20
SAT0008671,FIELD0128,2025-05-23,0.106,0.762,4.89,40,10
SAT0008672,FIELD0130,2025-04-22,0.205,0.042,1.54,54,30
SAT0008673,FIELD0128,2025-09-08,0.266,0.04,2.28,94,20
SAT0008674,FIELD0128,2025-05-27,0.737,0.477,1.26,95,20
SAT0008675,FIELD0088,2025-12-28,0.092,0.369,2.14,39,30
SAT0008676,FIELD0193,2025-05-07,0.077,0.141,2.82,81,30
SAT0008677,FIELD0079,2025-09-16,0.005,-0.061,1.2,27,10
SAT0008678,FIELD0049,2025-08-30,0.536,0.573,1.17,38,10
SAT0008679,FIELD0024,2025-05-16,0.171,0.6,3.46,50,20
SAT0008680,FIELD0089,2025-11-17,0.612,0.429,1.06,71,30
SAT0008681,FIELD0147,2025-07-02,0.763,0.288,4.48,34,20
SAT0008682,FIELD0156,2025-06-17,-0.09,0.385,5.27,27,10
SAT0008683,FIELD0188,2026-02-04,0.561,0.714,2.26,69,30
SAT0008684,FIELD0071,2026-01-10,0.113,0.122,5.92,57,30
SAT0008685,FIELD0140,2025-09-05,0.5,0.466,2.7,76,10
SAT0008686,FIELD0150,2025-05-30,0.073,0.054,2.65,85,30
SAT0008687,FIELD0038,2026-01-18,0.641,0.548,3.44,54,10
SAT0008688,FIELD0146,2025-05-21,-0.01,0.592,1.38,6,20
SAT0008689,FIELD0197,2025-03-26,0.129,0.651,4.13,61,30
SAT0008690,FIELD0093,2025-08-22,0.787,0.414,0.94,18,10
SAT0008691,FIELD0033,2025-08-01,0.6,0.676,5.27,30,20
SAT0008692,FIELD0006,2025-11-18,0.389,0.18,3.92,33,20
SAT0008693,FIELD0140,2025-04-27,0.319,0.495,0.27,29,10
SAT0008694,FIELD0116,2025-09-01,0.831,0.236,3.96,97,10
SAT0008695,FIELD0185,2025-10-31,0.295,0.638,3.73,98,20
SAT0008696,FIELD0164,2025-09-28,-0.043,0.786,1.01,6,20
SAT0008697,FIELD0033,2025-04-10,0.176,-0.006,3.48,53,20
SAT0008698,FIELD0093,2025-05-12,0.789,0.583,5.85,82,10
SAT0008699,FIELD0005,2026-01-15,0.59,0.373,1.17,82,10
SAT0008700,FIELD0052,2025-07-04,0.408,0.339,0.93,33,30
SAT0008701,FIELD0195,2025-12-09,0.097,0.709,5.67,62,30
SAT0008702,FIELD0100,2025-10-18,0.704,0.036,3.42,68,30
SAT0008703,FIELD0091,2025-08-18,0.831,0.764,5.87,79,30
SAT0008704,FIELD0121,2025-06-02,0.371,0.689,4.92,100,30
SAT0008705,FIELD0057,2025-04-06,0.491,0.484,2.61,71,20
SAT0008706,FIELD0140,2025-09-28,0.601,-0.038,2.76,80,10
SAT0008707,FIELD0108,2025-03-30,0.822,0.397,0.33,46,20
SAT0008708,FIELD0185,2025-11-20,0.632,0.101,3.41,39,30
SAT0008709,FIELD0199,2025-12-28,0.019,0.759,4.6,95,20
SAT0008710,FIELD0096,2025-04-01,-0.022,0.569,5.42,14,20
SAT0008711,FIELD0011,2026-02-05,0.024,0.538,0.13,0,30
SAT0008712,FIELD0038,2025-12-19,0.56,0.759,2.41,37,20
SAT0008713,FIELD0002,2025-04-19,0.673,0.533,0.99,50,30
SAT0008714,FIELD0174,2025-05-28,0.838,0.492,1.59,8,20
SAT0008715,FIELD0143,2025-12-19,0.46,0.737,1.58,36,20
SAT0008716,FIELD0078,2025-12-27,0.873,0.036,5.76,68,20
SAT0008717,FIELD0172,2026-01-02,-0.06,0.041,1.37,1,20
SAT0008718,FIELD0156,2025-03-19,0.215,0.785,0.29,45,10
SAT0008719,FIELD0185,2025-11-28,0.791,-0.068,2.53,72,30
SAT0008720,FIELD0050,2026-02-07,0.339,-0.075,4.66,4,30
SAT0008721,FIELD0014,2025-05-04,0.095,0.618,1.99,2,10
SAT0008722,FIELD0108,2025-05-16,0.648,0.615,2.21,18,10
SAT0008723,FIELD0054,2025-04-28,0.556,0.087,5.96,94,30
SAT0008724,FIELD0143,2026-01-28,0.074,0.285,1.71,19,30
SAT0008725,FIELD0003,2025-03-14,0.381,0.679,0.33,34,10
SAT0008726,FIELD0118,2025-07-17,0.585,0.7,0.57,65,20
SAT0008727,FIELD0090,2025-06-27,0.08,-0.015,0.63,30,30
SAT0008728,FIELD0028,2025-03-11,-0.059,0.435,2.06,82,30
SAT0008729,FIELD0078,2025-10-22,0.406,0.592,1.4,83,10
SAT0008730,FIELD0031,2025-10-11,0.046,0.179,2.49,88,20
SAT0008731,FIELD0025,2025-05-01,0.219,0.325,0.65,56,20
SAT0008732,FIELD0061,2025-06-06,0.321,0.565,0.1,91,20
SAT0008733,FIELD0049,2025-07-09,0.277,0.318,0.06,72,10
SAT0008734,FIELD0080,2025-06-17,0.632,0.646,4.95,81,10
SAT0008735,FIELD0186,2025-10-13,0.712,0.596,4.35,30,30
SAT0008736,FIELD0020,2025-12-19,0.899,0.508,5.67,48,10
SAT0008737,FIELD0164,2025-05-05,-0.038,0.751,1.74,36,30
SAT0008738,FIELD0188,2025-11-14,0.656,0.392,5.85,4,20
SAT0008739,FIELD0147,2025-12-14,0.721,0.311,2.09,74,10
SAT0008740,FIELD0019,2025-10-28,0.809,0.318,5.65,13,30
SAT0008741,FIELD0153,2025-12-13,0.455,-0.084,0.47,52,30
SAT0008742,FIELD0098,2025-10-03,0.047,0.521,5.8,30,20
SAT0008743,FIELD0199,2025-12-03,0.238,0.572,3.08,44,20
SAT0008744,FIELD0018,2026-01-09,0.438,0.463,5.75,8,30
SAT0008745,FIELD0046,2026-01-13,0.799,0.095,1.63,36,10
SAT0008746,FIELD0037,2025-04-11,0.092,0.2,1.08,5,30
SAT0008747,FIELD0122,2025-10-19,0.105,0.009,3.97,64,30
SAT0008748,FIELD0017,2025-03-19,0.486,0.297,3.8,57,20
SAT0008749,FIELD0101,2025-12-06,0.345,0.526,2.09,82,30
SAT0008750,FIELD0167,2026-01-10,0.697,0.356,2.79,68,30
SAT0008751,FIELD0058,2025-05-14,0.248,0.273,2.52,92,10
SAT0008752,FIELD0152,2025-10-18,0.248,-0.049,0.08,68,20
SAT0008753,FIELD0035,2025-05-03,0.648,0.143,5.71,15,20
SAT0008754,FIELD0003,2025-11-21,0.153,0.409,3.87,84,10
SAT0008755,FIELD0131,2025-09-11,0.069,0.766,3.84,57,30
SAT0008756,FIELD0044,2025-05-28,0.131,0.684,4.7,45,10
SAT0008757,FIELD0169,2025-08-02,0.057,0.565,4.44,17,10
SAT0008758,FIELD0019,2025-08-30,0.453,0.199,4.49,73,30
SAT0008759,FIELD0007,2026-01-30,0.216,0.612,0.55,85,30
SAT0008760,FIELD0087,2025-12-09,0.048,0.004,3.46,12,20
SAT0008761,FIELD0153,2025-10-30,0.397,0.243,4.5,78,10
SAT0008762,FIELD0169,2025-03-31,0.621,0.553,5.45,53,20
SAT0008763,FIELD0136,2025-12-10,0.245,0.524,5.69,47,10
SAT0008764,FIELD0151,2025-04-14,0.334,0.754,2.26,77,30
SAT0008765,FIELD0109,2025-08-17,0.162,0.605,1.05,45,10
SAT0008766,FIELD0131,2025-10-22,-0.027,0.513,3.86,63,10
SAT0008767,FIELD0073,2025-03-03,0.264,0.201,4.11,35,10
SAT0008768,FIELD0130,2025-08-15,-0.086,0.116,0.14,22,20
SAT0008769,FIELD0086,2025-08-03,0.898,0.752,5.87,38,10
SAT0008770,FIELD0058,2025-11-12,0.692,0.646,5.6,78,10
SAT0008771,FIELD0088,2026-01-23,0.67,0.312,0.02,63,10
SAT0008772,FIELD0092,2026-01-04,0.636,0.03,3.59,60,20
SAT0008773,FIELD0180,2025-03-16,-0.038,0.085,2.02,42,10
SAT0008774,FIELD0166,2025-07-22,0.215,-0.037,5.11,25,10
SAT0008775,FIELD0025,2025-06-19,0.324,0.141,4.75,19,20
SAT0008776,FIELD0031,2025-09-29,0.043,0.674,2.45,0,30
SAT0008777,FIELD0008,2025-11-05,0.537,0.431,0.27,7,20
SAT0008778,FIELD0080,2025-09-17,0.519,0.136,2.65,56,20
SAT0008779,FIELD0054,2025-04-25,0.059,0.069,4.32,46,20
SAT0008780,FIELD0110,2026-01-20,0.892,0.15,3.34,32,20
SAT0008781,FIELD0056,2026-02-12,-0.059,-0.013,3.8,80,20
SAT0008782,FIELD0003,2025-05-04,0.261,0.555,1.45,12,30
SAT0008783,FIELD0171,2025-07-09,0.46,0.379,3.66,97,10
SAT0008784,FIELD0146,2025-07-03,-0.046,0.291,5.15,75,30
SAT0008785,FIELD0145,2025-05-06,0.557,0.723,0.24,87,10
SAT0008786,FIELD0059,2025-03-28,0.602,0.742,3.72,54,10
SAT0008787,FIELD0174,2026-01-30,0.056,0.168,4.72,67,10
SAT0008788,FIELD0102,2025-07-15,0.207,0.582,4.28,17,10
SAT0008789,FIELD0028,2025-09-01,0.593,0.216,4.79,65,10
SAT0008790,FIELD0160,2025-10-31,0.612,-0.043,1.13,0,30
SAT0008791,FIELD0162,2025-11-02,0.704,0.627,1.98,7,20
SAT0008792,FIELD0126,2025-10-31,0.669,0.66,1.65,77,20
SAT0008793,FIELD0124,2025-08-27,-0.014,0.405,2.03,37,10
SAT0008794,FIELD0037,2025-07-23,0.413,-0.08,5.61,10,20
SAT0008795,FIELD0162,2025-04-08,0.449,0.324,3.21,66,10
SAT0008796,FIELD0181,2025-03-29,0.47,0.546,4.28,85,20
SAT0008797,FIELD0049,2026-01-10,0.609,0.761,0.25,22,30
SAT0008798,FIELD0111,2025-11-25,0.364,0.215,2.44,81,10
SAT0008799,FIELD0108,2025-03-16,-0.053,0.054,5.56,57,30
SAT0008800,FIELD0046,2025-08-24,0.096,0.591,4.09,29,10
SAT0008801,FIELD0023,2025-07-08,0.116,0.228,5.24,89,30
SAT0008802,FIELD0160,2025-06-22,0.439,0.268,0.06,45,10
SAT0008803,FIELD0165,2025-05-22,0.068,-0.026,4.13,63,10
SAT0008804,FIELD0121,2025-07-01,0.578,-0.015,4.2,13,20
SAT0008805,FIELD0168,2025-04-19,0.544,0.324,1.54,95,10
SAT0008806,FIELD0084,2025-03-24,0.146,-0.042,4.91,23,20
SAT0008807,FIELD0166,2025-06-21,0.287,0.264,1.03,76,10
SAT0008808,FIELD0072,2025-04-13,0.429,-0.034,1.58,69,10
SAT0008809,FIELD0154,2025-12-12,0.798,0.495,4.73,27,10
SAT0008810,FIELD0136,2025-11-10,0.463,0.65,0.51,39,10
SAT0008811,FIELD0152,2025-04-22,0.101,0.177,2.88,65,30
SAT0008812,FIELD0004,2025-03-01,0.459,0.571,2.1,28,20
SAT0008813,FIELD0013,2025-06-18,0.036,0.301,5.58,7,10
SAT0008814,FIELD0072,2025-09-30,0.808,0.12,3.91,0,10
SAT0008815,FIELD0136,2025-12-28,-0.014,0.173,4.15,68,20
SAT0008816,FIELD0174,2026-01-17,0.506,0.577,1.42,38,10
SAT0008817,FIELD0103,2026-02-08,0.749,0.41,1.83,65,20
SAT0008818,FIELD0024,2025-05-27,0.588,0.518,1.3,14,30
SAT0008819,FIELD0077,2025-05-24,0.439,0.213,5,83,20
SAT0008820,FIELD0125,2025-12-01,0.885,0.519,0.79,14,20
SAT0008821,FIELD0076,2026-01-24,0.2,0.116,1.98,92,10
SAT0008822,FIELD0007,2025-07-17,0.208,0.157,0.35,9,10
SAT0008823,FIELD0033,2025-06-23,0.052,0.646,0.45,13,30
SAT0008824,FIELD0050,2025-10-18,0.709,0.033,1.94,55,20
SAT0008825,FIELD0077,2025-10-20,0.744,0.055,0.61,97,30
SAT0008826,FIELD0119,2025-12-19,0.096,0.198,4.57,2,30
SAT0008827,FIELD0171,2025-09-08,-0.076,0.15,4.84,85,10
SAT0008828,FIELD0175,2025-10-05,0.45,0.025,4.07,86,30
SAT0008829,FIELD0124,2025-10-09,0.356,0.533,5.15,43,30
SAT0008830,FIELD0173,2025-06-01,0.631,0.057,4.42,93,10
SAT0008831,FIELD0136,2026-02-11,0.396,0.58,2.82,48,30
SAT0008832,FIELD0179,2025-06-09,0.251,0.629,3.71,41,10
SAT0008833,FIELD0174,2025-11-26,0.452,0.425,1.33,78,20
SAT0008834,FIELD0150,2025-05-27,0.784,0.096,2.75,91,10
SAT0008835,FIELD0114,2025-07-22,0.142,0.287,5.88,41,10
SAT0008836,FIELD0110,2026-01-05,0.841,0.387,4.18,72,30
SAT0008837,FIELD0062,2025-07-08,0.84,0.211,4.58,16,30
SAT0008838,FIELD0103,2025-12-11,0.421,0.036,1.01,14,10
SAT0008839,FIELD0122,2025-12-16,0.009,0.433,4.82,15,10
SAT0008840,FIELD0050,2025-05-15,0.185,0.29,1.14,55,10
SAT0008841,FIELD0147,2026-02-07,0.652,0.077,5.42,11,10
SAT0008842,FIELD0025,2025-04-13,0.49,0.643,0.9,32,30
SAT0008843,FIELD0183,2025-09-07,0.776,0.484,0.41,58,30
SAT0008844,FIELD0082,2025-05-08,0.22,0.749,2.9,97,20
SAT0008845,FIELD0176,2025-09-09,0.644,0.392,2.06,82,10
SAT0008846,FIELD0173,2026-01-01,0.012,0.543,0.8,25,10
SAT0008847,FIELD0007,2025-04-07,0.247,0.346,2.8,56,20
SAT0008848,FIELD0014,2025-09-19,0.08,0.452,5.48,80,10
SAT0008849,FIELD0166,2025-08-16,0.216,0.176,5.07,42,30
SAT0008850,FIELD0096,2026-02-05,0.499,0,1.81,38,30
SAT0008851,FIELD0088,2025-07-09,0.789,0.476,2.21,79,10
SAT0008852,FIELD0009,2025-12-22,-0.059,0.246,4.37,54,10
SAT0008853,FIELD0125,2025-03-31,0.723,0.792,2.71,52,20
SAT0008854,FIELD0022,2025-04-29,0.233,0.373,1.65,12,10
SAT0008855,FIELD0170,2025-06-15,0.361,0.443,0.7,22,10
SAT0008856,FIELD0092,2025-07-02,0.709,0.133,4.92,64,30
SAT0008857,FIELD0194,2025-08-31,0.134,0.331,0.38,44,10
SAT0008858,FIELD0141,2025-12-11,0.857,0.646,0.36,74,20
SAT0008859,FIELD0175,2025-04-05,0.201,0.608,1.65,69,30
SAT0008860,FIELD0100,2025-11-09,0.374,0.76,4.91,52,30
SAT0008861,FIELD0089,2025-09-07,0.858,0.717,5.53,0,30
SAT0008862,FIELD0096,2025-03-09,0.587,0.64,2.19,31,20
SAT0008863,FIELD0190,2025-03-19,0.149,-0.095,3.32,67,20
SAT0008864,FIELD0114,2025-07-01,0.183,0.408,5.18,92,10
SAT0008865,FIELD0091,2025-10-01,0.046,0.014,2.57,15,20
SAT0008866,FIELD0051,2025-10-15,0.795,-0.021,3.94,86,10
SAT0008867,FIELD0175,2025-08-08,0.503,0.745,0.79,93,30
SAT0008868,FIELD0135,2025-03-19,0.752,0.602,0.79,1,10
SAT0008869,FIELD0099,2025-07-22,0.408,0.142,0.8,63,30
SAT0008870,FIELD0044,2025-10-06,0.067,0.155,2,12,30
SAT0008871,FIELD0193,2025-10-28,-0.063,0.153,0.1,29,10
SAT0008872,FIELD0188,2025-06-15,0.047,0.404,4.88,50,30
SAT0008873,FIELD0007,2025-06-03,0.333,-0.054,0.28,3,20
SAT0008874,FIELD0161,2025-07-14,-0.009,0.048,3.5,13,10
SAT0008875,FIELD0175,2025-11-05,0.617,0.799,2.89,33,20
SAT0008876,FIELD0173,2025-12-08,0.725,0.686,3.6,8,10
SAT0008877,FIELD0131,2025-08-26,0.795,0.434,4.37,5,20
SAT0008878,FIELD0009,2025-12-05,0.816,0.388,5.78,2,10
SAT0008879,FIELD0093,2025-10-25,0.668,0.762,3.24,22,30
SAT0008880,FIELD0060,2025-12-08,0.786,0.183,4.61,94,30
SAT0008881,FIELD0090,2025-07-20,0.539,0.029,0.5,70,20
SAT0008882,FIELD0040,2025-10-14,0.578,0.265,1.45,73,20
SAT0008883,FIELD0146,2025-10-12,0.152,0.313,0.4,22,20
SAT0008884,FIELD0012,2025-05-05,0.194,0.66,3.06,84,20
SAT0008885,FIELD0157,2025-12-28,0.549,0.699,5.99,20,10
SAT0008886,FIELD0137,2026-01-10,0.891,0.268,5.05,90,30
SAT0008887,FIELD0163,2026-01-15,0.662,0.786,3.4,46,10
SAT0008888,FIELD0098,2025-03-05,0.891,0.317,4.06,29,30
SAT0008889,FIELD0129,2025-11-03,0.633,0.394,5.86,79,20
SAT0008890,FIELD0054,2025-10-19,0.588,-0.075,1.72,16,20
SAT0008891,FIELD0088,2025-06-24,0.851,0.287,4.04,43,10
SAT0008892,FIELD0030,2025-10-11,0.223,0.791,5.31,41,20
SAT0008893,FIELD0118,2025-10-24,0.701,0.49,2.93,27,20
SAT0008894,FIELD0189,2025-12-02,0.605,0.394,0.59,3,10
SAT0008895,FIELD0085,2026-02-04,-0.047,0.343,2.45,70,10
SAT0008896,FIELD0106,2025-12-27,0.297,0.615,5.6,89,30
SAT0008897,FIELD0055,2025-10-02,-0.087,0.201,1.24,32,10
SAT0008898,FIELD0199,2025-07-11,0.543,0.691,4.09,11,20
SAT0008899,FIELD0173,2025-08-28,0.241,0.79,3.95,37,10
SAT0008900,FIELD0197,2026-01-12,0.018,0.3,1.94,67,30
SAT0008901,FIELD0193,2025-05-10,0.791,0.772,5.64,65,30
SAT0008902,FIELD0185,2026-01-06,0.485,0.567,3.64,32,10
SAT0008903,FIELD0025,2025-10-25,0.018,0.749,2.62,80,30
SAT0008904,FIELD0107,2025-08-29,0.755,-0.024,4.95,98,30
SAT0008905,FIELD0198,2026-01-06,0.797,0.108,3.36,81,30
SAT0008906,FIELD0006,2025-07-16,0.211,0.545,5.56,95,30
SAT0008907,FIELD0193,2025-04-23,0.264,0.327,0.93,39,20
SAT0008908,FIELD0048,2025-03-04,0.6,0.632,2.51,98,10
SAT0008909,FIELD0011,2025-07-01,0.794,0.467,5.14,44,30
SAT0008910,FIELD0027,2025-12-16,-0.022,0.035,1.09,32,30
SAT0008911,FIELD0033,2025-11-04,0.286,0.058,4.81,39,10
SAT0008912,FIELD0110,2025-05-25,0.246,0.48,1.05,58,20
SAT0008913,FIELD0166,2025-09-16,0.327,0.201,4.13,87,10
SAT0008914,FIELD0174,2025-03-14,0.821,0.544,4.59,71,10
SAT0008915,FIELD0044,2025-10-03,0.857,0.759,2.22,47,30
SAT0008916,FIELD0047,2026-01-27,0.733,0.627,1.55,57,30
SAT0008917,FIELD0181,2025-09-29,0.74,0.19,4.71,39,10
SAT0008918,FIELD0167,2026-02-09,0.796,0.766,1.33,8,20
SAT0008919,FIELD0200,2025-12-22,0.479,-0.016,4.17,76,20
SAT0008920,FIELD0150,2025-05-09,0.877,0.627,4.13,55,30
SAT0008921,FIELD0148,2025-03-15,0.788,0.082,3.33,68,30
SAT0008922,FIELD0170,2025-05-08,0.662,0.095,2.48,15,20
SAT0008923,FIELD0200,2025-11-29,0.741,0.031,2.82,4,20
SAT0008924,FIELD0077,2025-04-25,-0.041,0.057,0.06,5,10
SAT0008925,FIELD0019,2025-06-03,0.195,0.792,2.17,82,30
SAT0008926,FIELD0181,2025-10-10,0.284,0.207,0.82,39,20
SAT0008927,FIELD0066,2025-03-09,0.244,0.419,3.14,60,30
SAT0008928,FIELD0091,2025-08-08,0.719,0.624,0.74,68,30
SAT0008929,FIELD0097,2025-04-13,-0.048,0.04,5,59,20
SAT0008930,FIELD0174,2026-01-28,0.368,0.189,5.51,18,20
SAT0008931,FIELD0154,2025-05-14,0.137,0.601,1.03,12,30
SAT0008932,FIELD0035,2025-07-28,0.407,0.616,4.05,34,10
SAT0008933,FIELD0027,2025-08-10,0.063,0.646,0.17,48,20
SAT0008934,FIELD0187,2025-09-01,0.064,0.112,2.65,9,20
SAT0008935,FIELD0191,2025-07-31,0.336,0.6,2.05,60,20
SAT0008936,FIELD0144,2026-01-01,0.814,0.038,5.01,95,30
SAT0008937,FIELD0024,2025-04-30,0.076,0.373,0.96,60,30
SAT0008938,FIELD0044,2025-04-09,0.162,0.476,1.72,32,10
SAT0008939,FIELD0125,2025-10-11,0.734,0.179,4.91,87,10
SAT0008940,FIELD0061,2025-04-05,0.281,0.627,0.76,39,20
SAT0008941,FIELD0171,2026-01-30,0.707,0.204,4.23,48,10
SAT0008942,FIELD0027,2025-12-21,0.7,0.265,4.92,82,20
SAT0008943,FIELD0101,2025-05-08,0.481,0.784,1.02,77,10
SAT0008944,FIELD0155,2026-01-15,0.258,0.597,0.76,59,30
SAT0008945,FIELD0002,2025-06-21,0.018,0.415,1.62,34,10
SAT0008946,FIELD0035,2025-06-09,0.272,0.667,0.25,76,30
SAT0008947,FIELD0145,2026-01-12,0.643,0.5,0.9,47,30
SAT0008948,FIELD0199,2025-05-30,0.882,0.008,2.04,81,20
SAT0008949,FIELD0035,2025-03-28,0.559,0.336,1.81,76,10
SAT0008950,FIELD0175,2025-07-23,0.564,0.288,3.88,40,10
SAT0008951,FIELD0071,2025-08-31,0.593,0.149,2.49,10,30
SAT0008952,FIELD0107,2025-03-02,0.746,0.421,5.51,92,20
SAT0008953,FIELD0007,2025-11-20,0.25,0.327,2.78,15,10
SAT0008954,FIELD0130,2025-04-08,0.458,0.579,1.33,61,30
SAT0008955,FIELD0194,2025-07-15,0.02,0.604,4.58,28,10
SAT0008956,FIELD0131,2025-03-31,-0.039,0.382,2.51,89,30
SAT0008957,FIELD0121,2026-01-30,0.066,0.634,1.72,73,20
SAT0008958,FIELD0016,2025-09-25,0.625,0.029,3.38,3,30
SAT0008959,FIELD0035,2025-05-02,0.061,-0.075,2.04,78,10
SAT0008960,FIELD0168,2025-11-23,0.334,-0.013,2.38,67,30
SAT0008961,FIELD0043,2025-07-30,0.47,0.706,3.24,57,10
SAT0008962,FIELD0178,2026-01-18,0.358,0.005,1.9,51,30
SAT0008963,FIELD0067,2025-05-15,0.757,0.181,3.01,23,20
SAT0008964,FIELD0105,2025-06-27,0.883,0.644,3.29,2,30
SAT0008965,FIELD0051,2025-10-05,0.688,0.256,4.52,38,10
SAT0008966,FIELD0180,2025-08-08,0.534,0.192,2.45,48,10
SAT0008967,FIELD0039,2025-10-28,0.547,0.778,3.74,76,30
SAT0008968,FIELD0184,2025-06-14,0.227,0.624,2.24,75,30
SAT0008969,FIELD0145,2025-07-15,0.588,0.018,0.72,18,20
SAT0008970,FIELD0110,2025-06-17,0.534,-0.061,0.87,47,30
SAT0008971,FIELD0172,2026-01-04,0.411,0.324,4.23,24,30
SAT0008972,FIELD0138,2025-12-12,0.821,0.416,4.4,96,30
SAT0008973,FIELD0055,2025-08-28,0.738,0.347,1.73,15,10
SAT0008974,FIELD0191,2025-09-07,0.103,0.661,0.82,23,30
SAT0008975,FIELD0179,2025-06-04,0.207,-0.012,5.14,26,20
SAT0008976,FIELD0087,2025-08-03,0.236,0.552,2.3,78,20
SAT0008977,FIELD0120,2025-05-01,0.88,0.791,4.41,82,30
SAT0008978,FIELD0075,2025-12-28,0.092,0.416,0.48,77,10
SAT0008979,FIELD0071,2025-06-21,0.875,0.281,2.32,84,10
SAT0008980,FIELD0056,2025-09-29,0.412,0.247,1.13,18,30
SAT0008981,FIELD0030,2025-03-02,0.285,0.032,3.26,16,30
SAT0008982,FIELD0130,2025-05-19,0.151,0.798,3.99,1,30
SAT0008983,FIELD0042,2025-07-29,0.579,0.722,5.02,94,30
SAT0008984,FIELD0170,2025-12-14,-0.089,0.675,4.5,0,20
SAT0008985,FIELD0193,2025-11-23,0.336,0.173,2.29,4,30
SAT0008986,FIELD0192,2025-12-30,0.813,0.636,4.92,1,10
SAT0008987,FIELD0122,2025-07-17,0.401,0.25,0.2,18,30
SAT0008988,FIELD0163,2025-04-06,0.206,0.287,5.81,25,20
SAT0008989,FIELD0149,2025-08-19,0.475,0.114,3.2,38,20
SAT0008990,FIELD0031,2025-03-12,0.765,0.204,5.2,36,30
SAT0008991,FIELD0069,2025-09-03,0.763,0.578,5.65,78,20
SAT0008992,FIELD0022,2025-06-18,0.246,0.079,5.89,69,30
SAT0008993,FIELD0110,2025-12-02,0.269,0.701,4.87,75,30
SAT0008994,FIELD0110,2025-09-12,-0.039,0.401,2.5,74,10
SAT0008995,FIELD0177,2026-01-28,0.02,0.086,5.02,56,30
SAT0008996,FIELD0168,2026-01-31,0.62,0.496,5.06,94,30
SAT0008997,FIELD0134,2025-05-15,0.359,0.263,5.68,49,20
SAT0008998,FIELD0025,2025-03-01,0.033,0.673,3.6,55,30
SAT0008999,FIELD0068,2025-11-22,0.444,0.384,3.36,73,30
SAT0009000,FIELD0145,2025-04-13,0.546,0.286,1.72,55,20
SAT0009001,FIELD0179,2025-05-04,0.414,0.14,5.76,21,30
SAT0009002,FIELD0180,2025-10-29,0.651,-0.02,0.53,91,20
SAT0009003,FIELD0097,2025-03-24,0.509,0.173,5.69,60,30
SAT0009004,FIELD0005,2025-03-23,0.47,0.297,2.23,73,10
SAT0009005,FIELD0065,2025-07-27,0.013,0.352,4.88,16,10
SAT0009006,FIELD0020,2025-12-01,0.625,0.736,3.3,3,20
SAT0009007,FIELD0067,2025-06-15,0.842,0.299,4.9,20,30
SAT0009008,FIELD0071,2025-05-19,-0.058,0.117,0.57,95,30
SAT0009009,FIELD0079,2025-03-31,0.391,0.287,2.91,18,30
SAT0009010,FIELD0021,2025-05-19,0.188,0.745,5.43,100,10
SAT0009011,FIELD0186,2025-05-17,0.591,0.128,0.05,1,10
SAT0009012,FIELD0169,2025-08-21,0.858,0.376,2.44,51,20
SAT0009013,FIELD0119,2025-09-26,0.299,-0.022,0.84,84,20
SAT0009014,FIELD0123,2025-03-08,0.793,0.571,5.77,34,20
SAT0009015,FIELD0197,2025-09-02,0.668,0.016,3.24,25,20
SAT0009016,FIELD0153,2025-03-31,0.394,0.676,5.44,96,20
SAT0009017,FIELD0114,2025-08-19,0.641,0.754,0.48,70,20
SAT0009018,FIELD0033,2025-04-29,0.219,0.303,2.32,29,30
SAT0009019,FIELD0040,2025-04-08,0.821,0.28,3.99,73,10
SAT0009020,FIELD0001,2026-01-25,0.456,0.038,1.06,19,30
SAT0009021,FIELD0014,2026-01-26,0.522,0.316,0.87,99,10
SAT0009022,FIELD0129,2025-07-03,0.069,0.389,0.31,78,10
SAT0009023,FIELD0123,2025-10-21,0.36,-0.057,3.35,70,20
SAT0009024,FIELD0110,2025-08-11,0.75,-0.095,5.41,1,10
SAT0009025,FIELD0083,2025-10-17,-0.031,0.385,1.45,67,20
SAT0009026,FIELD0061,2025-05-11,-0.091,0.023,2.97,14,10
SAT0009027,FIELD0144,2025-12-08,0.158,0.249,5.35,53,30
SAT0009028,FIELD0192,2025-09-04,0.296,0.668,3.43,4,20
SAT0009029,FIELD0040,2025-08-28,0.16,0.328,5.45,35,20
SAT0009030,FIELD0177,2025-08-01,0.441,0.651,3.82,9,10
SAT0009031,FIELD0166,2025-05-05,0.899,-0.035,4.56,80,10
SAT0009032,FIELD0138,2025-03-17,0.413,0.313,0.65,8,30
SAT0009033,FIELD0066,2026-02-09,-0.1,0.75,5.1,16,20
SAT0009034,FIELD0028,2025-06-11,0.045,0.708,0.98,22,20
SAT0009035,FIELD0133,2025-05-30,0.797,0.177,0.67,31,20
SAT0009036,FIELD0136,2025-06-04,0.196,-0.088,2.33,9,20
SAT0009037,FIELD0022,2025-10-19,0.355,0.422,5.04,98,20
