record_id,field_id,date,temp_max_c,temp_min_c,precipitation_mm,humidity_percent,wind_speed_kmh,solar_radiation_wm2
WH0008192,FIELD0082,2025-01-18,12.1,1,4.3,94,36.9,772
WH0008193,FIELD0088,2025-06-14,31.8,14,4.5,58,7.4,549
WH0008194,FIELD0004,2025-05-13,11.5,-1.7,6.5,86,13.1,388
WH0008195,FIELD0041,2025-04-01,22.7,17,28,32,25.1,142
WH0008196,FIELD0113,2025-05-23,29.3,-0.5,9.5,32,39.4,646
WH0008197,FIELD0062,2025-02-12,15.2,8.3,16.1,70,3,532
WH0008198,FIELD0142,2025-12-19,40,31.1,40.2,94,23.5,745
WH0008199,FIELD0066,2025-06-06,29,6.5,12.6,71,38.5,62
WH0008200,FIELD0156,2025-10-26,17,6.7,30.1,57,32.1,783
WH0008201,FIELD0154,2025-11-08,20.8,4.4,38.4,82,2.6,356
WH0008202,FIELD0160,2025-06-05,12.6,5.2,49.1,57,29.1,116
WH0008203,FIELD0051,2025-03-06,27.6,12.7,5.5,60,36.4,379
WH0008204,FIELD0147,2025-02-10,22.4,16.9,0.6,94,15.3,622
WH0008205,FIELD0004,2025-04-13,13.6,-3.7,22,39,0.1,682
WH0008206,FIELD0165,2025-11-27,35.9,11.7,35,84,0.4,610
WH0008207,FIELD0118,2025-07-31,39.2,22.4,9.9,62,19,125
WH0008208,FIELD0026,2025-07-15,13.5,1.2,23.3,48,26,256
WH0008209,FIELD0162,2025-04-19,26.1,4.4,25.7,53,16.9,305
WH0008210,FIELD0027,2025-06-27,13.4,-2,22.1,35,39.9,552
WH0008211,FIELD0146,2025-06-26,31.4,2.2,24.4,43,16.5,179
WH0008212,FIELD0199,2025-05-23,37.5,10,41.1,60,13.1,616
WH0008213,FIELD0180,2025-09-13,28,13.8,22.4,62,3.3,678
WH0008214,FIELD0177,2025-05-29,25.9,3.5,43.2,46,11.8,722
WH0008215,FIELD0192,2025-07-16,16.8,7.6,40,52,7.6,139
WH0008216,FIELD0154,2025-10-28,17.7,-4.3,47.7,87,23.6,597
WH0008217,FIELD0125,2025-02-05,12.1,-4.7,2.3,44,34,762
WH0008218,FIELD0140,2025-04-30,20.6,8.9,17.3,55,12.5,504
WH0008219,FIELD0024,2026-01-11,34.5,17.3,13.7,69,34.4,517
WH0008220,FIELD0117,2025-05-26,31.3,26.2,2.3,92,2.1,463
WH0008221,FIELD0154,2025-11-19,36.8,1,9,43,17.8,607
WH0008222,FIELD0065,2025-08-17,24,10.6,6.9,48,24.6,779
WH0008223,FIELD0005,2025-12-10,22.9,16.3,29.7,40,1,502
WH0008224,FIELD0015,2025-05-19,12.7,2.4,8.9,55,32.4,618
WH0008225,FIELD0111,2026-02-04,25.3,1.5,7.6,70,12,526
WH0008226,FIELD0183,2025-05-04,39.3,15.1,16.5,54,31.7,175
WH0008227,FIELD0143,2025-05-22,33.4,22.3,1.3,53,21.5,191
WH0008228,FIELD0198,2025-10-22,19.4,0,40.9,64,8.3,405
WH0008229,FIELD0141,2025-06-24,25,8.5,44.5,85,9.8,129
WH0008230,FIELD0055,2025-01-17,20.5,2.3,25.3,49,35.5,370
WH0008231,FIELD0104,2025-12-27,33.3,15,27,92,34.4,504
WH0008232,FIELD0003,2025-12-29,16,11,8.1,86,38.7,66
WH0008233,FIELD0002,2025-07-12,25.3,19.5,21,80,37.2,75
WH0008234,FIELD0124,2025-01-05,16.5,8.8,8.6,91,38,549
WH0008235,FIELD0091,2026-01-15,21.2,11.8,41.9,77,3.1,477
WH0008236,FIELD0048,2025-04-25,30.4,-4.7,26.6,83,8.3,609
WH0008237,FIELD0192,2026-02-11,31.4,-2.6,24.1,35,30.7,249
WH0008238,FIELD0135,2025-04-28,34.4,24,18.5,50,24.7,50
WH0008239,FIELD0025,2025-08-12,18.1,8.8,13.9,71,38,779
WH0008240,FIELD0162,2025-04-10,37.2,4.1,49.8,33,34.3,143
WH0008241,FIELD0156,2025-06-04,19.3,8.2,48.8,34,20.9,412
WH0008242,FIELD0085,2025-03-22,32.2,3,22.8,53,19,137
WH0008243,FIELD0052,2025-02-15,30.5,-2,20.7,94,2.6,499
WH0008244,FIELD0038,2025-09-06,33.9,17.1,11.9,75,8,767
WH0008245,FIELD0032,2025-12-20,28.7,3.8,43.2,54,33.6,236
WH0008246,FIELD0018,2025-09-12,33.6,1.2,34.9,51,6.9,338
WH0008247,FIELD0046,2025-11-13,10.7,-2.1,13.4,58,6.9,738
WH0008248,FIELD0107,2025-07-04,27.8,17.2,37.6,48,23.9,393
WH0008249,FIELD0092,2025-08-29,36,16.5,14.6,66,18.3,80
WH0008250,FIELD0100,2025-04-22,11.7,5.8,40.7,62,29.1,576
WH0008251,FIELD0085,2025-07-23,21.4,-0.3,9.8,60,36.2,526
WH0008252,FIELD0183,2025-10-05,37.1,16.2,33.9,31,25.3,187
WH0008253,FIELD0039,2025-11-18,15.9,5.5,40.7,54,32.4,657
WH0008254,FIELD0038,2026-01-19,16.2,4.3,38.8,82,14.3,274
WH0008255,FIELD0159,2026-01-20,13.2,4,50,78,0.3,680
WH0008256,FIELD0112,2025-10-13,38.4,16.8,42.9,36,2.1,555
WH0008257,FIELD0138,2026-02-01,14.5,1.1,30.2,71,32.7,147
WH0008258,FIELD0076,2026-01-17,12.6,5.2,47,66,21.7,202
WH0008259,FIELD0065,2025-07-09,12.1,1.9,25.5,93,1.3,670
WH0008260,FIELD0069,2025-06-21,18.3,8.4,47.8,56,38.7,112
WH0008261,FIELD0187,2025-12-21,37.1,6.7,5,72,24.7,702
WH0008262,FIELD0170,2025-06-05,35.9,18.1,40.5,68,5.5,242
WH0008263,FIELD0049,2025-02-04,36.4,10.5,28.9,60,22.1,741
WH0008264,FIELD0191,2025-11-07,32.1,18.8,15.6,63,3.6,319
WH0008265,FIELD0161,2025-07-27,32.6,13.8,10.5,89,0.6,250
WH0008266,FIELD0086,2025-08-04,24.4,4.6,38.2,43,35.2,502
WH0008267,FIELD0119,2025-06-27,19.3,-3.6,1,87,20.7,133
WH0008268,FIELD0105,2025-01-29,36.9,-5,17.4,88,29.1,76
WH0008269,FIELD0060,2026-01-01,32.8,22.8,22.8,73,32.9,270
WH0008270,FIELD0029,2025-11-05,29.7,0.1,29.7,39,34.4,464
WH0008271,FIELD0133,2025-04-11,30,19.3,29.5,64,10.9,114
WH0008272,FIELD0180,2025-06-14,25.4,15.7,23.2,54,36.2,55
WH0008273,FIELD0182,2025-03-05,30.2,6,21.7,94,12.4,242
WH0008274,FIELD0162,2025-07-12,34.1,-3.6,46.4,43,11,573
WH0008275,FIELD0153,2025-10-04,36.6,11.2,29.6,94,11,145
WH0008276,FIELD0169,2025-07-16,32.7,21.3,1.1,38,39.8,558
WH0008277,FIELD0095,2025-12-24,23.1,7.6,13.1,70,34.4,694
WH0008278,FIELD0197,2025-12-02,35.4,22.3,26.6,85,36.9,145
WH0008279,FIELD0069,2025-04-17,22,6.5,2.5,77,1.3,616
WH0008280,FIELD0026,2025-02-24,12.8,-4.4,4.6,58,23.7,563
WH0008281,FIELD0196,2025-02-19,24.8,11.2,21.4,39,26.9,459
WH0008282,FIELD0121,2025-05-10,12.3,1.2,36,46,9.6,594
WH0008283,FIELD0023,2025-09-07,34.2,3.4,22.2,71,8.5,753
WH0008284,FIELD0136,2025-06-04,33.2,4.6,48.5,39,27,781
WH0008285,FIELD0109,2025-04-27,33.2,-2.5,9.9,61,39.8,92
WH0008286,FIELD0069,2026-01-05,10.4,4.3,15.6,56,29.2,655
WH0008287,FIELD0055,2025-05-24,20.7,15.1,13.9,84,7,459
WH0008288,FIELD0004,2025-07-18,32.3,10.1,35.1,50,12.2,257
WH0008289,FIELD0162,2025-06-25,13.3,2.7,36.6,49,28,381
WH0008290,FIELD0095,2025-09-14,10.3,5.2,12.2,87,34.7,521
WH0008291,FIELD0178,2025-02-09,10.9,1.3,29.6,72,30.4,222
WH0008292,FIELD0080,2025-01-07,33.1,1.6,26.7,59,26.8,749
WH0008293,FIELD0128,2025-09-11,19.5,12.5,23.8,79,6.8,666
WH0008294,FIELD0140,2025-07-11,36.1,20.4,36.8,71,6.5,699
WH0008295,FIELD0030,2025-12-06,30.9,19,0.3,45,2.7,632
WH0008296,FIELD0173,2025-09-20,36.7,28.7,22.9,88,9.4,283
WH0008297,FIELD0197,2025-01-25,15.3,-0.8,29.9,71,10.1,256
WH0008298,FIELD0005,2025-08-14,13,-2.1,40.5,82,9.1,294
WH0008299,FIELD0106,2025-12-17,26,15.7,31.2,73,5.4,538
WH0008300,FIELD0126,2025-01-31,28.8,21.3,10.4,31,29.7,422
WH0008301,FIELD0172,2026-01-20,35.3,11.9,39.8,51,32,734
WH0008302,FIELD0054,2025-11-10,19.3,6.1,4.4,49,30.7,152
WH0008303,FIELD0161,2025-01-19,13.5,7.6,40.8,42,27.4,578
WH0008304,FIELD0033,2025-05-15,13.7,4.7,26.9,42,30.2,220
WH0008305,FIELD0130,2025-05-06,12.8,1.5,1.7,59,27,573
WH0008306,FIELD0114,2025-11-28,22.7,15.1,7.5,85,13.3,325
WH0008307,FIELD0045,2025-09-25,32.4,20.2,0.1,78,2.8,713
WH0008308,FIELD0017,2025-10-16,38.6,26.6,17.4,78,14.1,490
WH0008309,FIELD0079,2026-02-14,17,3.6,37.9,42,16.6,430
WH0008310,FIELD0112,2025-01-01,32,4.4,28.8,50,6.1,177
WH0008311,FIELD0055,2025-09-26,33.3,6.5,32.5,83,34.4,415
WH0008312,FIELD0090,2026-01-28,35.7,30.3,16,76,36.3,775
WH0008313,FIELD0035,2025-02-23,19.9,14.1,1.5,61,2.6,337
WH0008314,FIELD0185,2025-04-29,28.3,18.2,44.6,68,32.4,252
WH0008315,FIELD0187,2025-10-13,28,-0.1,2.7,61,1.9,137
WH0008316,FIELD0032,2025-04-16,38.1,23.6,24.5,41,33.5,411
WH0008317,FIELD0042,2025-12-07,34.1,2.2,41.9,58,28.6,707
WH0008318,FIELD0107,2025-11-17,20.8,4.6,27.7,30,25,294
WH0008319,FIELD0123,2025-09-12,15.4,-3.8,33.4,34,16,193
WH0008320,FIELD0004,2025-06-25,38.6,22.4,12.4,77,24.9,120
WH0008321,FIELD0170,2025-09-10,36.7,0.7,19.8,43,19.3,562
WH0008322,FIELD0044,2025-12-02,20.1,-2.4,44.8,58,33.4,395
WH0008323,FIELD0126,2025-02-10,22.9,14.5,26.8,71,25,577
WH0008324,FIELD0198,2025-08-02,22,0.3,2.9,40,26.3,82
WH0008325,FIELD0181,2025-02-09,36.4,18.8,43.1,60,22.1,242
WH0008326,FIELD0050,2025-05-10,34.6,14.8,47.4,38,13.5,689
WH0008327,FIELD0090,2025-09-15,20.6,-0.6,9.4,55,8.7,188
WH0008328,FIELD0107,2025-12-14,22.3,12.3,12.9,92,16.1,362
WH0008329,FIELD0007,2025-02-25,34,8.2,21.2,92,6.1,773
WH0008330,FIELD0012,2025-12-28,35.2,3,42.1,74,5.1,377
WH0008331,FIELD0030,2025-07-06,32.6,21.3,19.2,89,13.3,429
WH0008332,FIELD0091,2025-04-09,29.7,-3.9,29.5,58,12.8,170
WH0008333,FIELD0124,2026-02-07,28,21.3,39.1,33,27.5,212
WH0008334,FIELD0067,2025-05-22,25.9,20.6,46.4,87,0.1,629
WH0008335,FIELD0038,2025-02-22,28.2,3.5,4.8,78,17.5,737
WH0008336,FIELD0040,2025-11-19,19.5,4.9,38.4,67,24.9,628
WH0008337,FIELD0136,2025-10-04,27.8,1.6,2.2,48,27,103
WH0008338,FIELD0030,2025-07-05,14.9,-2,23.3,88,7.3,228
WH0008339,FIELD0144,2025-08-02,36.8,29.8,6.3,74,18.9,675
WH0008340,FIELD0179,2025-06-27,32.7,-3.2,48.5,65,32.7,477
WH0008341,FIELD0136,2025-07-24,19.3,4.5,38.1,44,37,583
WH0008342,FIELD0107,2025-02-24,16.7,7.9,8.5,31,4.9,321
WH0008343,FIELD0076,2025-12-03,15.6,3.9,12.7,58,1.3,284
WH0008344,FIELD0072,2025-01-10,11.4,-3.8,5.7,90,3.3,461
WH0008345,FIELD0090,2026-01-22,10.1,-0.6,12.5,91,24.7,467
WH0008346,FIELD0002,2025-06-10,35.1,12.6,23.8,87,26.3,175
WH0008347,FIELD0025,2025-12-09,22.8,3.5,40.2,93,22,368
WH0008348,FIELD0055,2025-07-22,34.2,2.7,33.2,69,17.9,271
WH0008349,FIELD0044,2025-10-23,37.1,15.7,3.4,64,36,233
WH0008350,FIELD0063,2025-02-03,12.6,1.3,26.7,33,24.7,521
WH0008351,FIELD0023,2025-09-03,25.8,19.5,10.9,54,12.9,136
WH0008352,FIELD0144,2025-11-24,13,-2.3,10.3,89,30.9,791
WH0008353,FIELD0041,2026-01-30,22.2,12.2,40.1,59,35.1,275
WH0008354,FIELD0104,2025-07-06,19.3,5.2,28.7,33,20.9,120
WH0008355,FIELD0094,2025-10-20,10.6,-1.4,26.1,73,3.5,142
WH0008356,FIELD0122,2025-12-11,18.2,7.6,42.4,68,10.5,515
WH0008357,FIELD0006,2025-11-22,10.9,1.2,35.9,34,21.7,420
WH0008358,FIELD0105,2025-01-23,18.3,8.5,25.2,61,35.9,352
WH0008359,FIELD0151,2025-11-27,24.7,0.9,41,36,21.2,671
WH0008360,FIELD0013,2025-11-02,15.4,5.8,14.2,68,32,313
WH0008361,FIELD0011,2025-11-25,22.3,17.1,34,50,28.3,627
WH0008362,FIELD0082,2025-08-22,26.3,11,5,30,15.8,377
WH0008363,FIELD0183,2025-11-23,19.1,2.7,40.5,45,33.5,628
WH0008364,FIELD0171,2025-04-01,19.9,-0.2,26.5,78,32.6,442
WH0008365,FIELD0160,2025-05-01,31.1,-1.3,1.3,89,7.8,255
WH0008366,FIELD0050,2026-01-19,33.8,2.7,47.9,73,12.1,622
WH0008367,FIELD0078,2025-02-19,34.5,15.1,29.1,75,19.7,200
WH0008368,FIELD0082,2026-01-08,29.1,0,12.9,64,7.5,723
WH0008369,FIELD0072,2025-07-01,27.1,22.1,38,42,38.6,129
WH0008370,FIELD0001,2025-04-13,22.3,7.3,5.1,61,31.1,687
WH0008371,FIELD0023,2026-01-10,31.7,21.6,14.8,85,0.8,438
WH0008372,FIELD0013,2025-02-12,20.2,8.4,43,63,22.7,362
WH0008373,FIELD0041,2025-07-20,23.1,17,18.3,42,14.8,542
WH0008374,FIELD0192,2025-02-10,22,9.2,10.8,61,9,292
WH0008375,FIELD0140,2025-03-08,37.6,0.2,49.6,79,29,674
WH0008376,FIELD0086,2025-07-23,39.4,16.6,16,41,23.4,584
WH0008377,FIELD0171,2025-03-18,37.1,8.5,42.5,69,28.5,186
WH0008378,FIELD0164,2025-01-23,20.1,14.4,21.4,32,12.4,245
WH0008379,FIELD0184,2025-03-20,36.2,13.6,47.9,76,19.7,685
WH0008380,FIELD0064,2025-06-08,36.6,18.6,36.6,72,18.1,478
WH0008381,FIELD0135,2025-01-14,34.7,17.2,19.4,32,29.5,253
WH0008382,FIELD0158,2026-01-03,36.6,4.4,16.7,89,36.8,771
WH0008383,FIELD0106,2025-08-07,36,-0.8,19,48,32,425
WH0008384,FIELD0008,2025-02-19,37.6,5.3,9.3,59,39.3,547
WH0008385,FIELD0009,2025-10-31,21.5,1.5,16.1,36,16.5,481
WH0008386,FIELD0143,2025-01-15,38.3,13.6,5.7,95,4.9,205
WH0008387,FIELD0012,2025-06-28,37,21.2,26.3,30,11.9,614
WH0008388,FIELD0198,2025-06-30,10.8,-4.9,26.9,74,35.4,707
WH0008389,FIELD0056,2025-12-28,38.1,11.5,8.5,80,27.6,535
WH0008390,FIELD0136,2025-03-24,16.2,7,22.1,85,36,289
WH0008391,FIELD0162,2025-03-07,12.5,-0.7,18.1,74,34.9,465
WH0008392,FIELD0198,2025-11-25,34.2,25.2,3.9,46,6.7,502
WH0008393,FIELD0164,2026-01-11,28.7,22.9,27.9,38,0.6,547
WH0008394,FIELD0147,2025-12-07,38.3,4.9,41.1,44,13.9,543
WH0008395,FIELD0174,2025-03-18,17.6,8.6,8.5,72,14.6,658
WH0008396,FIELD0080,2025-10-31,25.1,-3.5,39.8,71,0.6,799
WH0008397,FIELD0052,2025-03-13,15.3,2.1,0.7,72,37.1,143
WH0008398,FIELD0025,2025-07-16,25.1,-3.2,19,92,25.5,623
WH0008399,FIELD0038,2025-06-07,38.4,26.5,21.3,90,39.4,182
WH0008400,FIELD0132,2025-12-10,38.1,-2.2,36.5,88,12.9,268
WH0008401,FIELD0142,2025-05-20,36.2,21.2,27.5,66,34,479
WH0008402,FIELD0196,2025-10-05,10.8,3.4,30.7,58,23.2,617
WH0008403,FIELD0174,2025-07-27,36.7,28.1,4.3,85,1.6,480
WH0008404,FIELD0121,2025-03-20,21,-2.1,47.1,90,34.2,767
WH0008405,FIELD0049,2025-09-27,31.8,-0.2,40.7,44,23.3,800
WH0008406,FIELD0193,2025-01-19,11.5,2.8,2.7,87,3.9,79
WH0008407,FIELD0052,2025-10-13,27.3,-2.5,24.6,60,3.6,53
WH0008408,FIELD0124,2025-07-07,37.4,23.3,36.1,55,39.5,683
WH0008409,FIELD0156,2025-01-25,26.5,9.3,7.8,78,28.1,500
WH0008410,FIELD0028,2025-09-09,10.3,0.9,9.4,54,14.8,557
WH0008411,FIELD0141,2025-02-18,38.7,10.7,42.3,58,26.1,562
WH0008412,FIELD0037,2025-11-17,25.5,4.7,41.5,57,18.6,402
WH0008413,FIELD0179,2026-02-04,34.5,-4.7,32,79,19.1,354
WH0008414,FIELD0100,2025-09-15,18.1,5.1,48.3,63,22.3,516
WH0008415,FIELD0106,2025-02-03,34.3,16.4,29.8,62,27.7,181
WH0008416,FIELD0175,2026-01-19,29.3,22.6,41.1,71,32.9,588
WH0008417,FIELD0007,2025-10-15,24,12.9,1.8,92,28.8,388
WH0008418,FIELD0075,2025-05-18,21.7,9.6,22.6,78,7.1,718
WH0008419,FIELD0070,2026-01-10,34.4,0.9,8.5,95,33.8,585
WH0008420,FIELD0191,2025-07-31,30.6,10.4,49.4,50,19.7,186
WH0008421,FIELD0142,2025-07-17,28.7,7.2,14.2,46,14.2,798
WH0008422,FIELD0060,2025-01-25,13.6,1.7,34,82,11.5,401
WH0008423,FIELD0077,2025-11-13,37.2,9.8,37.4,44,15.4,768
WH0008424,FIELD0028,2025-05-29,38,20.2,33.4,72,24.2,131
WH0008425,FIELD0198,2025-10-22,35.9,1.9,26.1,71,1.5,153
WH0008426,FIELD0117,2025-08-19,17.3,2.1,18.2,58,26.1,250
WH0008427,FIELD0025,2025-02-08,16.2,2.2,17.8,60,23.9,60
WH0008428,FIELD0099,2025-11-15,21,3,40.5,92,8.9,494
WH0008429,FIELD0016,2026-01-26,23.3,9.6,21.3,57,0.9,438
WH0008430,FIELD0194,2025-05-25,38.7,19.2,14.5,60,37,253
WH0008431,FIELD0114,2025-10-18,31.8,9.3,25.7,39,6.2,283
WH0008432,FIELD0130,2025-01-15,19.1,7.6,26.8,67,35.2,457
WH0008433,FIELD0114,2025-10-27,32.8,13.5,15.5,76,19.8,398
WH0008434,FIELD0125,2025-05-11,34.4,25.4,13.3,92,6.5,86
WH0008435,FIELD0086,2025-05-12,11.4,4.6,42.2,43,15.5,793
WH0008436,FIELD0112,2025-08-05,11.2,4,1,36,33.8,457
WH0008437,FIELD0169,2026-01-07,28.5,7.6,27.7,85,7.4,647
WH0008438,FIELD0022,2025-02-15,38.4,9.7,15.5,60,17.2,425
WH0008439,FIELD0042,2025-02-15,27.4,12.9,7.4,86,4.9,419
WH0008440,FIELD0200,2025-02-18,36.4,1.2,45.9,32,2.3,426
WH0008441,FIELD0153,2025-08-21,21.4,13.7,48.9,42,35.6,296
WH0008442,FIELD0046,2025-11-04,33,22.7,25.5,35,29.7,216
WH0008443,FIELD0043,2026-02-11,37.6,2.8,8.4,39,24.8,631
WH0008444,FIELD0167,2025-02-22,21.6,4.7,22.6,69,17,580
WH0008445,FIELD0192,2025-04-18,26.6,-3.9,48.6,67,3.3,171
WH0008446,FIELD0056,2026-01-28,31.4,15,15.5,59,32.4,182
WH0008447,FIELD0089,2025-09-29,21.7,-1.4,9.2,53,12.7,147
WH0008448,FIELD0074,2026-01-10,38,1.2,39.9,37,23.7,478
WH0008449,FIELD0102,2026-01-06,29.5,8.5,12.7,54,12.2,521
WH0008450,FIELD0175,2026-01-11,10.4,2.5,22.9,30,33.1,93
WH0008451,FIELD0010,2025-05-22,34,1.5,47.6,89,8.9,352
WH0008452,FIELD0131,2025-05-07,22.7,13.6,27.2,93,0.4,364
WH0008453,FIELD0145,2026-01-24,20.4,13,32.1,47,22.1,645
WH0008454,FIELD0133,2025-10-29,37.4,21.9,43.2,52,17.9,574
WH0008455,FIELD0087,2025-09-21,25.1,15.1,33.4,75,39.6,257
WH0008456,FIELD0153,2025-07-06,14.8,5.2,21,89,30.9,172
WH0008457,FIELD0058,2026-01-05,21.7,9.1,29.9,68,28.8,59
WH0008458,FIELD0157,2025-09-28,29.1,-1.1,3.2,54,6.9,276
WH0008459,FIELD0093,2025-08-11,21.8,-1.9,10.8,36,7.1,454
WH0008460,FIELD0039,2025-12-12,10.6,-3.8,12.7,91,7.1,286
WH0008461,FIELD0196,2025-06-02,10.6,-1.4,4.3,82,27.4,383
WH0008462,FIELD0035,2026-02-11,33.9,23.4,5,73,26.8,576
WH0008463,FIELD0093,2025-08-09,13.9,3.5,12.7,89,5.2,232
WH0008464,FIELD0074,2025-01-17,20.1,5.2,18.2,41,4,243
WH0008465,FIELD0031,2026-02-14,11.1,0.4,12.6,53,35.8,262
WH0008466,FIELD0058,2026-01-20,34.3,-2.1,12,50,17.2,122
WH0008467,FIELD0069,2025-01-04,23.3,1.3,32,30,19.4,327
WH0008468,FIELD0083,2026-01-12,28.5,9.5,10.2,50,29.6,144
WH0008469,FIELD0015,2025-01-27,11.1,-3.6,30.2,63,39.5,409
WH0008470,FIELD0064,2025-08-07,30.3,5,38.6,84,14.8,233
WH0008471,FIELD0075,2025-04-17,12.3,-2.6,26.2,82,39.3,779
WH0008472,FIELD0188,2025-12-19,14.7,3.8,24.2,75,32.3,362
WH0008473,FIELD0084,2025-02-14,12.5,5.6,12.3,95,39.3,550
WH0008474,FIELD0140,2025-08-26,22.3,10.7,45.8,41,34.9,455
WH0008475,FIELD0051,2025-10-31,33.9,6.4,14.9,41,3,496
WH0008476,FIELD0112,2025-04-12,22.2,0.7,39.1,62,28.9,787
WH0008477,FIELD0113,2025-09-05,32.1,-1.4,25.9,56,10.8,168
WH0008478,FIELD0009,2025-10-09,13.3,5.2,48.5,90,16.6,287
WH0008479,FIELD0083,2025-08-29,29.5,0.3,36,80,1.1,307
WH0008480,FIELD0017,2026-01-01,25.2,14.1,20.1,36,21.7,433
WH0008481,FIELD0057,2025-07-13,37.9,-4.5,39.6,39,16.1,394
WH0008482,FIELD0081,2025-12-29,26.7,2.2,28.6,76,29,463
WH0008483,FIELD0180,2025-01-28,22.6,7.6,48.2,34,25.8,446
WH0008484,FIELD0028,2025-03-15,15,8,9.7,53,27.3,656
WH0008485,FIELD0176,2025-03-11,34.7,-4.3,3.8,39,11.4,208
WH0008486,FIELD0023,2025-10-21,32,-4.4,21,94,2,80
WH0008487,FIELD0179,2025-09-19,37.1,23.8,10.2,54,34.9,261
WH0008488,FIELD0002,2025-07-28,29,2.7,21.5,35,9.7,645
WH0008489,FIELD0135,2025-05-20,19.2,0,38.7,31,1.4,731
WH0008490,FIELD0101,2025-05-04,20,1.6,49.1,46,0.4,641
WH0008491,FIELD0121,2026-01-11,19.2,2,11.4,51,21,404
WH0008492,FIELD0028,2025-11-01,18.8,4.6,29.7,88,28,446
WH0008493,FIELD0043,2025-01-22,14.1,7.4,6.7,68,8.4,355
WH0008494,FIELD0003,2025-11-11,13.5,-1,22,94,4.9,742
WH0008495,FIELD0069,2025-01-10,12.1,-1,9,42,24.6,479
WH0008496,FIELD0033,2025-12-19,39,27.7,10.4,40,14.7,558
WH0008497,FIELD0099,2025-04-22,28.3,21.5,23.4,66,34.5,455
WH0008498,FIELD0035,2025-09-19,27.1,9.9,0.9,60,28.4,233
WH0008499,FIELD0160,2025-10-30,10.8,-0.1,25.5,80,30.2,543
WH0008500,FIELD0152,2025-08-20,21.7,16.4,28.5,87,6.9,654
WH0008501,FIELD0166,2025-07-29,13.9,2.5,12.4,79,2.4,85
WH0008502,FIELD0143,2026-01-31,27.4,14.5,8.9,30,32,490
WH0008503,FIELD0036,2025-11-17,32,19.1,0.1,77,36.2,530
WH0008504,FIELD0123,2025-07-16,35.6,-3,23.5,50,11.9,98
WH0008505,FIELD0058,2025-10-27,39.8,-2.1,21.4,54,26,374
WH0008506,FIELD0174,2025-09-03,29.6,4,43.3,47,39.4,529
WH0008507,FIELD0140,2025-01-05,28.2,14.7,32.2,85,0,123
WH0008508,FIELD0172,2025-03-04,13.6,-1.7,32.6,76,5.3,450
WH0008509,FIELD0194,2025-11-26,32.8,-4.2,37,93,36.7,367
WH0008510,FIELD0198,2025-06-25,14.1,2.4,18.5,90,28.4,489
WH0008511,FIELD0148,2025-07-04,18,10.3,49,30,13.5,678
WH0008512,FIELD0142,2025-04-17,28.5,15.6,26.4,89,35.3,598
WH0008513,FIELD0062,2025-01-24,21.2,9.4,32.7,59,39.9,293
WH0008514,FIELD0095,2025-11-10,14.2,0.8,37.2,95,2.3,644
WH0008515,FIELD0146,2026-01-26,31.7,18.5,39.6,34,11.5,223
WH0008516,FIELD0158,2025-12-31,40,10.6,25.9,85,39.6,269
WH0008517,FIELD0099,2025-04-05,38.1,-0.8,32.4,64,27.5,132
WH0008518,FIELD0071,2025-10-19,16,9.2,49.2,51,34.9,363
WH0008519,FIELD0173,2025-10-21,38.3,27.1,23.8,66,0.6,629
WH0008520,FIELD0006,2025-05-30,39.8,1.6,30.4,95,30.6,502
WH0008521,FIELD0118,2026-01-04,37.9,27.2,25.7,68,23.7,72
WH0008522,FIELD0153,2025-09-22,32.2,26.5,16.6,43,29.2,584
WH0008523,FIELD0138,2025-07-04,16.4,-1.9,32,41,35.3,265
WH0008524,FIELD0002,2025-01-30,33.8,8,4,70,2.8,503
WH0008525,FIELD0016,2025-08-20,35,3.8,40.4,55,26.1,211
WH0008526,FIELD0110,2026-01-07,25,3.7,35.8,41,9.5,138
WH0008527,FIELD0137,2025-08-12,13.7,-3.2,29,86,15.7,773
WH0008528,FIELD0139,2025-08-11,30.8,25.3,48.9,50,32.4,705
WH0008529,FIELD0104,2025-10-18,35.2,22.7,42.9,47,38.8,228
WH0008530,FIELD0005,2025-06-14,38.7,29.4,10.6,34,39.7,326
WH0008531,FIELD0036,2025-05-26,18.8,-4.3,30.6,77,2.1,90
WH0008532,FIELD0076,2025-11-30,34.1,19.6,18.5,58,5.8,263
WH0008533,FIELD0032,2025-05-07,24.3,-4.4,49.8,47,38.6,169
WH0008534,FIELD0171,2025-11-07,12.5,-1.5,12,38,37.8,691
WH0008535,FIELD0066,2025-08-21,13.5,-0.2,46.2,88,24.7,430
WH0008536,FIELD0087,2025-06-17,29.7,23.6,17.4,37,2.3,773
WH0008537,FIELD0191,2025-09-22,14.8,1.5,16.8,79,20.3,555
WH0008538,FIELD0162,2025-01-01,36.5,24.5,3.2,62,5.9,467
WH0008539,FIELD0140,2025-01-15,18.2,-1.2,47.9,44,5.9,605
WH0008540,FIELD0170,2025-08-27,28.1,16.9,2.4,79,30.3,518
WH0008541,FIELD0132,2025-12-08,12.9,0.6,11.5,37,2.8,345
WH0008542,FIELD0091,2025-03-30,34.6,-4.2,46.3,53,13.9,104
WH0008543,FIELD0103,2025-01-31,32.4,17.8,8.3,65,14.3,690
WH0008544,FIELD0111,2026-02-08,10.9,-4.8,20.4,66,36.4,677
WH0008545,FIELD0198,2025-10-26,20.5,13.5,23.2,35,22.8,613
