inspection_id,batch_id,inspector_id,inspection_time,sample_size,defects_found,defect_type,passed
INS0000909,BATCH001794,QC7,2025-07-01T00:39:02.813Z,20,4,dimensional_error,N
INS0000910,BATCH001140,QC3,2025-07-06T23:00:18.350Z,34,2,coating_defect,Y
INS0000911,BATCH000839,QC8,2025-07-24T16:38:24.842Z,15,2,coating_defect,Y
INS0000912,BATCH000258,QC18,2025-11-01T23:37:31.744Z,23,1,coating_defect,Y
INS0000913,BATCH001913,QC17,2025-12-09T20:01:01.749Z,42,5,material_crack,N
INS0000914,BATCH000647,QC9,2025-07-05T02:13:00.947Z,11,1,weld_defect,Y
INS0000915,BATCH001442,QC1,2025-06-08T07:40:38.560Z,25,5,coating_defect,N
INS0000916,BATCH000335,QC1,2026-02-01T03:16:39.900Z,30,2,material_crack,Y
INS0000917,BATCH001034,QC16,2025-11-21T18:49:25.194Z,37,5,surface_scratch,N
INS0000918,BATCH000152,QC10,2025-08-18T09:14:54.931Z,14,1,weld_defect,Y
INS0000919,BATCH001533,QC1,2025-08-11T11:20:19.423Z,25,4,material_crack,N
INS0000920,BATCH000229,QC11,2026-01-18T08:51:43.310Z,34,2,surface_scratch,Y
INS0000921,BATCH001017,QC12,2025-09-17T14:22:00.882Z,13,5,weld_defect,N
INS0000922,BATCH000496,QC20,2026-01-12T00:25:35.337Z,29,5,surface_scratch,N
INS0000923,BATCH001531,QC9,2025-12-24T09:43:43.717Z,17,5,weld_defect,N
INS0000924,BATCH000419,QC7,2025-12-14T21:50:25.451Z,44,3,coating_defect,N
INS0000925,BATCH001091,QC1,2025-11-11T02:32:34.416Z,41,3,dimensional_error,N
INS0000926,BATCH001414,QC7,2025-06-16T00:11:43.473Z,36,2,weld_defect,Y
INS0000927,BATCH001995,QC19,2025-09-10T12:10:06.446Z,14,4,material_crack,N
INS0000928,BATCH000998,QC3,2025-07-06T19:14:12.993Z,34,4,weld_defect,N
INS0000929,BATCH000417,QC20,2025-12-18T18:05:29.701Z,45,5,weld_defect,N
INS0000930,BATCH001028,QC8,2025-07-01T18:41:02.770Z,48,0,none,Y
INS0000931,BATCH000376,QC6,2025-06-29T13:22:31.103Z,31,4,surface_scratch,N
INS0000932,BATCH001320,QC14,2025-12-27T02:37:45.226Z,14,1,weld_defect,Y
INS0000933,BATCH001794,QC9,2025-07-07T19:54:41.133Z,38,4,weld_defect,N
INS0000934,BATCH001808,QC12,2025-11-30T09:14:30.144Z,29,3,surface_scratch,N
INS0000935,BATCH000579,QC16,2025-06-11T18:05:51.562Z,35,1,surface_scratch,Y
INS0000936,BATCH001295,QC16,2025-08-23T02:20:07.667Z,43,0,none,Y
INS0000937,BATCH000219,QC9,2025-11-07T02:46:39.725Z,36,0,none,Y
INS0000938,BATCH001230,QC18,2025-06-06T14:16:11.791Z,48,4,weld_defect,N
INS0000939,BATCH001391,QC10,2025-07-13T22:24:47.134Z,30,4,weld_defect,N
INS0000940,BATCH001884,QC6,2026-02-12T23:59:32.565Z,46,2,surface_scratch,Y
INS0000941,BATCH000018,QC3,2025-09-26T14:04:29.331Z,30,3,dimensional_error,N
INS0000942,BATCH001559,QC6,2025-12-10T16:32:59.141Z,45,2,coating_defect,Y
INS0000943,BATCH000555,QC1,2025-09-14T17:28:05.378Z,16,0,none,Y
INS0000944,BATCH001169,QC19,2025-07-17T22:56:22.428Z,37,2,coating_defect,Y
INS0000945,BATCH001364,QC19,2025-10-23T20:09:46.664Z,24,4,material_crack,N
INS0000946,BATCH001596,QC16,2025-09-05T18:10:58.004Z,11,5,coating_defect,N
INS0000947,BATCH001858,QC1,2025-09-16T00:28:18.741Z,39,3,dimensional_error,N
INS0000948,BATCH000764,QC11,2025-07-23T17:09:51.952Z,42,3,coating_defect,N
INS0000949,BATCH000539,QC11,2025-07-27T17:43:11.588Z,10,3,surface_scratch,N
INS0000950,BATCH001277,QC2,2025-10-25T03:53:22.915Z,26,0,none,Y
INS0000951,BATCH000369,QC5,2025-10-07T21:11:56.575Z,49,0,none,Y
INS0000952,BATCH000828,QC15,2025-06-20T05:30:48.343Z,47,3,weld_defect,N
INS0000953,BATCH000993,QC14,2026-01-20T01:53:20.248Z,17,5,coating_defect,N
INS0000954,BATCH000853,QC11,2025-10-21T18:19:24.511Z,14,4,dimensional_error,N
INS0000955,BATCH001151,QC18,2025-09-18T08:58:01.404Z,31,2,coating_defect,Y
INS0000956,BATCH000199,QC16,2025-07-25T15:17:33.374Z,22,5,coating_defect,N
INS0000957,BATCH000129,QC19,2025-09-07T11:30:18.340Z,13,3,weld_defect,N
INS0000958,BATCH000722,QC10,2025-12-23T05:00:53.905Z,29,2,material_crack,Y
INS0000959,BATCH001484,QC4,2025-06-01T22:55:51.219Z,43,5,weld_defect,N
INS0000960,BATCH000139,QC8,2026-02-01T11:17:41.140Z,31,2,weld_defect,Y
INS0000961,BATCH000901,QC9,2025-09-11T12:43:04.074Z,50,0,none,Y
INS0000962,BATCH000709,QC20,2025-09-21T18:24:12.444Z,29,4,surface_scratch,N
INS0000963,BATCH001358,QC6,2025-12-21T08:56:43.064Z,45,0,none,Y
INS0000964,BATCH000885,QC10,2026-01-29T21:43:37.091Z,11,5,surface_scratch,N
INS0000965,BATCH000130,QC11,2025-10-06T16:37:47.739Z,13,2,dimensional_error,Y
INS0000966,BATCH001055,QC19,2025-07-12T19:25:45.715Z,44,1,weld_defect,Y
INS0000967,BATCH000397,QC14,2025-10-13T11:59:50.895Z,47,5,surface_scratch,N
INS0000968,BATCH001991,QC5,2025-06-25T13:54:07.074Z,49,3,material_crack,N
INS0000969,BATCH000160,QC19,2025-06-11T15:57:40.775Z,15,1,coating_defect,Y
INS0000970,BATCH001940,QC16,2025-08-13T20:28:38.704Z,47,5,dimensional_error,N
INS0000971,BATCH001494,QC5,2026-02-13T18:33:45.514Z,13,5,weld_defect,N
INS0000972,BATCH000132,QC20,2026-01-20T12:48:53.677Z,11,4,weld_defect,N
INS0000973,BATCH001363,QC9,2025-11-07T09:31:59.728Z,44,4,weld_defect,N
INS0000974,BATCH000551,QC8,2025-10-22T12:54:43.019Z,40,2,dimensional_error,Y
INS0000975,BATCH001229,QC11,2025-06-25T01:50:03.103Z,42,5,coating_defect,N
INS0000976,BATCH001293,QC11,2025-10-14T02:34:58.409Z,43,2,weld_defect,Y
INS0000977,BATCH000729,QC19,2025-10-29T08:54:59.032Z,39,1,weld_defect,Y
INS0000978,BATCH001689,QC11,2025-09-07T02:29:54.014Z,35,5,dimensional_error,N
INS0000979,BATCH000152,QC4,2025-10-27T14:20:05.457Z,45,2,dimensional_error,Y
INS0000980,BATCH000260,QC18,2025-06-27T09:27:08.855Z,23,4,weld_defect,N
INS0000981,BATCH001468,QC8,2025-11-23T05:54:17.630Z,26,1,coating_defect,Y
INS0000982,BATCH001914,QC8,2025-06-29T02:58:44.183Z,12,5,surface_scratch,N
INS0000983,BATCH000427,QC15,2025-10-29T21:37:47.653Z,44,2,coating_defect,Y
INS0000984,BATCH001307,QC10,2026-02-06T00:06:28.157Z,50,1,coating_defect,Y
INS0000985,BATCH000952,QC6,2025-07-26T13:28:03.148Z,15,4,surface_scratch,N
INS0000986,BATCH000054,QC19,2026-01-04T10:21:54.373Z,23,3,dimensional_error,N
INS0000987,BATCH001184,QC12,2025-07-23T16:11:50.227Z,28,2,material_crack,Y
INS0000988,BATCH000162,QC1,2025-11-09T09:28:53.189Z,18,4,surface_scratch,N
INS0000989,BATCH000615,QC16,2025-08-24T22:58:22.417Z,24,3,dimensional_error,N
INS0000990,BATCH001410,QC13,2025-07-10T04:29:29.631Z,25,4,dimensional_error,N
INS0000991,BATCH000422,QC4,2025-06-06T23:12:14.319Z,20,3,dimensional_error,N
INS0000992,BATCH001361,QC12,2025-10-04T23:40:18.090Z,43,2,surface_scratch,Y
INS0000993,BATCH001210,QC11,2025-10-14T13:21:11.869Z,28,0,none,Y
INS0000994,BATCH000542,QC10,2025-08-18T07:28:11.639Z,19,4,surface_scratch,N
INS0000995,BATCH001157,QC11,2026-02-08T02:18:19.837Z,27,0,none,Y
INS0000996,BATCH001923,QC14,2025-07-24T17:57:45.104Z,30,0,none,Y
INS0000997,BATCH000368,QC19,2026-02-11T18:05:53.849Z,13,2,surface_scratch,Y
INS0000998,BATCH000746,QC7,2025-09-28T04:13:23.921Z,44,0,none,Y
INS0000999,BATCH000261,QC11,2025-11-28T05:33:55.445Z,45,2,weld_defect,Y
INS0001000,BATCH000115,QC9,2025-10-02T06:23:53.957Z,13,0,none,Y
INS0001001,BATCH001590,QC2,2025-10-22T08:33:20.923Z,37,4,dimensional_error,N
INS0001002,BATCH000840,QC11,2025-06-22T10:15:10.425Z,35,3,coating_defect,N
INS0001003,BATCH000694,QC20,2025-11-01T11:54:46.048Z,45,1,coating_defect,Y
INS0001004,BATCH000163,QC9,2025-09-14T00:33:39.036Z,15,1,coating_defect,Y
INS0001005,BATCH000113,QC1,2026-02-05T12:45:13.718Z,37,2,surface_scratch,Y
INS0001006,BATCH000535,QC19,2025-09-20T02:30:09.273Z,33,2,surface_scratch,Y
INS0001007,BATCH000381,QC19,2025-09-17T06:05:32.014Z,47,3,surface_scratch,N
INS0001008,BATCH000764,QC20,2025-06-06T11:14:24.479Z,24,2,coating_defect,Y
INS0001009,BATCH000229,QC9,2026-01-03T08:57:07.454Z,46,3,coating_defect,N
INS0001010,BATCH000649,QC7,2025-06-03T22:57:59.948Z,26,4,coating_defect,N
INS0001011,BATCH001267,QC8,2025-12-28T18:13:37.995Z,15,3,material_crack,N
INS0001012,BATCH001167,QC13,2025-12-30T23:11:47.249Z,14,0,none,Y
INS0001013,BATCH000982,QC10,2025-07-08T23:07:59.248Z,37,5,dimensional_error,N
INS0001014,BATCH001194,QC18,2025-09-25T07:42:59.413Z,24,2,material_crack,Y
INS0001015,BATCH000961,QC20,2025-07-25T17:31:05.672Z,45,4,surface_scratch,N
INS0001016,BATCH000465,QC2,2025-08-17T17:31:49.289Z,12,2,weld_defect,Y
INS0001017,BATCH000595,QC7,2025-11-02T02:34:11.064Z,17,5,weld_defect,N
INS0001018,BATCH000356,QC15,2026-02-01T08:19:02.459Z,23,0,none,Y
INS0001019,BATCH001819,QC18,2025-06-11T06:12:34.370Z,11,3,material_crack,N
INS0001020,BATCH001544,QC6,2025-11-24T03:36:11.325Z,23,0,none,Y
INS0001021,BATCH000265,QC16,2025-06-16T07:19:07.928Z,45,1,weld_defect,Y
INS0001022,BATCH001893,QC3,2025-10-15T08:10:11.139Z,20,4,surface_scratch,N
INS0001023,BATCH000857,QC20,2025-11-01T05:44:16.950Z,10,1,surface_scratch,Y
INS0001024,BATCH001980,QC14,2025-11-04T20:26:12.027Z,33,1,material_crack,Y
INS0001025,BATCH000169,QC18,2025-11-12T18:50:46.137Z,19,2,surface_scratch,Y
INS0001026,BATCH000195,QC10,2025-08-14T21:28:41.728Z,37,0,none,Y
INS0001027,BATCH001337,QC17,2025-07-29T06:10:07.494Z,46,4,material_crack,N
INS0001028,BATCH000291,QC5,2025-11-15T08:58:43.643Z,31,3,dimensional_error,N
INS0001029,BATCH000339,QC6,2025-06-12T08:46:05.030Z,32,2,dimensional_error,Y
INS0001030,BATCH000851,QC15,2025-08-02T10:35:09.079Z,32,4,material_crack,N
INS0001031,BATCH000257,QC2,2025-10-05T16:00:46.856Z,49,4,material_crack,N
INS0001032,BATCH001792,QC6,2026-01-15T02:27:05.858Z,16,2,dimensional_error,Y
INS0001033,BATCH000109,QC2,2025-09-06T14:29:10.704Z,25,5,material_crack,N
INS0001034,BATCH001488,QC1,2026-02-07T22:24:42.238Z,21,5,coating_defect,N
INS0001035,BATCH000128,QC14,2025-06-20T22:38:05.139Z,13,2,weld_defect,Y
INS0001036,BATCH000115,QC20,2025-08-18T05:09:31.213Z,16,0,none,Y
INS0001037,BATCH001620,QC11,2025-08-26T19:24:50.322Z,28,1,coating_defect,Y
INS0001038,BATCH000900,QC15,2025-10-11T01:37:34.039Z,34,4,surface_scratch,N
INS0001039,BATCH001662,QC18,2025-11-15T02:04:41.738Z,17,0,none,Y
INS0001040,BATCH001172,QC3,2025-11-12T10:42:11.253Z,19,5,coating_defect,N
INS0001041,BATCH000946,QC2,2025-06-10T10:05:27.691Z,13,4,surface_scratch,N
INS0001042,BATCH001027,QC9,2026-01-21T21:28:12.791Z,32,4,surface_scratch,N
INS0001043,BATCH001307,QC17,2025-10-19T18:48:11.794Z,46,0,none,Y
INS0001044,BATCH001682,QC15,2025-12-30T06:10:13.328Z,23,1,surface_scratch,Y
INS0001045,BATCH001897,QC7,2025-06-30T12:30:46.172Z,24,5,material_crack,N
INS0001046,BATCH000819,QC1,2026-01-08T14:42:43.184Z,44,5,weld_defect,N
INS0001047,BATCH001108,QC19,2025-10-23T15:31:55.377Z,14,2,weld_defect,Y
INS0001048,BATCH001207,QC15,2026-01-11T06:07:12.411Z,31,1,dimensional_error,Y
INS0001049,BATCH001506,QC4,2025-09-01T07:47:00.195Z,35,2,dimensional_error,Y
INS0001050,BATCH000408,QC8,2025-09-30T01:06:54.096Z,35,5,dimensional_error,N
INS0001051,BATCH000826,QC2,2025-12-23T10:42:29.988Z,12,2,material_crack,Y
INS0001052,BATCH001952,QC18,2025-10-16T10:30:13.143Z,47,5,surface_scratch,N
INS0001053,BATCH000963,QC1,2025-06-08T23:04:30.040Z,29,4,weld_defect,N
INS0001054,BATCH001839,QC19,2025-09-22T23:53:56.889Z,31,1,surface_scratch,Y
INS0001055,BATCH001869,QC17,2025-07-31T03:42:40.562Z,37,4,weld_defect,N
INS0001056,BATCH000632,QC13,2025-11-14T18:32:22.693Z,19,0,none,Y
INS0001057,BATCH001109,QC18,2025-07-29T21:14:10.377Z,11,1,material_crack,Y
INS0001058,BATCH000838,QC19,2025-11-02T20:49:54.894Z,36,3,weld_defect,N
INS0001059,BATCH000549,QC19,2025-08-27T11:52:15.218Z,26,1,coating_defect,Y
INS0001060,BATCH001902,QC13,2025-12-27T15:19:14.052Z,36,0,none,Y
INS0001061,BATCH000034,QC7,2026-02-09T11:57:22.218Z,43,0,none,Y
INS0001062,BATCH000434,QC6,2025-12-19T05:54:07.381Z,26,4,surface_scratch,N
INS0001063,BATCH001961,QC12,2025-10-11T03:15:33.854Z,37,3,material_crack,N
INS0001064,BATCH000098,QC14,2025-10-22T14:00:27.956Z,13,4,weld_defect,N
INS0001065,BATCH001060,QC16,2025-12-20T11:43:59.880Z,37,1,weld_defect,Y
INS0001066,BATCH001872,QC14,2025-08-18T19:26:30.548Z,22,3,dimensional_error,N
INS0001067,BATCH000041,QC20,2025-10-16T11:14:18.823Z,39,0,none,Y
INS0001068,BATCH000752,QC16,2025-09-20T06:35:25.637Z,47,0,none,Y
INS0001069,BATCH001663,QC18,2026-01-20T09:38:16.889Z,41,5,dimensional_error,N
INS0001070,BATCH000554,QC4,2025-11-05T03:42:41.420Z,45,2,surface_scratch,Y
INS0001071,BATCH000224,QC20,2025-12-04T07:16:39.921Z,31,4,surface_scratch,N
INS0001072,BATCH000897,QC12,2025-09-04T23:19:44.458Z,50,1,dimensional_error,Y
INS0001073,BATCH001440,QC16,2025-09-15T15:38:25.638Z,24,3,weld_defect,N
INS0001074,BATCH001412,QC20,2025-08-02T06:55:45.617Z,27,4,surface_scratch,N
INS0001075,BATCH000668,QC20,2025-07-14T05:53:33.522Z,47,3,weld_defect,N
INS0001076,BATCH000275,QC15,2025-07-18T22:52:11.140Z,24,0,none,Y
INS0001077,BATCH001262,QC11,2025-07-30T14:06:28.301Z,23,3,weld_defect,N
INS0001078,BATCH001944,QC15,2025-08-21T17:59:24.405Z,38,5,weld_defect,N
INS0001079,BATCH001081,QC7,2026-01-18T17:26:51.994Z,46,0,none,Y
INS0001080,BATCH001574,QC13,2025-08-02T01:14:59.644Z,36,2,weld_defect,Y
INS0001081,BATCH001504,QC17,2025-08-03T13:11:49.431Z,50,3,material_crack,N
INS0001082,BATCH000255,QC20,2025-08-13T12:17:08.032Z,26,2,material_crack,Y
INS0001083,BATCH000287,QC6,2025-12-25T11:41:45.737Z,25,0,none,Y
INS0001084,BATCH000545,QC16,2026-01-17T05:19:03.859Z,44,3,weld_defect,N
INS0001085,BATCH001840,QC17,2025-07-26T03:28:32.357Z,50,4,dimensional_error,N
INS0001086,BATCH001036,QC1,2025-08-23T14:17:25.959Z,15,1,surface_scratch,Y
INS0001087,BATCH000868,QC2,2025-10-09T19:32:56.218Z,12,5,material_crack,N
INS0001088,BATCH001983,QC16,2025-07-03T02:46:39.474Z,17,1,dimensional_error,Y
INS0001089,BATCH001148,QC15,2026-02-04T02:07:26.319Z,31,1,weld_defect,Y
INS0001090,BATCH000132,QC10,2025-12-06T03:01:00.206Z,13,4,weld_defect,N
INS0001091,BATCH001218,QC19,2025-07-30T12:33:52.224Z,49,1,coating_defect,Y
INS0001092,BATCH001999,QC15,2026-02-02T09:59:30.858Z,39,2,surface_scratch,Y
INS0001093,BATCH000920,QC17,2025-11-18T14:29:04.575Z,17,1,weld_defect,Y
INS0001094,BATCH000653,QC7,2025-07-12T00:20:40.679Z,13,2,dimensional_error,Y
INS0001095,BATCH000302,QC9,2025-11-08T08:53:48.645Z,39,4,dimensional_error,N
INS0001096,BATCH001769,QC2,2025-06-18T19:09:15.361Z,47,1,weld_defect,Y
INS0001097,BATCH001959,QC12,2025-12-01T21:40:07.195Z,42,4,weld_defect,N
INS0001098,BATCH000953,QC11,2026-02-13T20:42:21.911Z,34,1,material_crack,Y
INS0001099,BATCH001905,QC14,2025-06-05T19:39:22.618Z,33,5,coating_defect,N
INS0001100,BATCH001984,QC8,2025-06-20T07:39:17.562Z,42,0,none,Y
INS0001101,BATCH001424,QC3,2025-10-17T21:13:06.735Z,25,5,weld_defect,N
INS0001102,BATCH000989,QC9,2025-10-19T13:27:08.900Z,13,3,weld_defect,N
INS0001103,BATCH000163,QC13,2025-07-09T23:36:51.979Z,17,1,material_crack,Y
INS0001104,BATCH001245,QC19,2025-11-21T09:07:09.160Z,18,3,coating_defect,N
INS0001105,BATCH001687,QC8,2025-11-08T15:37:54.503Z,48,3,material_crack,N
INS0001106,BATCH000363,QC16,2025-09-08T16:10:10.088Z,39,4,material_crack,N
INS0001107,BATCH000002,QC1,2025-12-26T21:46:04.828Z,21,1,surface_scratch,Y
INS0001108,BATCH001699,QC7,2025-11-22T14:34:42.855Z,45,2,weld_defect,Y
INS0001109,BATCH001368,QC13,2025-12-28T09:14:08.180Z,34,2,surface_scratch,Y
INS0001110,BATCH000152,QC9,2025-08-19T06:54:45.658Z,12,2,coating_defect,Y
INS0001111,BATCH000722,QC6,2026-01-21T01:21:31.341Z,18,5,dimensional_error,N
INS0001112,BATCH000771,QC14,2025-09-19T07:56:11.518Z,27,3,coating_defect,N
INS0001113,BATCH000164,QC2,2025-11-06T23:52:39.520Z,15,5,coating_defect,N
INS0001114,BATCH000507,QC5,2025-10-28T06:08:38.968Z,32,0,none,Y
INS0001115,BATCH001336,QC5,2025-12-12T03:43:40.263Z,47,3,surface_scratch,N
INS0001116,BATCH001393,QC12,2025-07-29T18:34:10.797Z,30,2,weld_defect,Y
INS0001117,BATCH001473,QC4,2025-12-23T13:45:36.310Z,39,4,weld_defect,N
INS0001118,BATCH001552,QC20,2025-10-29T18:28:18.935Z,49,4,dimensional_error,N
INS0001119,BATCH001849,QC10,2025-07-10T14:07:32.813Z,49,1,dimensional_error,Y
INS0001120,BATCH001579,QC7,2025-07-26T17:02:29.573Z,50,3,surface_scratch,N
INS0001121,BATCH000064,QC1,2025-12-14T11:22:09.357Z,22,1,dimensional_error,Y
INS0001122,BATCH001601,QC11,2026-01-15T06:18:07.996Z,14,3,dimensional_error,N
INS0001123,BATCH001938,QC7,2025-11-20T09:55:18.077Z,31,0,none,Y
INS0001124,BATCH000328,QC19,2025-10-16T09:41:25.608Z,23,0,none,Y
INS0001125,BATCH001493,QC8,2026-01-12T14:27:20.363Z,48,1,surface_scratch,Y
INS0001126,BATCH000247,QC10,2026-01-07T09:43:53.746Z,35,0,none,Y
INS0001127,BATCH001910,QC14,2025-07-06T15:32:07.848Z,49,5,dimensional_error,N
INS0001128,BATCH000213,QC2,2026-01-25T13:14:02.246Z,35,3,coating_defect,N
INS0001129,BATCH001594,QC13,2026-01-08T19:57:19.204Z,20,2,surface_scratch,Y
INS0001130,BATCH000318,QC9,2026-02-06T02:25:46.614Z,48,4,weld_defect,N
INS0001131,BATCH000315,QC12,2025-06-24T04:10:39.836Z,20,4,material_crack,N
INS0001132,BATCH001929,QC18,2025-08-02T22:06:33.995Z,14,3,material_crack,N
INS0001133,BATCH000928,QC17,2025-11-02T10:26:44.651Z,48,4,material_crack,N
INS0001134,BATCH000882,QC12,2025-11-07T06:26:40.330Z,45,5,dimensional_error,N
INS0001135,BATCH001360,QC7,2025-09-26T16:37:36.120Z,42,0,none,Y
INS0001136,BATCH001605,QC14,2026-01-24T08:38:21.402Z,16,2,weld_defect,Y
INS0001137,BATCH001858,QC14,2025-11-25T20:35:22.207Z,22,4,surface_scratch,N
INS0001138,BATCH001348,QC7,2025-11-17T18:15:06.611Z,25,5,coating_defect,N
INS0001139,BATCH001882,QC20,2025-12-14T06:21:04.166Z,10,4,weld_defect,N
INS0001140,BATCH000405,QC2,2025-11-13T06:38:02.839Z,12,1,weld_defect,Y
INS0001141,BATCH001519,QC3,2025-08-26T03:00:29.726Z,50,0,none,Y
INS0001142,BATCH000244,QC18,2026-02-13T17:10:21.855Z,50,4,material_crack,N
INS0001143,BATCH000531,QC13,2025-12-14T06:05:42.841Z,45,1,weld_defect,Y
INS0001144,BATCH000570,QC14,2025-12-14T10:17:39.096Z,22,0,none,Y
INS0001145,BATCH001440,QC5,2026-01-25T01:03:48.868Z,46,4,surface_scratch,N
INS0001146,BATCH001878,QC11,2025-12-17T08:25:00.926Z,18,5,coating_defect,N
INS0001147,BATCH001297,QC2,2026-01-05T20:58:33.121Z,28,3,dimensional_error,N
INS0001148,BATCH001959,QC6,2025-10-24T13:42:08.604Z,12,2,weld_defect,Y
INS0001149,BATCH001992,QC4,2025-09-29T11:54:13.632Z,11,5,material_crack,N
INS0001150,BATCH001215,QC5,2025-08-16T18:39:08.370Z,14,0,none,Y
INS0001151,BATCH001738,QC20,2025-12-06T23:36:17.827Z,13,2,surface_scratch,Y
INS0001152,BATCH000290,QC18,2026-01-17T04:37:39.436Z,13,2,surface_scratch,Y
INS0001153,BATCH000446,QC19,2025-12-08T01:03:12.788Z,42,3,coating_defect,N
INS0001154,BATCH001514,QC17,2025-09-24T15:34:29.748Z,23,1,dimensional_error,Y
INS0001155,BATCH001281,QC1,2026-01-30T20:30:59.366Z,46,0,none,Y
INS0001156,BATCH000825,QC2,2025-12-04T17:12:27.229Z,20,1,dimensional_error,Y
INS0001157,BATCH001112,QC5,2026-01-05T01:21:48.364Z,48,5,coating_defect,N
INS0001158,BATCH000486,QC7,2025-08-05T07:21:05.632Z,40,4,material_crack,N
INS0001159,BATCH001943,QC18,2025-12-14T09:47:34.033Z,33,5,weld_defect,N
INS0001160,BATCH000711,QC12,2025-10-24T00:12:32.568Z,44,1,material_crack,Y
INS0001161,BATCH001852,QC5,2025-10-06T01:36:26.892Z,32,3,coating_defect,N
INS0001162,BATCH000183,QC11,2025-08-02T14:06:42.221Z,39,3,coating_defect,N
INS0001163,BATCH000802,QC3,2025-09-08T11:19:04.643Z,43,1,material_crack,Y
INS0001164,BATCH000777,QC12,2025-07-03T00:09:59.997Z,22,0,none,Y
INS0001165,BATCH001083,QC12,2025-08-05T01:52:16.078Z,18,1,material_crack,Y
INS0001166,BATCH000257,QC6,2025-06-19T17:24:01.643Z,18,2,weld_defect,Y
INS0001167,BATCH000963,QC1,2025-10-30T03:37:01.044Z,26,4,dimensional_error,N
INS0001168,BATCH000606,QC20,2025-09-09T02:54:52.026Z,46,4,coating_defect,N
INS0001169,BATCH000966,QC20,2025-07-28T08:34:46.426Z,26,5,surface_scratch,N
INS0001170,BATCH000019,QC16,2025-11-10T13:45:54.800Z,30,3,material_crack,N
INS0001171,BATCH000153,QC15,2025-07-28T20:32:35.732Z,26,5,dimensional_error,N
INS0001172,BATCH000028,QC6,2026-01-02T13:16:06.474Z,50,1,dimensional_error,Y
INS0001173,BATCH001889,QC4,2026-01-04T04:59:53.187Z,16,0,none,Y
INS0001174,BATCH001610,QC8,2025-08-08T22:43:30.033Z,16,4,coating_defect,N
INS0001175,BATCH001487,QC14,2025-10-20T03:12:46.659Z,39,2,material_crack,Y
INS0001176,BATCH001893,QC8,2025-08-08T13:42:49.852Z,32,0,none,Y
INS0001177,BATCH000603,QC2,2025-08-05T17:45:22.578Z,50,5,dimensional_error,N
INS0001178,BATCH000365,QC5,2025-09-13T21:46:22.116Z,18,1,material_crack,Y
INS0001179,BATCH001376,QC8,2025-11-09T09:42:40.768Z,29,2,material_crack,Y
INS0001180,BATCH001904,QC13,2026-01-04T04:08:55.972Z,35,5,material_crack,N
INS0001181,BATCH000222,QC15,2025-08-10T09:26:11.307Z,12,5,surface_scratch,N
INS0001182,BATCH000268,QC4,2025-10-20T02:18:29.481Z,16,0,none,Y
INS0001183,BATCH000888,QC4,2025-12-06T11:24:15.318Z,11,2,coating_defect,Y
INS0001184,BATCH001219,QC20,2025-09-01T18:52:48.798Z,12,2,weld_defect,Y
INS0001185,BATCH000602,QC4,2025-10-19T15:26:08.386Z,40,5,weld_defect,N
INS0001186,BATCH001555,QC5,2025-06-02T08:12:27.527Z,21,5,coating_defect,N
INS0001187,BATCH000292,QC20,2025-11-04T05:12:52.545Z,24,4,dimensional_error,N
INS0001188,BATCH001328,QC12,2025-07-12T02:53:43.286Z,41,2,dimensional_error,Y
INS0001189,BATCH001983,QC9,2025-09-08T02:53:46.344Z,37,2,dimensional_error,Y
INS0001190,BATCH000176,QC13,2025-09-12T05:54:10.386Z,33,0,none,Y
INS0001191,BATCH000611,QC19,2025-12-02T09:15:24.642Z,23,0,none,Y
INS0001192,BATCH000493,QC2,2025-06-10T09:30:33.055Z,28,2,dimensional_error,Y
INS0001193,BATCH001184,QC1,2026-02-03T18:15:34.556Z,31,1,dimensional_error,Y
INS0001194,BATCH001951,QC5,2026-02-02T14:58:42.902Z,44,0,none,Y
INS0001195,BATCH000118,QC9,2026-01-19T02:20:32.277Z,30,2,weld_defect,Y
INS0001196,BATCH000910,QC18,2025-07-05T05:02:57.118Z,28,2,dimensional_error,Y
INS0001197,BATCH000346,QC3,2025-08-20T07:55:02.739Z,47,0,none,Y
INS0001198,BATCH001043,QC4,2025-08-18T06:43:02.504Z,39,5,dimensional_error,N
INS0001199,BATCH001974,QC8,2025-07-01T04:28:20.909Z,28,4,surface_scratch,N
INS0001200,BATCH000130,QC2,2025-06-20T17:57:15.718Z,41,0,none,Y
INS0001201,BATCH000573,QC5,2025-09-16T14:36:01.322Z,28,1,material_crack,Y
INS0001202,BATCH001606,QC17,2025-11-23T06:27:00.154Z,17,4,material_crack,N
INS0001203,BATCH000559,QC2,2025-10-17T02:20:57.687Z,40,3,surface_scratch,N
INS0001204,BATCH001696,QC11,2026-01-05T16:43:45.080Z,29,0,none,Y
INS0001205,BATCH001480,QC13,2026-02-13T16:32:22.773Z,47,0,none,Y
INS0001206,BATCH000097,QC6,2025-12-12T12:52:19.225Z,31,1,surface_scratch,Y
INS0001207,BATCH001681,QC20,2025-08-04T05:16:02.339Z,18,5,weld_defect,N
INS0001208,BATCH001656,QC11,2025-07-07T03:35:29.244Z,40,1,coating_defect,Y
INS0001209,BATCH000186,QC15,2025-08-08T04:16:37.271Z,31,0,none,Y
INS0001210,BATCH000431,QC16,2025-10-12T13:49:27.948Z,48,3,coating_defect,N
INS0001211,BATCH000710,QC14,2025-07-01T06:35:08.232Z,32,5,material_crack,N
