account_id,customer_id,account_type,balance,credit_limit,opened_at,status,risk_score
ACC00001165,CUST0000868,savings,65137.25,0,2023-12-26,active,12
ACC00001166,CUST0000756,savings,-4151.88,0,2021-07-12,suspended,2
ACC00001167,CUST0001354,savings,14699.3,0,2023-08-30,closed,95
ACC00001168,CUST0000029,checking,52422.65,0,2025-11-22,active,69
ACC00001169,CUST0001227,savings,14141.59,0,2021-12-12,closed,70
ACC00001170,CUST0000288,credit,76768.7,34188,2022-11-07,closed,22
ACC00001171,CUST0000150,savings,62001.88,0,2020-08-20,closed,38
ACC00001172,CUST0000057,savings,-4315.55,0,2020-07-22,closed,13
ACC00001173,CUST0000887,savings,2957.03,0,2025-06-17,suspended,67
ACC00001174,CUST0000290,checking,56874.57,0,2023-08-22,closed,1
ACC00001175,CUST0000840,savings,-1795.63,0,2023-03-10,active,91
ACC00001176,CUST0000102,savings,61620.87,0,2021-01-11,active,32
ACC00001177,CUST0000600,checking,59753.61,0,2025-04-25,active,91
ACC00001178,CUST0000955,credit,42554.75,13394,2021-02-02,active,41
ACC00001179,CUST0000340,credit,66543.12,35999,2025-09-11,active,86
ACC00001180,CUST0000762,checking,4732.23,0,2020-03-29,active,11
ACC00001181,CUST0000012,savings,5494.8,0,2022-02-18,active,11
ACC00001182,CUST0001050,credit,42553.35,8083,2024-05-04,closed,72
ACC00001183,CUST0000909,savings,38956.38,0,2021-05-14,closed,99
ACC00001184,CUST0000320,credit,97065.46,12245,2025-10-15,closed,25
ACC00001185,CUST0000652,credit,77830.51,44384,2023-08-30,closed,93
ACC00001186,CUST0000923,savings,85217.65,0,2022-11-10,closed,25
ACC00001187,CUST0000488,credit,99506.2,24424,2023-08-16,suspended,52
ACC00001188,CUST0001355,credit,63867.07,42548,2022-10-18,active,67
ACC00001189,CUST0000858,checking,26679.53,0,2020-06-30,active,83
ACC00001190,CUST0001309,checking,98587.8,0,2022-02-04,active,49
ACC00001191,CUST0000344,savings,73408.71,0,2021-08-26,suspended,65
ACC00001192,CUST0001171,savings,10465.39,0,2023-01-16,active,53
ACC00001193,CUST0000801,checking,71937.36,0,2024-03-25,closed,78
ACC00001194,CUST0000708,credit,45178.2,27983,2025-04-20,closed,64
ACC00001195,CUST0001446,savings,5102.29,0,2022-10-27,suspended,42
ACC00001196,CUST0001188,checking,64416.49,0,2024-08-19,active,12
ACC00001197,CUST0001307,savings,80363.55,0,2020-02-15,suspended,1
ACC00001198,CUST0000794,savings,74605.41,0,2023-12-25,active,75
ACC00001199,CUST0000126,credit,78828.67,17701,2025-04-23,suspended,49
ACC00001200,CUST0001284,savings,26660.44,0,2020-07-21,suspended,67
ACC00001201,CUST0000173,savings,38440.05,0,2022-10-18,closed,13
ACC00001202,CUST0000001,checking,5622.11,0,2020-10-15,active,33
ACC00001203,CUST0000316,savings,40961.9,0,2025-01-07,active,32
ACC00001204,CUST0000595,credit,38108.72,35961,2022-05-13,active,86
ACC00001205,CUST0001268,credit,45591.98,17447,2020-08-19,active,77
ACC00001206,CUST0000542,checking,-2865.96,0,2024-02-11,active,16
ACC00001207,CUST0001059,checking,25254.04,0,2024-10-09,active,55
ACC00001208,CUST0001020,credit,-2138.18,23083,2020-07-24,closed,79
ACC00001209,CUST0000977,checking,86623.52,0,2025-03-10,active,34
ACC00001210,CUST0000773,savings,83983.03,0,2025-01-11,active,18
ACC00001211,CUST0000116,checking,84345.94,0,2024-05-14,active,86
ACC00001212,CUST0000147,credit,21594.56,36242,2022-12-23,active,100
ACC00001213,CUST0000196,checking,13880.23,0,2022-03-31,active,46
ACC00001214,CUST0000522,checking,65416.38,0,2020-10-07,closed,58
ACC00001215,CUST0000144,savings,85837.13,0,2022-04-29,active,87
ACC00001216,CUST0000650,credit,25721.81,5148,2024-03-06,suspended,15
ACC00001217,CUST0000623,credit,97323.02,49556,2021-11-24,active,35
ACC00001218,CUST0000174,savings,-889.35,0,2022-08-07,active,6
ACC00001219,CUST0000680,checking,44676.46,0,2021-04-06,active,62
ACC00001220,CUST0000855,savings,56389.51,0,2025-02-18,active,3
ACC00001221,CUST0000320,credit,28507.79,43937,2024-08-21,closed,70
ACC00001222,CUST0000633,savings,93491.86,0,2024-10-01,suspended,97
ACC00001223,CUST0000737,savings,69777.46,0,2022-09-09,suspended,98
ACC00001224,CUST0000255,credit,2315.94,41514,2021-08-29,active,95
ACC00001225,CUST0001468,savings,23198.84,0,2024-12-11,active,26
ACC00001226,CUST0000909,checking,36151.52,0,2020-11-30,suspended,77
ACC00001227,CUST0000919,credit,2338.15,35166,2024-09-04,closed,81
ACC00001228,CUST0001250,checking,12455.79,0,2022-01-24,suspended,96
ACC00001229,CUST0000907,checking,75944.48,0,2022-02-16,active,22
ACC00001230,CUST0000062,credit,28690.48,34051,2024-05-03,suspended,6
ACC00001231,CUST0000509,checking,21854.42,0,2022-09-04,closed,52
ACC00001232,CUST0000272,savings,99335.12,0,2023-08-22,active,16
ACC00001233,CUST0000533,checking,40895.3,0,2022-07-21,suspended,11
ACC00001234,CUST0000563,savings,-2450.49,0,2025-03-23,closed,40
ACC00001235,CUST0000605,checking,55432.56,0,2021-07-15,active,55
ACC00001236,CUST0000658,savings,67324.83,0,2023-10-24,active,44
ACC00001237,CUST0001147,savings,3125.27,0,2022-05-03,closed,2
ACC00001238,CUST0000484,savings,52953.6,0,2022-11-15,active,78
ACC00001239,CUST0001311,savings,23906.3,0,2020-06-09,active,20
ACC00001240,CUST0001360,checking,-4568.67,0,2020-07-25,active,51
ACC00001241,CUST0000707,credit,25526.75,24141,2021-02-14,active,82
ACC00001242,CUST0001025,savings,-3620.42,0,2020-02-11,active,21
ACC00001243,CUST0001478,credit,72387.08,37123,2025-11-18,suspended,76
ACC00001244,CUST0000487,savings,24182.54,0,2020-06-15,active,97
ACC00001245,CUST0000333,credit,85728.3,18764,2022-01-02,active,55
ACC00001246,CUST0001153,checking,94300.86,0,2023-09-26,active,39
ACC00001247,CUST0001364,credit,71115.22,31064,2021-04-17,suspended,2
ACC00001248,CUST0000946,credit,80166.59,27869,2020-01-14,active,76
ACC00001249,CUST0000409,checking,70034,0,2022-03-26,active,9
ACC00001250,CUST0001134,credit,81748.33,33542,2020-01-10,active,10
ACC00001251,CUST0001377,credit,48737.7,8105,2020-12-22,active,82
ACC00001252,CUST0001215,savings,62855.02,0,2025-04-30,active,72
ACC00001253,CUST0001071,savings,50421.1,0,2025-06-22,active,12
ACC00001254,CUST0001004,savings,13949.44,0,2025-11-13,suspended,7
ACC00001255,CUST0000398,savings,58401.81,0,2025-01-23,active,41
ACC00001256,CUST0001163,credit,23404.28,41416,2020-04-17,closed,83
ACC00001257,CUST0000187,savings,61564.72,0,2020-02-19,active,49
ACC00001258,CUST0001118,savings,52246.04,0,2020-06-07,active,47
ACC00001259,CUST0000851,checking,15225.98,0,2023-11-26,active,82
ACC00001260,CUST0000495,checking,97621.59,0,2025-08-20,active,81
ACC00001261,CUST0000598,savings,76025.82,0,2021-09-02,closed,88
ACC00001262,CUST0000284,checking,6478.81,0,2021-05-17,closed,17
ACC00001263,CUST0000872,checking,84408.81,0,2024-10-02,active,78
ACC00001264,CUST0000116,credit,34235.23,47038,2021-01-26,active,9
ACC00001265,CUST0000205,credit,89836.85,40170,2021-02-24,active,76
ACC00001266,CUST0000773,checking,34897.15,0,2020-02-20,active,6
ACC00001267,CUST0001175,credit,-57.97,45915,2020-01-01,active,98
ACC00001268,CUST0000125,credit,48083.01,25877,2022-03-03,suspended,73
ACC00001269,CUST0001483,savings,36132.44,0,2020-11-17,closed,41
ACC00001270,CUST0000353,credit,86237.55,30718,2025-08-12,suspended,1
ACC00001271,CUST0000145,checking,77554.33,0,2021-10-02,closed,37
ACC00001272,CUST0000811,savings,88695.73,0,2025-01-28,active,70
ACC00001273,CUST0000258,checking,53079.97,0,2022-06-19,closed,38
ACC00001274,CUST0001006,credit,48278.4,26795,2025-07-26,closed,32
ACC00001275,CUST0000695,credit,19798.56,27905,2021-07-22,active,19
ACC00001276,CUST0001363,savings,35168.23,0,2025-05-16,active,91
ACC00001277,CUST0000432,checking,45934.3,0,2020-01-14,active,66
ACC00001278,CUST0001454,checking,53176.73,0,2021-06-07,active,32
ACC00001279,CUST0000630,credit,70531.92,38139,2021-01-11,active,73
ACC00001280,CUST0000176,savings,45618.75,0,2021-10-03,closed,8
ACC00001281,CUST0000556,checking,8688.67,0,2024-03-25,active,9
ACC00001282,CUST0000613,savings,44379.51,0,2024-08-13,active,59
ACC00001283,CUST0001414,savings,57768.61,0,2020-03-15,suspended,35
ACC00001284,CUST0000777,checking,6017.98,0,2021-08-09,active,11
ACC00001285,CUST0001421,savings,69458.09,0,2021-01-21,closed,18
ACC00001286,CUST0000661,savings,49359,0,2021-11-21,active,48
ACC00001287,CUST0000822,checking,39660.34,0,2025-01-25,active,9
ACC00001288,CUST0000144,credit,25737.55,42738,2021-01-25,active,42
ACC00001289,CUST0000944,savings,443.17,0,2020-01-29,active,100
ACC00001290,CUST0000204,checking,63128.94,0,2023-01-26,active,30
ACC00001291,CUST0000888,credit,40266.34,22007,2025-11-11,active,97
ACC00001292,CUST0000046,checking,62107.38,0,2021-12-26,closed,87
ACC00001293,CUST0000517,credit,95100.48,36403,2024-04-21,closed,32
ACC00001294,CUST0000700,savings,51195.62,0,2023-12-15,suspended,68
ACC00001295,CUST0001483,credit,66829.43,2449,2023-07-26,active,87
ACC00001296,CUST0000959,checking,73058.24,0,2023-01-09,active,84
ACC00001297,CUST0001001,checking,25618.67,0,2021-05-27,active,70
ACC00001298,CUST0000976,credit,87865.33,17250,2020-06-12,active,47
ACC00001299,CUST0000140,checking,29329.01,0,2021-03-02,closed,27
ACC00001300,CUST0000559,checking,77960.89,0,2021-01-01,active,52
ACC00001301,CUST0000812,savings,64414.86,0,2022-12-25,active,72
ACC00001302,CUST0000625,checking,53118.86,0,2025-09-16,active,100
ACC00001303,CUST0001123,credit,4576.49,5275,2024-10-14,active,56
ACC00001304,CUST0000293,credit,75481.33,15698,2023-05-24,suspended,59
ACC00001305,CUST0000550,savings,50441.79,0,2024-04-17,active,53
ACC00001306,CUST0001082,credit,86111.79,42098,2025-05-18,active,2
ACC00001307,CUST0001442,credit,71417.46,32488,2022-05-20,active,32
ACC00001308,CUST0000965,checking,21351.87,0,2022-02-16,active,6
ACC00001309,CUST0000074,savings,11072.67,0,2025-07-01,suspended,44
ACC00001310,CUST0001400,savings,72033.15,0,2020-07-05,active,78
ACC00001311,CUST0001359,savings,81743.14,0,2021-08-20,closed,65
ACC00001312,CUST0001479,savings,14450.27,0,2021-11-05,active,26
ACC00001313,CUST0000257,savings,-3875.26,0,2024-06-25,active,79
ACC00001314,CUST0000539,credit,-380.8,10851,2024-06-02,closed,66
ACC00001315,CUST0000849,credit,87620.45,31702,2022-10-25,active,6
ACC00001316,CUST0001497,credit,48297.94,17544,2022-06-15,active,49
ACC00001317,CUST0001492,checking,25856.56,0,2024-12-23,active,13
ACC00001318,CUST0001283,checking,92869.89,0,2025-11-24,active,80
ACC00001319,CUST0000666,savings,7074.5,0,2022-07-05,active,16
ACC00001320,CUST0000477,checking,86220.18,0,2024-06-04,active,34
ACC00001321,CUST0000039,credit,68466.57,31927,2020-05-16,active,100
ACC00001322,CUST0000440,savings,20370.67,0,2021-09-29,active,60
ACC00001323,CUST0001278,credit,90143.81,48012,2021-09-01,closed,96
ACC00001324,CUST0000331,checking,384.28,0,2023-07-27,active,85
ACC00001325,CUST0000044,checking,23330.55,0,2023-11-01,active,11
ACC00001326,CUST0001051,savings,35327.62,0,2021-06-12,active,18
ACC00001327,CUST0001019,credit,87750.39,23157,2022-10-12,active,71
ACC00001328,CUST0000306,checking,61865.64,0,2020-06-16,closed,82
ACC00001329,CUST0000737,savings,12506.88,0,2021-05-02,suspended,99
ACC00001330,CUST0000057,checking,51403.34,0,2021-07-29,active,35
ACC00001331,CUST0000403,checking,83767.16,0,2023-08-05,active,76
ACC00001332,CUST0001185,credit,39269.61,45544,2022-01-07,suspended,72
ACC00001333,CUST0000912,credit,24559.93,49105,2020-04-30,active,94
ACC00001334,CUST0000182,checking,52069.53,0,2024-08-17,suspended,62
ACC00001335,CUST0000692,checking,35420.59,0,2021-02-26,suspended,78
ACC00001336,CUST0000510,checking,62268.99,0,2025-04-18,suspended,64
ACC00001337,CUST0001112,checking,61537.26,0,2020-01-29,suspended,56
ACC00001338,CUST0001444,savings,57071.2,0,2021-01-06,active,20
ACC00001339,CUST0000807,credit,40725.5,46652,2024-02-16,closed,56
ACC00001340,CUST0001249,savings,92234.74,0,2023-07-03,active,97
ACC00001341,CUST0000818,checking,18682.97,0,2022-05-13,active,90
ACC00001342,CUST0001392,checking,913.01,0,2024-05-28,closed,91
ACC00001343,CUST0001477,checking,30809.57,0,2020-11-07,suspended,49
ACC00001344,CUST0001226,credit,62446.85,39232,2023-04-22,active,54
ACC00001345,CUST0000316,checking,85270.11,0,2021-04-20,active,31
ACC00001346,CUST0000551,credit,67399.02,3460,2021-11-30,active,53
ACC00001347,CUST0001262,checking,35243,0,2023-10-06,active,53
ACC00001348,CUST0000701,credit,51070.69,43884,2025-06-18,active,63
ACC00001349,CUST0000587,savings,13751.53,0,2023-11-01,active,12
ACC00001350,CUST0001416,savings,20873.11,0,2021-05-18,closed,5
ACC00001351,CUST0001224,savings,44431.7,0,2022-06-07,active,54
ACC00001352,CUST0000386,credit,38624.61,4695,2024-12-17,active,70
ACC00001353,CUST0000575,savings,27467.48,0,2021-07-12,active,63
ACC00001354,CUST0000408,credit,24200.14,25084,2024-03-10,active,29
ACC00001355,CUST0000767,checking,81574.35,0,2021-02-09,active,57
ACC00001356,CUST0000182,credit,89500.91,7220,2024-02-15,closed,98
ACC00001357,CUST0001279,savings,52965.81,0,2024-02-15,suspended,37
ACC00001358,CUST0001255,checking,1185.13,0,2025-07-12,suspended,35
ACC00001359,CUST0001412,savings,86935.5,0,2020-06-27,suspended,13
ACC00001360,CUST0001060,checking,78064.86,0,2021-03-12,active,29
ACC00001361,CUST0001390,checking,83673.37,0,2025-02-28,active,47
ACC00001362,CUST0000360,checking,8001.03,0,2025-08-05,active,43
ACC00001363,CUST0001046,credit,49181.16,41001,2024-11-02,closed,25
ACC00001364,CUST0000586,credit,30708.2,46750,2020-10-18,active,31
ACC00001365,CUST0001448,savings,-3652.96,0,2023-11-11,active,78
ACC00001366,CUST0001077,checking,43429.57,0,2021-05-15,active,33
ACC00001367,CUST0000870,savings,56720.42,0,2025-07-17,active,46
ACC00001368,CUST0000269,savings,61345.64,0,2020-12-06,closed,31
ACC00001369,CUST0000385,checking,32687.74,0,2022-06-05,active,88
ACC00001370,CUST0000790,savings,96715.84,0,2025-06-25,suspended,37
ACC00001371,CUST0000627,savings,51589.78,0,2025-11-06,active,71
ACC00001372,CUST0000650,savings,36014.42,0,2025-03-11,active,1
ACC00001373,CUST0000435,credit,79108.8,42854,2025-10-18,active,96
ACC00001374,CUST0000576,checking,68915.47,0,2024-02-05,active,87
ACC00001375,CUST0000989,savings,32771.51,0,2022-04-08,active,41
ACC00001376,CUST0000829,checking,4288.02,0,2022-02-07,active,19
ACC00001377,CUST0000933,savings,64959.89,0,2022-04-22,active,90
ACC00001378,CUST0000428,savings,40534.9,0,2022-11-11,active,9
ACC00001379,CUST0000712,checking,26781.05,0,2022-02-26,active,12
ACC00001380,CUST0000726,checking,10996.26,0,2020-04-09,closed,66
ACC00001381,CUST0000022,credit,38757.55,3242,2025-11-29,active,11
ACC00001382,CUST0001266,checking,88454.87,0,2022-07-12,active,32
ACC00001383,CUST0000717,checking,85297.66,0,2024-05-26,closed,94
ACC00001384,CUST0000332,savings,82835.02,0,2023-01-31,closed,74
ACC00001385,CUST0000077,checking,34999.01,0,2025-03-27,active,44
ACC00001386,CUST0001352,savings,19622.25,0,2024-04-13,active,78
ACC00001387,CUST0001432,checking,96529.14,0,2024-07-25,active,30
ACC00001388,CUST0001086,credit,77755.45,42963,2023-04-18,suspended,74
ACC00001389,CUST0000901,savings,73825.13,0,2020-03-16,active,100
ACC00001390,CUST0000427,savings,89330.91,0,2024-01-24,closed,92
ACC00001391,CUST0000795,checking,24058.47,0,2023-03-16,active,49
ACC00001392,CUST0000063,checking,805.14,0,2024-12-14,active,90
ACC00001393,CUST0001035,checking,42957.48,0,2024-02-07,active,7
ACC00001394,CUST0001097,credit,47218.48,18225,2022-03-02,suspended,29
ACC00001395,CUST0000729,savings,99961.99,0,2024-01-22,suspended,36
ACC00001396,CUST0000022,checking,8619.72,0,2025-06-23,active,9
ACC00001397,CUST0000271,savings,28664.39,0,2025-07-17,active,23
ACC00001398,CUST0001041,checking,30662.25,0,2020-01-25,active,24
ACC00001399,CUST0000375,savings,98844.61,0,2021-02-03,active,45
ACC00001400,CUST0000843,credit,97077.05,30693,2021-06-13,active,79
ACC00001401,CUST0001081,savings,61625.92,0,2024-02-14,closed,56
ACC00001402,CUST0000439,credit,94832.29,4231,2021-05-07,active,60
ACC00001403,CUST0001165,credit,4108.49,37910,2025-01-10,active,3
ACC00001404,CUST0000136,savings,19416.56,0,2023-04-09,active,42
ACC00001405,CUST0001308,savings,93267.34,0,2020-11-29,active,70
ACC00001406,CUST0000500,checking,-1592.21,0,2021-11-08,active,29
ACC00001407,CUST0000725,credit,6443.77,12568,2020-10-31,active,47
ACC00001408,CUST0000186,credit,58868.11,4290,2023-10-07,suspended,8
ACC00001409,CUST0000116,checking,24189.1,0,2023-02-18,closed,100
ACC00001410,CUST0001271,credit,11812.73,15462,2024-02-19,closed,70
ACC00001411,CUST0000016,checking,33876.61,0,2020-06-14,active,65
ACC00001412,CUST0000136,savings,65383.92,0,2025-10-16,active,48
ACC00001413,CUST0000495,credit,33482.86,10406,2023-06-03,active,27
ACC00001414,CUST0000125,checking,7531.27,0,2025-04-22,active,98
ACC00001415,CUST0000959,credit,41137.41,48957,2022-10-20,active,52
ACC00001416,CUST0000680,savings,41967.97,0,2022-03-18,active,28
ACC00001417,CUST0000001,checking,47442.96,0,2020-10-25,closed,72
ACC00001418,CUST0001355,checking,87797,0,2023-08-30,active,83
ACC00001419,CUST0001408,checking,97263.44,0,2023-03-04,suspended,73
ACC00001420,CUST0000046,savings,70020.57,0,2023-03-06,suspended,72
ACC00001421,CUST0001468,checking,65470.74,0,2024-03-21,active,38
ACC00001422,CUST0000753,savings,66935.44,0,2021-05-26,active,84
ACC00001423,CUST0000812,checking,9810.31,0,2021-04-11,suspended,24
ACC00001424,CUST0001115,credit,97887.74,28995,2020-07-18,closed,39
ACC00001425,CUST0001081,savings,83739.84,0,2025-05-05,suspended,20
ACC00001426,CUST0000852,checking,68304.46,0,2022-04-23,closed,29
ACC00001427,CUST0000424,credit,63239.82,3342,2021-01-11,active,87
ACC00001428,CUST0001446,savings,69476.51,0,2025-07-17,active,46
ACC00001429,CUST0000838,savings,6167.22,0,2021-06-23,active,44
ACC00001430,CUST0000184,savings,58593.49,0,2023-07-17,active,31
ACC00001431,CUST0000041,checking,63607.74,0,2024-03-21,active,35
ACC00001432,CUST0001292,savings,37872.18,0,2021-09-01,active,11
ACC00001433,CUST0000079,savings,63571.31,0,2020-12-23,suspended,88
ACC00001434,CUST0001251,credit,75330.98,13038,2025-10-02,active,29
ACC00001435,CUST0001492,credit,1483.58,24814,2021-08-04,closed,21
ACC00001436,CUST0000375,checking,58446.63,0,2022-11-03,active,59
ACC00001437,CUST0000537,savings,11363.45,0,2020-02-19,suspended,19
ACC00001438,CUST0000528,savings,10963.5,0,2023-09-08,active,97
ACC00001439,CUST0001121,savings,62651.92,0,2020-12-09,suspended,1
ACC00001440,CUST0000898,savings,58302.36,0,2025-05-02,closed,43
ACC00001441,CUST0000942,checking,82264.69,0,2021-11-12,active,91
ACC00001442,CUST0001217,credit,18323.34,33893,2023-08-31,active,46
ACC00001443,CUST0000486,credit,943.18,25204,2020-04-18,closed,9
ACC00001444,CUST0000983,checking,48860.45,0,2021-12-23,suspended,4
ACC00001445,CUST0001242,checking,96132.6,0,2025-10-27,active,88
ACC00001446,CUST0001084,checking,92526.87,0,2021-05-14,active,17
ACC00001447,CUST0000139,savings,29668.76,0,2022-10-23,active,17
ACC00001448,CUST0000035,savings,87419.34,0,2024-07-31,suspended,89
ACC00001449,CUST0000024,savings,27135.39,0,2020-05-31,active,17
ACC00001450,CUST0000900,savings,84084.59,0,2022-11-26,active,73
ACC00001451,CUST0001196,credit,14672.99,14814,2020-12-20,suspended,79
ACC00001452,CUST0001005,credit,3866.74,49556,2024-06-21,active,80
ACC00001453,CUST0001373,savings,48838.89,0,2025-11-21,closed,83
ACC00001454,CUST0000273,credit,76584.06,21827,2023-10-17,active,57
ACC00001455,CUST0000155,savings,11613.83,0,2024-06-19,closed,90
ACC00001456,CUST0001127,checking,16284.47,0,2022-12-12,closed,85
ACC00001457,CUST0000226,checking,30338.36,0,2021-10-07,active,21
ACC00001458,CUST0001352,savings,4627.55,0,2020-11-24,active,75
ACC00001459,CUST0000703,credit,94591.46,47029,2022-05-08,closed,88
ACC00001460,CUST0001224,savings,79237.41,0,2022-07-18,suspended,34
ACC00001461,CUST0000432,credit,83153.24,4714,2020-07-09,active,14
ACC00001462,CUST0000111,credit,57388.04,5183,2025-06-12,active,67
ACC00001463,CUST0001130,savings,76145.92,0,2022-03-13,active,2
ACC00001464,CUST0000298,savings,54238.76,0,2021-11-10,active,22
ACC00001465,CUST0000180,credit,57241.12,4498,2020-03-11,active,35
ACC00001466,CUST0000781,credit,50451.13,3664,2020-03-17,active,49
ACC00001467,CUST0000372,savings,54880.92,0,2023-11-25,active,1
ACC00001468,CUST0001082,savings,86271.93,0,2025-03-25,active,84
ACC00001469,CUST0000659,savings,53375.51,0,2024-03-21,active,2
ACC00001470,CUST0001051,savings,54791.51,0,2025-03-29,closed,10
ACC00001471,CUST0000734,checking,76787.3,0,2020-04-13,active,64
ACC00001472,CUST0000995,credit,438.25,48343,2020-02-08,active,19
ACC00001473,CUST0001338,credit,17473.38,5469,2023-12-25,active,1
ACC00001474,CUST0000578,credit,73680.79,23340,2020-11-27,active,7
ACC00001475,CUST0000694,savings,52808.12,0,2025-03-30,active,77
ACC00001476,CUST0000054,checking,35366.01,0,2022-07-13,closed,14
ACC00001477,CUST0000275,savings,67958.75,0,2024-01-21,closed,20
ACC00001478,CUST0001439,checking,28679.06,0,2023-08-25,closed,53
ACC00001479,CUST0000836,checking,66883.65,0,2021-01-21,suspended,78
ACC00001480,CUST0001387,savings,47958.45,0,2023-02-08,active,75
ACC00001481,CUST0000234,credit,33041.46,37169,2020-10-17,active,73
ACC00001482,CUST0001466,checking,-4563.92,0,2021-07-21,closed,82
ACC00001483,CUST0001418,checking,4161.79,0,2024-10-18,suspended,43
ACC00001484,CUST0000462,credit,23858.4,7221,2023-01-23,active,11
ACC00001485,CUST0000750,savings,27663.55,0,2021-01-27,closed,14
ACC00001486,CUST0000035,checking,64992.37,0,2022-03-24,active,25
ACC00001487,CUST0001420,credit,11722.49,40110,2025-09-28,suspended,29
ACC00001488,CUST0000428,savings,-1368.49,0,2022-06-17,active,76
ACC00001489,CUST0000593,checking,7284.85,0,2023-08-06,active,51
ACC00001490,CUST0001348,credit,91629.74,31413,2023-04-02,active,32
ACC00001491,CUST0000879,savings,75356.88,0,2025-05-25,active,40
ACC00001492,CUST0000870,credit,80145.58,36193,2020-06-29,active,41
ACC00001493,CUST0000373,credit,7002.67,2085,2020-04-14,closed,64
ACC00001494,CUST0001104,checking,17570.73,0,2024-05-30,active,10
ACC00001495,CUST0001342,credit,54061.17,4476,2022-04-17,active,4
ACC00001496,CUST0001242,savings,7044.84,0,2023-08-26,closed,50
ACC00001497,CUST0000693,credit,-318.53,26608,2021-07-11,active,75
ACC00001498,CUST0000062,credit,57553.84,19411,2024-03-06,active,85
ACC00001499,CUST0001156,savings,82634,0,2022-10-07,suspended,74
ACC00001500,CUST0000302,checking,26220.94,0,2025-06-28,active,10
ACC00001501,CUST0001266,checking,49149.75,0,2023-01-18,closed,42
ACC00001502,CUST0000909,savings,4853.19,0,2020-08-04,active,12
ACC00001503,CUST0000765,savings,59609.97,0,2024-04-28,active,9
ACC00001504,CUST0001383,savings,62412.21,0,2024-01-02,suspended,59
ACC00001505,CUST0000309,savings,86655.3,0,2022-03-24,active,44
ACC00001506,CUST0000107,checking,73854.19,0,2022-09-21,closed,42
ACC00001507,CUST0000663,credit,44185.36,2729,2022-12-03,active,26
ACC00001508,CUST0001357,checking,39734.52,0,2020-03-28,active,72
ACC00001509,CUST0000615,savings,19622.4,0,2024-01-10,suspended,18
ACC00001510,CUST0001307,credit,69939.44,43727,2023-03-28,closed,68
ACC00001511,CUST0000105,checking,55297.7,0,2022-10-29,active,47
ACC00001512,CUST0000965,checking,43009.23,0,2024-12-23,closed,40
ACC00001513,CUST0000841,savings,10589.99,0,2020-06-22,active,88
ACC00001514,CUST0001340,savings,49645.41,0,2022-05-13,suspended,61
ACC00001515,CUST0000412,savings,68570.4,0,2020-06-12,suspended,87
ACC00001516,CUST0000192,savings,3362.76,0,2021-02-27,suspended,52
ACC00001517,CUST0000609,checking,58006.14,0,2024-06-24,active,48
ACC00001518,CUST0000369,checking,71822.95,0,2021-08-11,closed,27
ACC00001519,CUST0000079,savings,88381.52,0,2025-10-21,active,7
ACC00001520,CUST0001491,savings,39851.22,0,2023-10-25,suspended,24
ACC00001521,CUST0001163,savings,33635.33,0,2023-09-08,active,87
ACC00001522,CUST0001497,savings,7633.14,0,2020-01-28,active,17
ACC00001523,CUST0000991,checking,15150.34,0,2021-11-13,suspended,27
ACC00001524,CUST0000207,credit,62151.37,30447,2023-10-15,active,88
ACC00001525,CUST0000030,savings,54630.03,0,2022-02-16,active,40
ACC00001526,CUST0000347,savings,28729.48,0,2022-12-16,active,81
ACC00001527,CUST0000564,savings,39451.32,0,2020-01-25,active,30
ACC00001528,CUST0001398,checking,31616.32,0,2024-06-10,active,12
ACC00001529,CUST0000155,savings,81252.19,0,2025-03-29,active,67
ACC00001530,CUST0001081,credit,88791.87,6435,2025-05-17,suspended,94
ACC00001531,CUST0000841,credit,77979.24,48352,2022-08-14,active,58
ACC00001532,CUST0001068,credit,96400.77,36354,2025-10-08,suspended,24
ACC00001533,CUST0000159,credit,-4511.78,7878,2023-05-21,active,35
ACC00001534,CUST0000989,credit,9241.86,48890,2025-02-26,active,44
ACC00001535,CUST0001359,credit,86818.07,28835,2024-05-20,closed,13
ACC00001536,CUST0000445,savings,78810.36,0,2023-03-21,suspended,61
ACC00001537,CUST0000389,credit,87080.01,42430,2025-07-10,suspended,22
ACC00001538,CUST0000521,credit,18337.99,15357,2025-02-16,closed,20
ACC00001539,CUST0001411,checking,88585.24,0,2022-01-08,active,6
ACC00001540,CUST0000272,savings,55461.48,0,2023-08-06,active,59
ACC00001541,CUST0000632,savings,37077.72,0,2024-10-31,active,75
ACC00001542,CUST0001437,savings,91998.03,0,2020-01-03,suspended,86
ACC00001543,CUST0000278,credit,6470.22,37931,2025-10-28,active,10
ACC00001544,CUST0000887,savings,68078.38,0,2022-05-04,closed,21
ACC00001545,CUST0000833,credit,35663.28,32125,2023-02-15,active,30
ACC00001546,CUST0000836,credit,17283.29,7955,2022-11-01,closed,97
ACC00001547,CUST0001495,savings,86223.47,0,2021-07-09,active,25
ACC00001548,CUST0001213,credit,44087.22,7204,2024-12-08,active,47
ACC00001549,CUST0001113,credit,2150.64,14612,2025-07-16,active,98
ACC00001550,CUST0001486,credit,88280.55,47716,2023-01-24,active,49
ACC00001551,CUST0001387,checking,87247.6,0,2023-07-10,suspended,97
ACC00001552,CUST0000060,checking,22875.01,0,2020-04-03,active,100
ACC00001553,CUST0000662,savings,6854.85,0,2025-06-24,active,99
